"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Trejo Del Rio, Michelle","94.9","54.7","38.86","53.13","52.28","54.59","60.71","60.53"
"Sifuentez, David","60.37","64","76.69","21.37","74.08","65.47","99.86","34.85"
"Ogunremi, Charles","36.33","37.26","32.22","64.2","58.72","80.33","63.24","93.56"
"Lee, Tantai","47.8","45.16","70.15","42.91","68.41","97.32","47","11.43"
"Lucero, Athena","97.31","78.17","25.9","53.32","75.86","40.9","82.56","62.85"
"Barrientos, Juan","87.01","46.37","34.5","33.96","79","85.69","87.72","63.28"
"Hatcher, Alexander","38.4","35.06","79.02","77.58","61.54","77.53","83.73","73.64"
"Shibles, Katelyn","87.45","31.05","31.74","43.65","93.25","53.08","66.5","67.12"
"Roper, Kevin","80.71","48.21","43.77","70.38","94.36","44.06","68.9","97.17"
"Redai, Maya","67.93","63","57.01","96.32","79.37","0.46","46","23.07"
"Williams, Ashley","82.64","36.6","71.46","42.07","14.75","99.38","29.64","79.12"
"Doan, Ronak","77.87","42.72","34.23","73.81","74.11","65.76","40.87","61.75"
"Sanchez, Norma","18.47","52.26","28.57","48.87","56.81","49.5","94.21","81.37"
"Mossholder, Geniveve","45.35","83.81","32.66","75.34","58.87","81.5","44.92","41.17"
"Malone-Rogers, Jerome","60.36","83.92","64.05","76.83","60.93","4.66","97.63","98.32"
"Aschenbrenner, Abbey","42.69","50.71","83.69","90.9","57.22","42.86","56.58","42.5"
"Carter, Kacey","22.63","68.87","29.87","77.98","43.9","81.17","59.1","35.51"
"Gayagoy, Maomao","57.29","64.2","81.73","62.53","92.71","98.05","50.59","69.49"
"Alvarado, Byron","79.58","36.39","53.37","74.58","78.3","62.59","66.22","4.1"
"Federico, Jaqueline","79.67","76.92","97.46","98.85","89.23","88.23","21.46","90.18"
"Chitechi, Shontice","54.27","76.42","96.76","63.19","60.45","36.7","51.21","42.48"
"Britton, Ebony","86.77","36.35","98.24","35.59","36.09","61.1","52.29","29.56"
"Howard, Ethan","85.87","44.09","39.32","99.52","61.91","76.01","79.56","53.92"
"Nguyen, Sou","7.22","63.75","77.49","24.71","37.12","20.34","52.51","42.88"
"Dia, Yasmeen","41.11","95.75","74.35","46.78","97.41","74.72","46.28","49.54"
"Nuanes, Diana","99.71","42.06","79.59","34.92","98.21","81.45","48.73","71.07"
"Lam, Doan","93.66","39.57","51.55","82.17","84.54","77.05","86.18","96.66"
