"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Valencia, Rueben","20.09","84.6","36.58","96.46","76.55","47.72","72.59","36.42"
"Gibson, Elizabeth","39.05","21.76","98.1","33.73","46.47","64.91","78.36","92.91"
"Howard, Sidea","54.62","79.66","24.02","76.64","32.59","83.43","97.55","46.16"
"Holt, Davianna","66.44","66.21","72.14","59.18","63.33","98.35","9.86","39.55"
"Davis, Sione","97.79","74.11","60.42","41.03","69.04","52.3","57.74","32.79"
"Hinton, Jordan","51.27","31.05","43.26","42.53","79.32","74.34","44.25","68.18"
"Wang, Aaren-Matthew","67.52","36.8","30.85","90.46","57.01","25.2","79.94","55.72"
"Lopez-Jurado, Chavone","80.59","53.29","66.27","54.27","96.93","62.25","96.37","23.68"
"Peoples, Taylor","60.44","28.59","42.89","62.13","74.32","76.96","82.46","10.2"
"Parmar, Jessica","97.08","59.66","22.51","34.93","36.97","62.85","80.46","76.19"
"Gonzalez, Shyanne","78.88","8.88","63.46","81.17","82.48","60.19","88.54","99.62"
"Dean, Lynn","35.21","37.61","41.93","80.05","42.3","46.29","21.88","30.39"
"Applegate, Land Collioure","77.81","61.82","65.94","9.68","21.94","97.96","64.22","55.65"
"Segura, Frances","98.16","59.07","60.45","68.6","63.28","83.17","90.09","50.72"
"Leong, Taryn","66.4","79.98","79.15","15.09","55.63","96.46","42.99","56.4"
"Britton, Mohamed","80.83","77.82","26.98","49.16","56.1","70.32","65.53","77.5"
"Gip, Dawn","67.55","38.19","84.71","55.5","41.12","67.12","32.33","74.61"
"Duong, So-Jeong","79.53","34.43","25.28","57.23","30.88","82.27","43.98","95.23"
"Olson-Green, Ashley","78.99","97.37","32.57","58.64","47.33","31.75","28.32","56.09"
"Flores, Heather","59.38","78.15","95.05","85.27","58.18","62.43","97.61","51.63"
"Hornung, Chandler","49.34","64.79","74.59","65.69","85.24","51.91","85.02","51.95"
"Roy, Emily","82.22","64.42","72.81","55.87","73.05","73.74","61.03","35.24"
"Medina, Itzel","48.32","84.44","79.41","98.12","61.7","62.44","61.72","70.71"
"Lee, Jennifer","82.68","82.22","62.2","22.61","32.36","21.4","41.96","70.25"
"Ament, Wenda","40.68","67.84","49.89","63.82","99.67","82.31","45.76","96.29"
"Pierce, Makayla","66.27","38.07","75.72","63.41","11.37","50.42","84.7","83.17"
