"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Mccormick, Joshua","24.68","24.1","64.35","18.08","41.14","36.35","79.12","56.26"
"Brown, Ayesha","55.47","54.13","97.06","96.34","63.18","61.23","30.33","35.34"
"Lam, Thinh","29.39","37.13","87.56","63.98","37.13","68.45","48.77","62.52"
"O Connell, Cheyenne","37.69","13.88","58.78","78.7","49.11","79.04","59.44","51.45"
"Ghosh, Joewid","44.9","82.43","53.91","43.3","60.72","94.89","85.87","17.4"
"Jordan, Malik","34.31","51.35","48.39","81.7","10.4","67.03","47.86","72.33"
"Carrethers, Kizer","40.82","47.1","33.78","81.9","23.88","60.27","29.83","60.56"
"Estrada, Paul","50.47","99.45","62.81","57.1","60.89","40.87","53.58","84.91"
"Wang, Lucas","34.76","73.73","97.77","45.32","75.69","79.87","57.72","15.72"
"Crowley, Cora","52.83","99.27","45.86","65.6","61.78","81.05","53.54","15.62"
"Duran, Ismael","28.38","97.85","98.7","36.35","57.04","1.17","45.61","37.3"
"Outlaw, Rebecca","67.67","99.03","25.24","74.49","27.43","61.7","80.17","75.78"
"Bond, Kate","94.48","98.79","59.7","61.3","38.81","93.46","94.46","36.81"
"Piedra, Ashlee","62.2","41.29","66.32","51.94","27.28","54.71","58.58","38.78"
"Perez, Marcia","54.72","48.45","4.8","62.57","79.67","62.28","28.22","16.36"
"Ornelas, Anthony","33.18","21.58","94.52","75.23","96.36","55.81","94.55","48.55"
"Green, Brandie","80.29","55.34","54.3","56.05","55.34","60.71","97.96","90.68"
"Ellett, Don","55.78","58.18","50.2","5.08","95.11","72.05","98.26","28.13"
"Newton, Miranda","66.67","52.33","50.44","60.64","46.44","82","46.24","81.78"
"Abassi, David","94.31","98.69","56.98","81.58","83.78","44.29","61.01","99.54"
"Panyavong, Zhiwen","46.75","61.71","51.33","97.9","4.03","71.12","35.27","11.11"
"Moore, Kourtney","75.38","69.83","32.92","90.06","20.67","82.29","48.47","46.85"
"Archuleta, Ariane","77.58","75.93","24.89","33.1","44.2","51.06","45.67","84.38"
"Solis, Annicanissa","95.2","68.13","28.87","44.54","56.91","48.76","94.35","8.08"
"Espinoza, Hannah","75.16","62.02","77.27","91.99","51.04","77.28","79.07","79.53"
"Callahan, Justin","63.71","95.21","58.96","52.99","98.99","75.82","10.67","62.38"
"Evans, Makeda","81.81","80.2","85.32","73.44","79.93","5.94","53.11","97.61"
"Lewis, Morgan","80.95","98.46","68.53","16.27","49.89","48.62","50.39","95.54"
"Baclayon, Chrisna","65.6","55.88","80.27","66.23","6.94","0.13","54.24","44.97"
"Murray, Alyssa","95.21","35.63","34.92","67.7","68.81","63.77","8.13","60.32"
"Wilfahrt, Chalcey","28.73","28.94","65.22","88.91","81.15","82.75","55.51","27.8"
