"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Kusick, Dylan","82.01","84.56","36.02","86.39","67.56","78.11","32.58","96.33"
"Portillo, Sara","81.39","63.23","59.24","61.66","44.91","74.34","99.85","38.14"
"Talley, Adrianna","77.54","28.18","72.07","36.28","69.06","92.48","19.96","59.6"
"Alvarado, Daniel","21.02","28.9","12.65","55.7","96.42","66.48","83.02","45.47"
"Bonath, Jeffery","78.91","49.15","34.92","79.94","25.26","77.68","94.29","82.05"
"Scherbak, Ashley","77.71","95.15","31.6","8.63","2.74","22.94","61.5","99.72"
"Allor, Sarah","61.31","65.96","87.13","73.54","93.43","35.37","70.64","81.41"
"Hut, Henry","49.44","56.73","42.01","81.51","8.22","19","54.17","96.12"
"Trujillo, Nallely","94.66","43.94","72.73","26.01","64.74","91.64","85.13","29.32"
"Johnson, Evan","52.19","33.15","99.49","80.54","37.4","42.36","82.5","86.07"
"Rodriguez-Campos, Kayleigh","95.46","96.94","59.57","66.32","47.64","28.42","47.94","36.46"
"Ofori, Kyle","97.87","50","39.56","73.08","80.14","77.29","94.68","57.11"
"Mcdonald, Quincy","37.66","82.4","40.36","31.33","64.46","59.45","55.42","31.69"
"Vigil, Karina","13.93","99.21","6.97","1.29","53.92","40.47","60.02","44.28"
"Vega, Jordan","92.31","55.55","94.8","82.47","67.38","84.68","48.89","45.17"
"Sath, Tyler","9.8","69.05","53.29","52.61","57.16","85.49","82.57","81.75"
"Simon, Heather","84.96","98","18.84","79.65","14.45","37.44","87.54","77.47"
"Cha, Stephanie","13.64","37.5","55.17","80.69","56.68","71.68","98.94","54.93"
"Busby-Satriano, Deja","74.57","59.7","50.28","54.03","98.82","47.48","49.81","84.89"
"Hata, Parisa","79.71","82.31","46.2","55.58","68.19","35.32","56.99","13.53"
"Sands, Sarah","38.62","96.57","95.78","75.52","96.79","65.08","39.23","45.27"
"Vang, Bryce","49.91","85.2","86.93","37.07","64.05","82.63","82.17","65.6"
"Cloud, Ander","60.97","81.07","19.08","60","85.93","27.47","87.3","98.81"
"Chavez, Emerald","73.91","11.33","98.48","83.37","60.44","37.99","69.19","55.76"
"Sabio, Marny","39.01","33.52","68.34","11.3","77.82","75.25","40.29","77.66"
"Vergara-Parra, Cindy","43.24","95.61","75.21","41.72","64.62","76.16","65.28","36.98"
"Palma, Niavis","96.82","56.81","47.09","17.98","24.75","95.94","33.05","81.45"
"Gonzales, Dorian","24.11","65.74","83.17","84.52","43.19","94.86","61.58","99.6"
"Sanchez, Morgan","46.7","42.47","84.45","74.42","55.73","62","33.95","79.97"
