"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Madril, Jazmin","82.21","45.9","44.1","31.45","89.43","66.06","55.1","76.6"
"Brooks, Tayveon","52.47","36.52","55.91","31.03","96.4","98.18","50.51","65.16"
"Diaz, Dalia","97.17","43.29","85.6","32.52","41.16","95.18","23.84","78.7"
"Gibson, Tammy","50.42","13.67","63.51","82.86","71.44","36.43","67.47","47.43"
"Brown, Raechelle","85.41","34.1","49.18","81.82","35.23","89.71","80.29","60.87"
"Thao, Amanda","51.8","95.24","67.62","77.09","98.09","92.93","46.14","88.4"
"Skinner, Rani","62.31","17.87","77.69","83.74","47.64","36.22","39.27","60.74"
"Gonzales, Levi","86.01","13.08","79.92","76.71","45.05","59.24","22.71","64.81"
"Nieves-Gonzalez, Melissa","55.86","73.14","95.11","59.54","99.76","62.61","86.01","16.65"
"Jones, Pamela","76.61","95.1","46.61","73.65","69.64","86.74","33.39","82.17"
"Jackson, Idris","43.32","39.32","78.26","53.25","27.19","79.02","95.73","51.58"
"Thompson, Derek","40.19","45.45","76.04","52.3","55.12","58.3","16.92","26.88"
"Ahn, Rohit","64.73","5.03","78.12","4.34","41.34","43.34","75.7","79.76"
"Holley, Cole","43.05","31.65","22.06","78.18","37.33","25.98","62.31","74.83"
"Sedillo, Karin","58.09","28.3","58.82","2.33","81.46","48.31","48.15","10.59"
"Luna, Gabriella","51.56","55.26","38.14","94.96","40.26","77.89","92.37","32.09"
"Lopez, Isaac","38.23","18.18","95.59","96.64","50.45","83.94","97.3","54.24"
"Palma, Megan","60.44","40.31","96.99","97.61","80.88","57.5","76.58","61.21"
"Parker, Monica","30.28","12.48","98.84","63.51","51.27","80.03","55.69","94.62"
"Leyva, Viridiana","53.88","30.36","15.63","4.11","59.39","92.37","41.89","74.88"
"White, Kathrine","47.94","60.42","66.18","68.08","82.52","56.55","70.74","63.28"
"Johnson, Herson","25.92","94.16","99.12","24.09","64.73","77.61","36.69","37.26"
"Ruiz, Colton","99.4","46.06","79.58","56.58","73.5","38.51","52.44","79.97"
"Querubin, Mia","78.4","97.45","54.33","55.54","51","83.99","30.75","97.95"
"Sandoval, Daniela","78.25","87.94","81.9","98.36","24.21","37.62","34.23","26.3"
"Montgomery, Khalida","60.53","76.23","52.43","66.88","69.75","46.71","45.27","95.16"
"Mckie, Luis","81.18","59.6","14.13","60.21","57.22","62.02","78.14","26.95"
