"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Medrano Betancourt, Ricardo","23.71","34.62","28.47","95.44","81.99","74.65","79.57","82.83"
"Sallis, Debril","53.96","88.11","79.28","84.21","22.71","66.58","96.5","71.11"
"Benitez Chavez, Adelaida","61.97","67.1","32.49","78.87","63.78","58.29","77.48","50.89"
"Wells, Morgan","50.48","61.52","57.61","58.41","31.45","76.6","96.86","78.29"
"Ulibarri, Jacqueline","64.53","41.69","92.23","23.47","36.88","26.05","52.68","56.39"
"Guthrie, Magdalena","62.16","3.75","41.56","99.56","41.26","35.55","58.14","99.46"
"Medina, Lucero","99.31","49.24","65.32","35.97","75.18","57.5","79.52","39.56"
"Lopez, Carla","64.63","78.41","16.19","43.66","82.64","38.46","81.49","85.26"
"Sandoval, Michael","39.46","53.37","31.62","99.63","48.06","72.49","98.04","86.94"
"Patria, Yee","79.91","67.99","52.77","21.67","77.71","59.38","85.37","45.6"
"Prien, Frankie","56.53","33.42","38.47","98.22","91.51","79.62","54.24","67.37"
"Fernandez, Adrian","32.76","49.39","38.11","36.11","80.97","56.09","92.61","13.83"
"Owens, Cameron","97.61","87.43","74.88","56.57","58.68","59.32","99.95","87.57"
"Gardella, Gilbert","59.05","99.74","96.69","67.77","26.21","96.3","98.84","49.33"
"Wauneka, Gericko","50.19","48.52","93.16","32.09","22.11","73.17","83.94","60.74"
"Retana, Ramiro","77.11","59.05","53.07","78.02","75.22","84.34","61.23","88.68"
"Qu, Ian","10.15","21.85","72.82","44.29","54.66","71.65","49.96","97.13"
"Rithner, Katie","82.69","56.03","78.36","35.97","89.17","69.08","46.63","37.33"
"Martin, Lashanda","69.39","40.36","78.04","83.15","23.74","25.94","49.74","46.12"
"Pahang, Sanjana","58.63","3.82","14.12","93.93","55.46","1.26","27.79","23.87"
"Hayden, Austin","38.46","65.86","58.8","50.59","57.96","24.4","59.18","47.86"
"Shrestha, Randy","75.25","41.67","64.73","76.38","99.48","96.63","38.32","71.96"
"Bailey, Trae","14.2","56.57","63.25","83.33","79.38","56.81","54.18","62.82"
"Hines, Nathaniel","97.28","41.56","80.66","32.67","85.87","43.55","57.38","71.26"
"Smith, Bessie","86.76","42.21","38.42","81.87","72","80.51","57.98","91.42"
"Newton, David","30.31","34.42","99.69","64.1","28.59","16.47","28.08","28.39"
"Yarangsy, Tiffany","70.95","24.07","28.59","79.22","98.44","22.32","59.37","79.65"
"Senethong, Rebecca","43.85","58.39","19.83","44.19","35.3","53.22","80.55","98.04"
"Duran, Andy","47.06","48.58","90.72","51.63","79.91","86.01","72.31","38.02"
"Buning, Ashley","46.77","97.55","85.72","23.5","39.22","49.19","84.03","78.82"
"Levy-Minter, Saeed","37.88","90.5","62.78","42.81","47.71","76.23","56.49","3.48"
"Nguyen, Destiny","74.14","53.65","79.26","26.97","57.57","66.93","35.52","46.57"
