"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Juarez, Jessica","38.37","83.25","4.67","81.02","64.81","77.32","9.78","64.76"
"Beauford, Syera","51.46","16.31","53.13","60.98","35.38","81.34","79.78","33.85"
"Lindsay, Nathaniel","95.85","29.5","34.61","81.06","86.56","65.71","62.14","61"
"Parks, Keturah","27.84","81.09","46.55","73.34","85.35","60.89","93.68","99.84"
"Tran, James","59.09","27.45","54.5","17.04","98.09","78.65","75.48","55.27"
"Ma, Heidi","60.33","89.09","60.82","60.64","43.69","26.92","42.74","86.84"
"Ross, Xingyou","68.82","34.31","81.83","77.27","81.49","88.78","47.8","59.87"
"Lim, Cameron","95.9","33.61","28.14","92.79","63.26","30.44","76.75","74.81"
"Bralish, Josef","77.5","86.26","64.72","72.9","51.46","49.1","28.89","44.79"
"Orendorf, Jordan","11.49","53.74","18.57","97.89","72.87","85.11","98.35","26"
"Walker, Vivien","87.48","88.25","67.37","64.46","73.29","52.82","74.58","75.34"
"Jones, Amanda","38.05","58.69","51.14","41.15","97.65","56.61","82.62","98.24"
"Valbrun, Kijuan","60.03","87.05","94.13","59.13","86.54","79.51","4.09","96.27"
"Nguyen, Nitha","39.13","55.34","75.49","39.35","52.03","90.39","40.34","38.8"
"West, Raymond","78.85","24.75","83","53.52","80.24","66.81","68.98","62.13"
"Vigil, Yessenia","53.96","86.69","15","29.35","23.55","64.41","49.11","18.15"
"Vondra, Laron","81.54","33.79","81.34","56.83","78.41","20.65","56.17","46.93"
"Silevani, Nalye","81.5","9.51","50.31","59.59","44.99","36.65","53.14","68.83"
"Woods, Brianna","31.9","33.53","42.94","37.37","33.89","83.07","83.32","44.61"
"Lopez, Danesha","95.85","8.9","56.14","92.33","36.51","35.19","43","37.97"
"Fernandez, Miranda","30.19","45.98","37.84","50.96","27.68","59.39","81.26","78.63"
"Breer, Kristine","46.44","45.62","80.64","54.73","85.4","80.35","42.85","71.46"
"Rupe, Yal","7.27","57.62","82.54","42.43","82.89","81.41","97.48","26.37"
"Spence, Jason","35.4","41.73","32.73","98.37","32.56","62.98","96.46","68.4"
"Lam, Tressa","28.12","59.65","97.68","53.42","84.79","61.8","46.11","77.27"
