"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Green, Mai Lien","59.29","54.01","67.55","23.79","48.57","43.9","81.61","69.78"
"Ochoa, Esperanza","41.89","68.3","49.18","33.28","29.71","43.29","20.19","92.99"
"Valenzuela, Jose","92.03","98.25","8.41","54.99","67.1","21.07","96.34","15.19"
"Valentine, Anna","81.38","44.22","78.63","53.34","75.99","31.89","26.68","39.05"
"Moreno, Adrienne","13.73","77.16","58.73","63.34","30.61","99.71","64.43","93.31"
"Want, Phi","56.34","65.04","46.21","6.71","22.07","17.89","94.41","38.05"
"Rodriguez, Joaquin","57.55","61.64","93.15","29.2","85.86","96.04","75.16","97.65"
"Shanklin, Bailey","56.97","60.65","99.76","92.01","95.68","4.02","82.69","80.24"
"Wilson, Meredith","16.99","40.85","33.05","75.53","95.82","99.76","61.57","50.85"
"Thunblom Wilson, Isaiah","49.31","69.05","63.39","66.81","26.85","86.32","40.15","47.15"
"Tejada, Neida","81.07","86.6","28.24","25.16","1.9","69.3","22.7","61.39"
"Warren, Yaw","73.81","85.59","68.95","59.23","89.8","42.75","92.95","38.92"
"Fukushima, Jevan","86.81","77.89","82.83","85.64","70.98","63.4","16.26","69.64"
"Flores, Jessica","27.94","98.62","97.77","8.68","81.18","37.2","77.97","99.29"
"Balasubramanian, Amy","44.89","14.17","56.56","51.77","71.82","26.58","98.05","31.6"
"Repollo, Shazia","60.7","13.25","48.34","27.33","26.69","94.81","63.75","58.35"
"Smith, Vina","90.55","85.56","26.68","66.24","44.68","4.25","64.83","67.05"
"Nevarez, Danielle","77.04","57.71","51.84","99.48","95.75","38.35","38.55","49.08"
"Rayford, Erin","97.37","77.03","82.47","54.28","30.12","81.09","89.69","64.98"
"Summers, William","54.32","1.65","80.93","55.89","30.05","96.03","97.17","31.98"
"Durham, Quashaya","78.95","9.31","59.52","33.5","77.15","65.51","64.81","23.07"
"Elias Martinez, Flor","54.13","24.1","36.76","84.91","99.53","70.48","79.3","42.03"
"Le Beau, Montana","60.34","53.66","47.07","75.46","8.73","54.81","31.43","46.62"
"Sparlin, Lucas","70.79","99.76","66.05","58.75","28.55","98.22","46.6","95.4"
"Diego-Domingo, Kevin","65.25","56.35","24.62","55.76","34.83","97.25","98.21","2.02"
"Tran, Lee Ann","8.27","80.85","71.69","94.59","69.1","33.32","87.3","86.99"
"Padilla, Omero","36.07","36.56","43.69","99.27","77.75","73.92","27.16","59.49"
"Coleman, Travis","97.5","49.31","97.31","65.76","33.52","77.37","98.34","47.9"
"Baldwin, Eleisia","56.15","60.6","65.59","79.95","75.69","71.64","58.97","69.72"
