"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Aramburu, Rosamelia","35.26","78.73","74.9","88.56","24.9","49.89","31.73","56.05"
"Paul, Alexis","45.73","57.78","77.56","62.98","75.34","59.38","31.17","43.71"
"Harding, Noah","3.65","61.95","54.3","36.72","67.32","62.48","91.07","80.88"
"Castaneda, Daniel","28.28","94.96","59.43","56.67","33.25","58.46","97.85","71.81"
"Shepherd, Jason","39.86","82.05","96.59","99.73","36.46","80.14","41.92","58.58"
"Hendrix, Michael","65.83","87.28","93.08","74.8","3.39","78.75","65.8","40.99"
"Baca, Aaron","55.69","42.49","27.99","84.78","99.15","64.51","47.88","98.99"
"Huff, Lyndsi","25.25","22.27","50.66","54.96","32.78","80.33","58.59","44.39"
"Ta, Selena","52.91","80.5","46.99","96.56","74.96","47.4","76.86","46.16"
"Herrera, Patrick","38.6","39.76","84.26","81.04","31.6","66.42","77.85","47.08"
"Hammel, Julia","45.4","58.94","95.12","95.46","84.69","43.74","84.06","72.62"
"Rodriguez, Shalia","75.99","75.31","99.8","78.21","79.46","78.84","69.06","80.96"
"Garcia, Derrick","77.7","57.22","64.57","63.36","98.14","60.57","94.59","63.04"
"Huff, Jordan","30.48","95.51","27.67","70.19","74.87","32.95","38.42","12.82"
"Villa, Jorge","49.09","59","61.66","53.88","80.99","67.62","47.46","67.01"
"Campbell, Karissa","58.58","85.02","15.33","48.08","94.12","53.6","37.12","96.32"
"Sumbunu, Juwan","22.97","96.77","94.96","78.93","96.52","82.04","64.11","79.19"
"Shumpert, Alana","95.81","55.84","13.28","78.91","77.74","35.04","74.96","64.73"
"Gilbert, Robert","80.93","97.65","22.58","16.14","98.55","42.19","54.98","80.83"
"Mcmahon, Alex","38.47","48.81","85.09","17.2","68.75","38.75","1.77","6.34"
"Little, Cameron","76.18","80.42","58.46","57.85","78.35","30.74","96.99","36.7"
"Blunt, Cheyenne","40.11","84.3","80.05","73.53","89.09","67.17","34.32","0.19"
"Gordon Gonzales, Dallas","74.59","44.06","99.73","77.68","49.63","32.63","42.67","94.34"
"Garcia, Nicole","28.18","95.04","20.89","29.88","49.67","27.87","58.67","22.97"
"Mathiang, Shaundre","29.4","82.98","69.97","97.08","84.18","23.53","7.95","99.51"
"Walker, Danielle","54.26","54.45","73.18","28.7","75.77","55.04","96.51","58.34"
"Gardner, Xavier","99.57","32.91","85.91","66.58","48.42","47.79","22.87","95.58"
"Buxton, Daniel","93.15","63.7","50.72","80.39","59.56","58.37","30.46","60.03"
"Falconer, Keisha","85.75","52.05","42.29","23.29","43.25","27.19","34.03","96.25"
"Woodyard, Maurice","25.98","91.8","82.64","29.68","95.29","34.06","7.74","59.62"
"Kearney, Kevin","41.44","41.5","74.71","58.78","99.28","75.18","77.18","82.91"
"Tate, Larissa","64.25","58.52","47.92","37.06","41.77","21.75","67.74","69.55"
