"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Makanjuola, Chinwendu","96.7","79.2","27.9","43.12","30.81","81.22","96.12","44.96"
"Lawrence, Sophia","98.93","57.76","61.71","25.95","92.81","34.49","61.5","77.16"
"Velasco, Alejandra","62.38","21.86","77.6","77.8","26.35","55.69","53.82","38.99"
"Valdo, Christopher","40.94","54.38","79.12","60.84","32.35","53.91","66.13","83.75"
"Renz, Olivia","72.07","59.34","81.92","66.75","26.6","70.88","77.9","52.82"
"Garcia, Sandra","90.04","57.65","73.03","77.34","97.73","19.2","80.16","82.75"
"Tiger, Louis","86.5","48.19","23.9","15.78","38.7","94.42","33.86","36.15"
"Acosta, Stephanie","77.53","82.18","85.62","29.74","32.4","40.32","20.93","58.1"
"Madlock, Iesha","27.06","33.19","98.96","86.16","83.42","35.73","95.76","40.59"
"Padilla, Ashley","65.32","77.66","71.52","53.48","55.95","97.21","45.03","80.24"
"Hunter, Khari","87.61","33.77","38.39","14.54","84.46","31.63","59.22","75.1"
"Lange, Priyanka","62.57","62.77","26.29","52.64","67.98","11.32","47.7","73.25"
"Vidaurri-Hammonds, Trinidad","37.43","65.05","95.91","48.55","54.35","47.74","57.75","58.75"
"Ganji-Sereshki, Julia","97.35","45.29","81.7","44.78","56.64","48.5","56.9","56.55"
"Mayfield, Yasmine","9.93","84.97","31.32","36.56","69.48","57.12","83.08","73.77"
"Thao, Samantha","82.41","55.51","59.9","34.32","78.65","55.97","97.98","55.52"
"Sanders, Tatiana","82.77","69.67","43.16","28.22","35.63","35.62","60.59","48.23"
"Pullen, Hoang","81.14","84.62","97.45","77.1","81.83","78.85","63.92","60.74"
"Turner, Andrea","44.34","81.54","5.93","94.54","66.99","97.57","95.44","59.84"
"Duff, Marinna","83.42","69.7","57.46","76.92","29.3","97.63","55.85","65.8"
"Tran, Mary","29.67","58.37","74.02","83.36","54.58","79.49","87.6","87.33"
"Castro Ramirez, Carlos","31.56","54.69","83.86","18","86.64","60.45","59.91","55.68"
"Gooch, Genevieve","65.51","31","83.04","23.43","52.14","64.99","83.08","83.29"
"Yang, Amanda","83.64","65.42","79.85","57.85","72.73","85","22.84","12.69"
"Archuleta, Lisbeth","43.29","97.14","96.75","44.93","79.59","27.83","58.21","69.96"
"Manriquez, Elias","24.18","93.42","94.11","14.19","33.82","56.79","34.58","34.31"
"Magda, Nathaniel","52.97","38.62","34.29","34.5","94.87","61.59","54.19","95.84"
"Tran, Lucas","66.62","53.64","47.51","58.22","64.07","67.26","98.29","79.27"
"Koanui, Andrea","21.66","96.48","80.79","53.41","78.78","95.47","35.7","86.38"
