"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Lai, Nia","64.96","80.75","45.83","37.1","31.86","98.85","46.53","30.93"
"Woolsey, Deven","30.64","72.16","92.79","60.07","80.99","67.33","65.28","97.65"
"Thompson, Dustin","62.48","97.21","79.29","65.58","85.64","82.18","65.49","23"
"Evans, Kristopher","55.99","77.43","47.57","38.16","49.58","80.94","71.77","68.63"
"Whyte, Shiloh","95.78","40.42","43.33","61.94","45.91","38.43","63.96","78.44"
"Oakley-Small, Aspen","51.27","24.38","20.26","77.45","25.39","52.74","82.19","76.02"
"Rael, Dylan","49.07","64.45","81.57","52.82","45.86","49.14","37.5","80.38"
"Dumaoal, Gaochazhong","99.5","50.17","55.96","32.34","26.17","63.87","75.97","56.25"
"Dao, Alyssa","25.16","34.45","61.55","62.86","81.71","49.07","56.89","85.05"
"Brady, Serena","33.08","84.85","78.12","63.7","98.23","71.49","64.33","34.15"
"Senthilvel, Alicyn","50.92","44.63","51.64","81.34","62.31","57.71","63.38","48.24"
"Arredondo, Elisha","60.48","66.09","27.34","79.73","26.99","55.58","78.18","77.99"
"Young, Megan","77.17","57.32","26.63","52.96","50.46","17.76","41.52","43.18"
"Sale, Ramisa","96.96","27.06","86.57","60.74","61.7","63.06","78.38","28.87"
"Castillo, Monica","80.45","52.09","64.91","81.1","36.8","38.01","60.55","32.39"
"Parson, Brianna","47.34","91.43","37","20.99","67.51","45.2","30.05","70.37"
"Landeros, Natanael","95.95","98.23","28.99","40.98","98.51","39","34.61","56.29"
"Tewolde, Talia","83.16","65.03","51.03","38.08","6.06","86.84","70.04","81.8"
"Brown, Khadijah","46.18","49.68","68.61","49.09","58.06","55.84","23.41","96.75"
"Rigsby, Dion","53.79","66.27","76.64","53.66","57.37","82.4","59.72","58.79"
"Becker, Abigail","68.02","32.48","80.17","57.2","16.22","64.52","58.25","29.66"
"Rodriguez, Angelique","93.49","35.7","53","83.47","75.42","85.48","45.06","54.01"
"Norton, Patrick","33.25","46.61","99.75","3.75","77.98","43.19","61.89","16.71"
"Contreras, Brianna","44.18","51.43","35.95","14.87","51.56","63.68","35.7","45.75"
"Williams, Teachi","75.38","97.22","83.64","30.18","79.44","29.48","44.25","96.31"
"O Connell, Sydney","19.35","44.5","43.18","52.01","58.15","89.34","97.5","38.96"
"Schwartz, Ruby","24.04","28.44","52.36","44.12","49.16","70.79","45.22","55.99"
