"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Mendoza, Zackary","81.61","52.98","92.17","58.79","83.28","27.45","13.35","66.01"
"Garcia, Ivonne","43.19","66.48","61.63","17.97","29.66","11.22","43.26","67.97"
"Griffin, Daquan","60.4","69.46","21.18","83.3","27.55","1.87","71.93","83"
"Jaimes-Alonso, Victoria","27.12","39.18","85.55","48.4","84.77","61.17","49.25","73.51"
"Williams, Kahlil","78.52","58.26","56.49","32.84","58.69","80.91","59.58","69.82"
"Freeman, Madeline","91.4","79.53","56.25","70.23","99.13","78","27.29","85.55"
"Phanthavongsa, Nicolas","99.77","84.92","71.7","48.45","49.09","83.47","40.28","47.49"
"Durand, Frank","99.82","66.37","67.07","42.94","35.53","28.04","97.3","76.73"
"Hersh, Nicholas","51.05","53.08","99.78","74.39","32.03","86.7","48.44","99.63"
"Altamirano, Bomy","46.18","65.54","78.17","95.31","57.73","72.57","76.78","40.08"
"Xiong, Kevin","40.77","88.36","70.58","96.41","48.58","56.58","96.43","46.12"
"Jackson, Josue","46.63","7.17","34.15","73.18","57.98","78.17","98.82","91.14"
"Garfio, Mayra","65.4","76.84","74.23","58.69","71.86","91.78","0.17","21.53"
"Rosnick, Angela","57.82","25.53","38.77","74.5","55.28","87.68","90.63","34.61"
"Childs, Rylee","65.84","17.64","61.53","61.82","80.34","41.54","58.18","83.28"
"Verschuur, Catherine","63.74","65.14","72.71","3.33","60.49","77.27","99.35","76.28"
"Nelson, Dakota","58.83","96.92","25.24","15.74","51.14","22.25","98.41","95.23"
"Loya, Ana","66.65","59.27","78.77","78.54","76.22","21.95","59.12","65.77"
"Barbagiovanni, Andrew","78.23","38.16","96.31","79.19","63.04","98.73","58.33","42.55"
"Davis, Morgan","38.65","35.29","78.49","16.55","18.24","55.18","51.06","32.07"
"Claiborne, James-Michael","54.38","99.33","59.85","21.62","84.69","97.2","45.63","47.17"
"Kim, Joshua","38.48","89.99","52.84","82.66","75.6","58.45","46.68","24.13"
"Diaz, Maribel","97.92","74.64","97.34","69.04","15.78","85.57","63.14","79.08"
"Yetemegn, Jourdan","97.85","54.51","87.8","20.27","87.46","55.94","42.67","43.45"
"Thelen, Allen","63.82","61.21","28.61","25.93","67.19","46.59","60.54","38.01"
"Crane, Tommy","55.13","14.68","35.01","80.16","31.25","94.81","63.58","82.78"
"Philip, Eleanor","57.6","77.13","83.28","94.71","59.51","27.7","58.08","78.09"
"Crockett, Irene","13.26","37.2","84.3","44.69","27.32","42.74","77.38","35.6"
"Lopez Rueda, Michael","22.27","86.88","27.27","66.3","53.71","91.32","51.9","59.81"
"Vinson, Misty","81.73","17.43","59.84","61.55","20.58","97.48","42.49","6.06"
