"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Blanford, Rachelle","18.59","36.73","56.26","26.29","79.13","47.29","61.04","59.41"
"Hewlett, Julia","50.98","52.23","84.26","15.74","40.6","82.88","79.39","27.11"
"Lee, Trisha","50.07","98.27","32.15","83.48","55.16","33.52","81","65.27"
"Liu, Jimmy","84.33","99.07","66.18","95.79","95.79","81.37","98.2","75.15"
"Robinson, Jewell","80.23","79.64","95.16","78.22","85.3","51.96","23.24","32.7"
"Berg, Jacob","98.04","56.29","77.66","76.42","58.22","64.42","97.72","23.95"
"Elliott, Austin","30.4","59.99","58.32","34.74","60.24","62.81","62.92","79.06"
"Dennard, Noah","86.11","24.53","84.53","76.98","40.96","76.86","58.63","28.84"
"Luong, Denise","52.69","60.78","74.21","44.37","60.66","50.04","49.97","50.09"
"Clark, Jared","75.91","40.04","40.35","70.97","31.13","33.66","75.86","67.08"
"Garcia, Suthdara","77.7","36.54","74.73","73.56","99.5","77.52","98.23","56.71"
"Descheny, Shelby","82.94","33.03","31.77","64.43","84.69","36.85","93.66","39.23"
"Barbee, Joshua","39.31","41.73","40.7","57.3","82.59","96.89","31.68","69.43"
"Feng, Minh","90.33","40.89","69.71","38.11","98.17","60.84","45.24","78.85"
"Morgan, Jaymin","67.44","50.28","49.9","75.32","32.46","31.16","76.14","43.88"
"Campbell, Ashly","78.73","8.94","38.87","74.52","36.52","68.09","95.69","81.6"
"Acosta, Naomi","97.87","39.65","60.31","79.7","48.41","65.27","98.63","53.58"
"Aslami, Tuyen Aalexis","89.74","74.12","28.18","98.87","64.81","64.21","75.68","97.36"
"Jackson, Vaughn","45.42","55.04","48","63.63","73.46","56.4","97.43","76.65"
"Kobayashi, Kaigo","68.48","83.44","81.02","49.69","77.36","28.7","83.91","59.78"
"Gutierrez, Jordan","20.86","20.48","79.37","25.34","64.02","86.87","52.09","24.51"
"Gallegos, Isaiah","82.35","23.51","3.95","75.66","40.92","78.71","36.04","67.55"
"Le, Scott","18.43","40.96","85.44","60.51","58.33","47.92","95.98","66.12"
"Pier, Jasmine","82.59","85.7","6.87","74.13","75.38","49.06","37.8","57.89"
"Tellez, Jessica","89.85","74.52","59.39","58.09","42.77","52.8","33","81.26"
"Mestas, Codee","25.05","20.5","40.78","46.01","76.86","97.43","82.74","75.07"
"Dunblazier, Dylan","47.32","18.72","57.13","66.87","87.92","27.33","3.97","83.89"
"Agsam, Melody","50.46","59.96","74.22","53.82","45.29","35.87","60.29","58.11"
"Valenzuela, Emmanuel","50.76","67.81","53.52","53.44","53.02","67.34","97.9","79.37"
"Eichie, Jemal","73.47","56.56","82.27","56.66","85.27","54.8","84.53","33.38"
"Lawson, Kristen","34.5","46.78","99.21","0.92","95.84","61.98","1.75","54.69"
"Ontiveros Romero, David","34.34","84.42","52.11","97.88","58.87","97.48","34.24","56.23"
"Melvin, Terrence","29.37","82.53","57.37","96.81","56.72","61.26","23.29","47.86"
