"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Cardoza, Michael","22.11","46.52","50.29","50.96","4.27","48.18","48.1","59.06"
"Sanders, Keleshia","33.71","83.72","21.15","83.41","85.77","79.01","55.23","67.11"
"Farquhar, Xavier","76.24","18.62","83.01","74.64","88.03","34.75","51.5","38.61"
"Rodriguez, Pablo","52.73","99.91","47.4","96.84","73.98","86.99","40.22","38.85"
"Bigthumb, Duncan","90.03","81.46","30.85","25.15","95.05","95.97","88.01","98.19"
"Mitchell, Rocky","83.32","28.83","61.02","56.74","78.94","87.47","52.58","57.96"
"Javier, Jared","27.31","97.44","23.75","56.98","60.21","42.92","76.02","42.05"
"Deniz Martinez, Joe","55.86","95.94","34.66","59.94","96.31","97.7","80.68","50.03"
"Johnson, Taku","60","41.84","35.06","98.46","45.71","25.05","83.7","63.51"
"Kuebler, Brenna","21.83","60.38","96.43","53.16","81.72","83.5","84.07","60.09"
"Williams, Cymone","80.28","36.99","76.18","60.87","80.09","95.23","83.84","27.82"
"Zazueta, Aundrea","99.38","90.61","97.24","41.92","71.2","63.79","62.27","21.27"
"Gomez, Alyssa","97","51.69","21.53","46.07","45.13","82.03","37.07","84.73"
"Kleinkopf, Vivian","90.56","73.32","29.59","42.59","82.67","33.47","58.6","54.18"
"Stone, Sarah","43.8","39.82","74.61","57.25","23.62","7.33","97.44","77.89"
"Dern, Sara","78.83","56.37","97.79","53.76","28.1","91.44","71.18","48.98"
"Confer, Angelo","98.76","44.22","87.7","98.08","12.64","12.41","86.45","33.66"
"Salazar, Danielle","81.25","55.45","85.47","22.72","55.63","94.88","65.78","65.58"
"Lopez Olague, Christopher","83.86","73.7","99.95","96.35","87.2","55.23","85.24","71.21"
"Lythgoe, Tyreisha","63.89","83.2","14.45","96.6","77.75","80.71","51.87","65.1"
"Chavarria, Gregory","22.34","46.42","47.85","60.26","75.34","52.47","52.34","56.66"
"Lovato, Seth","37.99","31.31","52.12","80.5","96.27","39.59","84.35","13.1"
"Thiesen, Carlos","76.03","62.6","49.29","77.9","60.62","90.26","63.14","61.84"
"Marquez Carreon, Ashtyn","50.44","33.42","76.74","56.44","7.48","70.39","61.42","82.16"
"Sam, Brandon","84.5","96.04","25.17","45.17","52.82","97.46","33.28","67.58"
"Ganaway, Francena","44.22","52.91","82.8","57.79","97.14","98.04","31.12","38.84"
