"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Auyeung, Nadir","84.7","51.08","96.91","85.14","77.58","97.96","83.5","51.6"
"Norwood, Fredric","44.57","82.56","52.41","81.36","48.53","5.12","84.59","59.44"
"Secundino, Taylor","42.73","46.75","36.56","89.12","64.74","93.43","77.09","99.16"
"Amaya, Lorenzo","5.66","63.98","30.03","84.57","94.33","96.96","54.36","98.29"
"Gamboa, Jaziah","59.98","82.89","32.76","48.44","12.5","50.21","19.59","64.31"
"Mccaleb, Justin","58.24","6.89","38.89","86.28","77.09","7.23","79.8","95.34"
"Orlowske, David","57.2","15.46","78.09","61.09","67.84","58.02","75.88","84.96"
"Ali, Phoutthasinh","82.72","97.25","58.41","54.13","97.7","82.39","78.83","44.24"
"Forbis, Abhinav","59.85","18.27","45.42","80.54","64.32","89.67","41.04","95.17"
"Martinez, Nigel","85.08","58.05","81.59","63.27","52.61","80.88","51.49","70.84"
"Romero, Samuel","78.28","98.32","38.44","33.87","41.25","46.23","58.8","77.33"
"Medina, Lydiana","30.65","24.04","61.52","29.98","98.52","54.02","60.18","40.07"
"Cardwell, Isaac","51.73","41.61","96.88","65.65","97.7","46.93","17.97","97.83"
"Mee, Jack","23.26","42.08","64.55","46.1","37.35","83.21","82.99","74.18"
"Wigdahl, David","79.94","30.61","85.82","26.53","82.33","83.37","15.44","83.87"
"Ornelas, Brittany","80.12","58.25","80.61","17.97","99.84","47.12","65.97","97.2"
"Xiong, Andy","91.41","54.92","76.02","43.55","50.44","9.6","98.94","48.06"
"Williams, Matthew","38.12","59.29","81.59","96.04","58.21","80.4","25.62","78.9"
"Wortham, Julian","96.62","69.33","31.33","78.48","87.21","65.71","97.04","97.74"
"Gutierrez, Kayla","41.59","65.61","75.93","36.35","28.38","41.84","50.51","86.13"
"Montes, Yesenia","32.66","52.18","98.13","83.97","60.82","95.74","56.46","34.73"
"Vigil, Marisol","99.09","35.73","73.29","43.52","81.73","82.03","73.46","55.59"
"Noa, Brianna","70.05","96.33","83.5","89.92","79.52","63.53","85.76","98.18"
"Taylor, Diamond","53.44","83.69","60.17","34.2","59.7","52.44","62.57","72.71"
"Fincher, Kendaja","8.07","96.91","43.63","77.02","79.28","60.63","68.52","93.4"
"Gish, Matthew","87.87","75.94","81.3","65.22","38.3","47.64","76.31","96.08"
"Dyer, Austin","13.64","39.37","72.2","77.44","83.28","78.19","60.1","25.2"
"Sanchez, Franco","52.2","74.27","73.76","76.13","83.63","99.56","81.01","73.3"
"Menzor, Judith","79.32","71.57","52.83","37.25","27.28","36.43","41.01","15.18"
"Rosen, Morgan","19.11","78.73","49.18","86.66","76.35","67.08","77.08","99.63"
"Matthews, Adrian","66.23","82.32","95.62","71.54","96.86","60.75","41.99","97.79"
"Leathers, Alex","43.36","60.15","39.28","52.81","99.04","76.02","79.53","42.01"
"Se, Janelle","41.38","64.49","99.37","83.66","89.81","58.76","53.77","94.3"
"Torres, Luis","95.24","94.45","44.83","50.06","74.86","61.36","19.86","33.28"
"Richardson, Desiree","81.36","97.01","54.23","43.11","68.6","88.87","58.16","48.82"
