"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Chandler, Jing","73.76","81.5","22.83","38.41","62.58","75.33","51.72","80.54"
"Sirotek, Micah","48.56","46.76","83.35","56.1","56.48","57.16","39.58","44.96"
"Duran, Megan","63.96","47.18","97.74","74.86","50.92","88.53","49.24","30.47"
"Martinez, Asuncion","23.94","47.47","49.23","71.9","82.31","25.82","83.26","22.94"
"Balderrama, Joseph","88.64","27.65","53.15","57.55","34.81","78.18","98.04","67.25"
"Woods, Danielle","68.09","66.67","77.74","81.71","82.97","92.79","56.17","52.39"
"Luna, Jessica","39.86","37.28","37.12","56.6","73.03","64.46","55.8","8.72"
"Davis, A'Zhionna","76.84","16.41","95.36","65.18","40.36","81.83","45.2","53.94"
"Sanchez, Alejandro","63.33","39.8","81.63","83.6","95.58","97.26","98.18","41.27"
"Thang, Jordan","18.54","62.01","81.65","49.73","49.29","58.88","50.69","52.03"
"Schipper, Joseph","34.55","64.12","46.3","92.19","70.57","13.56","60.77","81.92"
"Sproul, Sarah","58.83","52.66","49.8","78.71","83.26","55.64","30.9","94.91"
"Yu, Jenny","74.43","99.08","36.84","29.65","37.68","62.46","76.58","98.08"
"Graham, Collin","32.9","58.34","26.66","59.48","43.16","83.07","88.96","49.18"
"Solis Menchaca, Shawn","30.14","98.28","96.91","77.54","82.6","86.99","81.29","37.35"
"Melendez, Glenda","43.47","48.43","82.81","53.62","96.34","31.1","81.11","26.95"
"Tefera, Khalid","59.49","45.22","76.04","64.69","82.47","55.97","96.24","57.42"
"Clay, Antonette","99.21","41.15","77.86","57.14","92.44","26.09","80.43","82.99"
"Nguyen, Joshua","99.24","39.42","97.68","15.55","33.5","63.7","48.3","44.64"
"Tafoya, Karina","65.45","3.79","77.91","37.23","82.34","13.63","78.77","60.53"
"Obinnah, Teanna","46.19","75.48","67.98","46.61","84.79","21.13","53.65","34.65"
"Digiallonardo, Daniel","95.25","76.57","85.85","11.76","34.43","60.25","92.63","4.64"
"Brown, Cameron","94.3","49.28","41.66","79.76","70.32","97.46","42.33","97.21"
"Verdine, Danielle","61.28","41.93","84.96","78.87","35.43","97.22","21.78","36"
"Seelye, Huber","23.34","94.49","84.9","49.53","22.1","11.61","95.99","41.74"
"Cobb, Shayne","61.38","77.13","79.56","49.99","87.3","97.18","50.3","76.65"
"Parker, Daysha","53.74","87.84","84.83","33.54","78.19","96.83","36.54","99.95"
