"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Mccarthy, Chance","61.48","97.16","99.87","36.61","52.27","74.12","1.02","36.36"
"Wright, Katheryn","60.1","63.96","35.63","16.3","68.49","53.25","45.79","80.14"
"Smith, Randa","32.89","97.8","64.21","24.05","38.33","99.99","64.1","70.66"
"Bonser, Nicholas","85.97","82.13","14.49","37.68","71.37","59.56","39.69","96.22"
"Ricks, Atif","72.33","95.76","33.27","99.8","78.97","77.43","47.82","30.1"
"Carrillo, Jose","59.97","81.54","54.19","48.71","59.95","96.9","96.72","62.25"
"Martinez, Joyyre","47.41","98.58","40.7","56.08","76.19","98.32","95.25","65.38"
"Menon, Varun","76.12","52.79","95.63","79.05","53.98","52.56","57.73","74.11"
"Ingram, Kendra","46.46","49.85","33","94.83","90.18","64.19","80.51","64.33"
"Young, Lee","53.02","58.04","49.7","51.01","34.64","75.11","34.06","99.33"
"Jenkins, Joshua","37.87","25.58","63.61","13.38","68.59","39.2","97.28","90.52"
"Pastirik, Daniel","1.29","85.49","57.03","45.67","39.58","73.13","70.47","60.63"
"Schenally, Jamie","72.14","62.39","60.41","24.04","99.49","85.4","57.62","78.57"
"Esquivel, Brandi","53.44","73.95","36.48","70.94","54.83","83.23","94.57","45.12"
"Brown, Rachel","60.34","70.39","98.93","55.44","81.24","73.05","78.09","98.38"
"Bustos, Consuelo","28.34","2.66","52.41","77.34","63.39","80.58","99.76","53.22"
"Nguyen, Crystal","14.03","29.89","65.61","78.5","50.39","84.55","73.98","60.64"
"Sandoval, Atlas","14.7","72.13","94.56","43.18","64.23","68.32","5.76","73.83"
"Campos Brito, Abiel","53.42","99.11","31.46","65.05","13.27","95.72","0.68","99.74"
"Inthapatha, Kaine","29.95","84.03","81.38","58.43","65.09","65.4","32.53","83.68"
"Proctor, Kyree","70.63","60.21","65.78","58.11","83.8","48.86","81.01","54.26"
"Dominguez-Gardea, Jacob","37.86","65.43","94.63","65.09","45.18","63.58","39.82","50.6"
"Chen, Alysia","91.68","76.44","55.2","48.86","42.77","94.74","40.24","85.13"
"Quintana, Juan","79.63","60.57","51.14","82.32","79.79","53.73","31.55","70.71"
"Castanon-Banuelos, Brenda","57.52","31.32","58.97","30.38","44.74","22.78","16.23","81.83"
"Tay, Nikesh","62.97","14.33","47.01","95.41","17.23","21.83","3.97","72.94"
"Whiteskunk, Hunter","97.14","41.6","70.61","59.16","60.96","28.5","98.85","45.33"
"Al-Yazidi, Sarah","33.15","74.99","78.58","68.48","39.73","35.12","49.52","97.95"
"Stegall, Cesare","61.65","66.56","32.77","16.89","53.95","78.58","83.69","38.01"
"Silas, Frances","46.49","25.63","83.9","35.21","29.98","58.89","30.82","25.89"
"Freel, Cleveland","57.22","98.39","61.62","38.38","80.08","76.89","82.21","77.98"
"Kalam, Shannon","99.16","76.87","56.69","80.65","78.48","71.85","47.89","53.48"
