"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Willbanks, Tashina","62.86","77.62","43.74","68.74","14.04","83.08","65.36","54.6"
"Urioste, Lavonrick","78.48","19.74","83","47.51","69.85","72.53","16.97","59.51"
"Garland, Austin","77.22","74.89","31.65","89.72","96.76","82.81","62.97","88.34"
"Dedios, Tevin","82.15","70.51","36.59","46.97","50.84","82.55","76.87","68.13"
"Corral, Karen","26.35","61.15","58.1","61.34","98.36","54.67","77.21","78.28"
"Bell, Elizabeth","95.43","54.05","65.04","37.17","16.38","96.75","78.36","98.14"
"Pacheco, Jessica","68.42","87.88","64.03","60.19","62.82","74.33","53.08","62.41"
"Aragon, Michael","72.97","38.76","75.2","38.83","81.9","55.01","58.3","35.95"
"Gomez, Karla","90.39","48.99","72.51","58.69","68.5","74.32","27.99","58.49"
"James, Kiowa","87.44","43.2","64.04","99.55","57.78","26.96","57.41","85.89"
"Babbs, Givonne","56.13","84.85","25.01","39.61","50.58","17.38","74.5","29.22"
"Siu, Emmanuel","37.8","27.73","84.62","34.55","37.38","17.08","62.77","46.93"
"Xiong, Eunmi","47.25","77.7","30.37","33.43","95.63","75.52","18.73","32.79"
"Wonnell, Kalyn","60.21","52.85","68.95","95.81","96.49","73.62","51.75","69.81"
"Denny, Jordan","4.86","53.23","98.1","47.01","81.71","41.51","55.01","35.71"
"Cordova, Frenecy","49.59","56.54","61.4","36.85","54.84","77.49","99.3","84.15"
"Mariz, John","65.72","86.66","62.84","47.23","77.23","42.23","48.28","51.93"
"Gomez, Lee","98.75","95.7","61.41","61.47","93.66","27.58","80.75","65.97"
"Tom, Wyleen","59.42","60.94","97.8","36.63","79.61","65.7","55.14","51.28"
"Dunbar, Leaman","52.45","28.02","65.9","31.59","61.79","78.77","84.86","40.11"
"Barker, Hannah","44.42","31.7","55.17","94.01","82.17","71.02","76.95","40.53"
"Mcdaniel, Joseph","99.42","93.45","38.59","65.57","98.82","25.56","69.78","33.43"
"Lee, Elaine","68.67","28.61","81.12","76.46","31.16","96.15","36","52.78"
"Hurtado, Kelli","37.95","35.6","37.24","2.28","25.89","33.32","66.09","83.92"
"Saulsberry, Kiara","79.29","63.09","84.7","77.95","40.85","27.77","80.2","39.68"
"Campbell, Dominique","48.91","83.75","37.3","38.18","81.63","36.84","58.2","73.7"
"Griffith, Antwuan","57.99","80.26","96.41","80.71","30.98","60.44","33.94","56.97"
"Wheeler, Briana","37.57","29.03","19.27","74.2","66.21","26.7","95.45","70.21"
"Royston, Javontae","77.08","36.28","32.85","78.16","40.76","79.81","25.26","22.78"
"Carey, Nathan","37.11","2.36","62.64","38.67","99.34","2.69","60.75","61.58"
"Wang, Trent","90.15","57.43","43.25","79.51","74.82","18.46","3.9","77.3"
"Arnold, Brendan","44.1","28.37","77.04","74.6","51.32","26.01","97.14","86.19"
"Scott, Sweta","80.57","98.73","68.89","97.63","29.35","76.02","9.81","64.12"
"Hong, Yeemeng","56.17","41.8","47.49","50.42","82.72","95.39","75.5","69.76"
"Hernandez Trejo, Jessica","31.01","21.55","41.45","30.79","42.37","45.35","44.08","53.64"
