"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Moore, Shayla","74.76","60.16","16.38","97.72","80.89","67.37","50.51","0.25"
"Delgado-Deluna, Jose","64.56","31.71","76.27","56.91","46.74","57.7","74.03","14.19"
"Fowlkes, Kendra","99.09","77.37","62.74","75.32","99.55","33.41","63.17","54.52"
"Lujan, Krystal","51.91","81.1","78.84","64.54","93.7","56.15","81.32","84.68"
"Stark, Abigail","37.09","62.4","96.59","53.62","40.4","79.24","28.03","95.92"
"Flores, Christian","80.95","97.55","52.18","56.57","32.56","43.74","19.88","68.53"
"Thurby, Hannah","45.49","78.99","61.92","44.51","77.96","23.04","60.46","93.24"
"Hsin, Judy","39.72","40.58","46.88","73.52","44.89","44.84","80.92","18.89"
"Wright, James","23.13","91.62","60.7","99.02","80.25","50.72","83.16","72.57"
"Castaneda, Heaven","81.57","19.48","23.78","40.03","89.64","61.52","79.77","22.87"
"Josiah, Antionette","56.85","40.65","58.68","44.7","99.03","58.48","89.28","49.74"
"Valencia, Stephanie","52.95","99.99","65.65","80.36","78.99","65.27","54.56","36.67"
"Turner, Lance","83.42","62.68","83.53","77.21","50.41","74.21","82.63","77.05"
"Martinez, Jonathan","44.91","39.45","48.57","53.59","75.17","49.91","55.78","55.95"
"Stapleton, Edgar","80.63","86.29","86.88","64.01","99.08","33.48","44.75","39.06"
"Lattimer, Jacob","41.24","51.36","36.39","65.05","0.95","93.97","52.06","61.13"
"Thornton, Daniel","34.58","35.49","66.46","38.37","95.38","68.81","62.71","50.23"
"Whitworth, Travis","37.99","97.31","63.65","86.17","74.71","77.15","53.79","84.77"
"Valdo, Devlin","94.01","83.54","65.74","80.2","53.71","96.31","59.97","49.41"
"Montoya, Jacquelyn","98.22","80.44","83.79","34.95","62.46","66.92","75.34","49.19"
"Jordan, Tyra","27.82","60.28","60.15","85.9","55.51","44.23","49.47","27.68"
"Chatman, Chi'Na","37.52","52.75","56","21.09","99.59","89.48","63.86","58.2"
"Palma-Tellez, Michael","75.01","56.59","62.54","98.16","81.09","75.24","47.71","98.67"
"Zeigler, Monique","53.74","78.04","53.8","51.01","48.55","45.51","86.97","19.4"
"Price, Samantha","82.15","80.57","37.59","55.88","42.73","59.96","38.97","86.26"
"Meraz, Catherine","82.87","77.07","34.22","82.81","74.68","84.35","80.73","72.88"
"Narantuya, Chandan","16.34","55.29","97.04","42.21","40.07","96.39","45.73","86.15"
"Vigil, Kenneth","49.61","68.88","60.21","58.29","95.13","55.81","47.35","65.93"
"Rada, Sunni","39.63","46.66","49.24","81.87","81.47","43.62","75.34","39.91"
"Smith, Samuel","32.77","50.96","48.32","24.27","87.47","55.45","30.27","21.65"
"Ewton, Dave","72.65","96.22","52.8","34.46","99.03","73.41","32.84","95.79"
"Barnes, Jordyn","56.01","27.75","68.99","81.21","86.03","57.44","31.59","97.56"
