"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Hartfield, Cannon","27.72","98.95","60.69","66.68","96.85","34.13","41.82","33.62"
"O Reilly, Daniel","73.66","78.95","66.89","66.46","62.34","24.82","98.84","42.39"
"Jimenez, Jaqueline","73.94","60.67","13.4","43.59","17.43","73.96","32.25","58.13"
"Lambright, Pradyumna","38.32","2.31","20.24","99.6","41.12","83.81","41.99","44.98"
"Saucedo-Paez, Rosalinda","21.57","64.29","57.76","55.1","34.25","44.15","86.59","72.12"
"Mecaller, Joshua","75.31","65.14","99.27","65.88","71.72","62.59","80.06","87.16"
"Yevdokimov, Kathryn","87.82","59.02","49.56","76.94","44.54","95.58","18.57","55.17"
"Mathukumilli, Jeffrey","19.42","37.66","79.7","62.43","30.46","99.63","43.74","55.83"
"Calderon, Rebecca","90.52","50.74","78.56","20.47","54.93","33.13","31.75","49.87"
"Thomas, Justice","54.25","63.19","90.67","20.37","83.48","80.31","59.18","35.91"
"Holm, Mitchell","92.13","26.55","21.59","47.3","71.19","57.43","46.99","55.66"
"Felan, Araceli","81.28","97.46","82.87","49.66","90.39","11.9","66.45","14.23"
"Letteney, Michael","40.61","1.45","86.82","37.58","66.33","35.59","87.54","70.97"
"Henegan, Elijah Thomas","99.85","86.98","36.31","0.61","65.31","98.63","97.44","25.15"
"Johnson, Randell","37.03","82.66","37.78","79.32","17","86.22","54.1","46.85"
"Rainey, Patrick","47.99","68.33","56.68","83.96","45.25","61.41","36.77","37.2"
"Rios, Ricardo","79.79","94.63","87.63","56.18","79.1","32.57","48.89","81.54"
"Poyer, Olivia","46.85","56.03","96.04","30.87","77.15","75.03","53.51","77.6"
"Quackenbush, Colton","76.33","99.39","56.99","79.57","80.87","77.41","81.73","60.95"
"Root, Aurora","78.15","56.51","55.23","46.53","96.21","57.02","86.53","39.73"
"Luchau, Rachel","75.58","96.55","57.99","22.5","83.13","50.32","83.75","40.53"
"Castorena-Martinez, Yaritza","57.38","80.44","15.72","78.72","18.1","20.46","34.02","81.43"
"Ramos, Rafael","63.8","33.26","9.33","54.54","96.44","66.96","55.83","81.86"
"Thorne, Robert","79.62","60.88","94.23","94.47","56.22","61.2","55.48","97.33"
"Kim, Ka'Imi","85.21","7.57","48.96","7.99","66.58","69.21","65","77.4"
"Gares, Neyla","63.45","80.36","48.27","58.61","96.87","82.43","44.82","48.96"
"Tran, Ye Ming","29.26","97.61","86.63","34.23","54.38","16.73","27.5","62.32"
