"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Sisomsune, Candice","52.17","26.37","35.94","94.48","46.81","81.72","96.05","57.06"
"Brightman, Kenisha","29.04","83.16","65.77","46.51","56.09","80.52","89.57","46.16"
"Arthurs, Patrick","51.01","36.32","94.74","52.28","65.15","99.27","41.57","61.75"
"Luedtke, Erin","47.26","85.57","6.71","58.93","78.86","44.52","73.05","1.19"
"Acevedo Ramos, Trevor","74.17","39.07","59.59","61.22","94.37","53.77","77.3","53.18"
"Roque, Gerardo","64.58","82.9","71.21","16.47","32.59","68.46","53.49","99.45"
"Chang, Kelsey","24.28","71.13","38.67","96.29","76.05","19.61","52.36","33.18"
"Trujillo, Adam","60.08","51.86","61.14","71.85","82.32","58.05","43.35","36.79"
"Huffstater, Darrell","83.41","61.42","78.77","41.49","25.9","63.41","60.7","61.56"
"Desta, James","11.32","36.47","76.82","78.3","80.56","15.73","33.22","96.41"
"Goodell, William","90.36","68.69","59.9","49.29","41.31","99.02","40.44","82.64"
"Sugar, Ta'Rell","77.22","74.46","46.04","69.55","62.52","43.75","76.92","98.1"
"Richardson, Jalen","80.68","98.21","68.89","80.47","77.88","81.27","32.43","76.79"
"Ogunremi, Alizea","62.77","97.69","40.32","80.98","85.41","63.79","77.76","61.49"
"Pope, Tarik","80.91","54.01","57.85","30.7","72.77","96.95","47.31","93.53"
"Bessick, Brandon","64.54","98.25","93.36","41.33","79.61","38.64","36.39","71.34"
"Law, Clive","60.24","81.51","58.58","36.78","81.79","58.5","31.36","21.41"
"Kayanja, Jordan","16","76.1","95.84","99.17","89.76","43.67","75.6","6.47"
"Evans, Vincent","36.9","92.38","78.58","52.43","69.43","52.59","81.94","79.26"
"Ogu, Donte","77.6","75.39","33.91","90.92","50.35","67.9","79.78","60.15"
"Silva, Victor","34.23","75.2","67.22","78.61","25.06","99.83","56.8","26.45"
"Nguyen, Morgynne","95.1","80.73","59.46","93.94","76.96","86.08","37.52","51.33"
"Carter, Ta","50.97","80.74","86.05","97.4","30.03","13.03","35.91","52.4"
"Chan, Anita","48.56","43.37","32.57","81.53","35.78","23.34","40.21","96.39"
"Ruiz, Rachelle","99.45","77.4","23.55","70.07","30.22","85.55","90.1","42.03"
"Walter, Travis","82.84","14.53","4.43","96.36","81.64","37.11","82.52","45.99"
"Beschorner, Nicholas","58.16","47.15","66.3","97.13","45.21","16.26","73.6","39.06"
"Yoshimura, Tegan","60.62","39","59.87","48.08","61.58","54.23","48.08","24.2"
"Barco, Diego","39.86","80.71","79.19","36.33","67.95","60.9","87.25","11.89"
"Hahn-Callaway, Clay","68.67","7.67","93.58","94.95","50.78","65.94","45.3","95.81"
"Hardiman, Oghene-Okuko","81.6","98.12","75.47","78.28","34.68","80.89","30.73","98.29"
"Bui, Abhinav","82.97","29.33","24.9","71.3","54.44","27.84","43.28","49.95"
"Severinsen, William","97.15","90.85","63.82","14.89","47.85","98.94","99.53","60.73"
"Chen, Anjumunara","99.03","97.65","62.47","51.72","49.28","62.69","50.76","44.71"
