"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Pittinger, Elizabeth","23.38","78.26","97.04","15.21","80.89","98.67","43.84","49.8"
"Huffaker, Shaela","71.29","35.89","75.56","64.51","59.87","78.06","69.38","73.21"
"Hobson, Marquel","95.42","12.9","49.97","84.74","52.73","44.5","37.75","60.87"
"Ao, David","52.13","75.89","97.69","10.52","63.83","57.59","71.68","96.74"
"Singer, Mariah","97.55","80.45","99.55","75.46","65","37.92","94.73","97.83"
"Cordova, Judith","95.04","44.4","48.35","79.35","60.74","46.53","96.84","80.02"
"Moses, Alicia","53.89","35.89","49.53","84.76","99.15","78.81","14.05","42.99"
"Oracion, Mong","20.48","22.94","39.04","44.71","42.82","43.26","9.18","45.72"
"Goode, Danielle","57.71","97.68","79.6","30.98","25.01","61.64","96.67","86.17"
"Strayer, Harrison","66.44","99.6","63.82","18.29","62.99","60","78.76","29.3"
"Walker, Tatiyana","80.88","84.93","56.4","36.38","21.43","53.98","61.3","56.45"
"Fields, Alejandro","98.16","57.03","85.13","10.34","57.85","64.9","96.52","81.33"
"Kicera, Joshua","95.44","94.56","85.26","74.78","75.79","68.43","73.28","38.55"
"Maclellan, Devin","99.43","80.69","58.98","9.89","35.61","68.89","71.8","95.73"
"Verdos, Khameron","35.09","36.3","32.42","46.34","88.92","58.34","16.2","42.3"
"Garcia, Joshua","47.25","38.28","86.09","96.82","80.16","77.01","98.15","71"
"Medeles, Michel","33.31","73.91","69.08","64.54","61.47","26.85","79.24","82.36"
"Moore, Maitaya","16.89","17.38","49.61","81.41","0.34","53","80.97","9.11"
"Flores, Sherron","60.09","98.47","65.38","81.83","26.14","62.43","30.6","39.67"
"Nguyen, Robert","62.5","99.92","30.04","49.37","56.41","66.65","36.06","78.67"
"Alvarado, Kevin","55.92","74.68","57.16","78.04","46.6","52.51","32.61","78.84"
"Mose, Fanio","56.88","82.71","72.52","33.51","82.14","59.94","31.37","15.46"
"Untalan, Katherine","55.49","4.9","48.29","34.75","33.84","97.64","45.67","82.05"
"Luevano-Perez, Nancy","22.66","55.86","47.88","62.43","70.22","81.72","83.37","2.79"
"Halferty, Philip","96.57","63.56","9.3","66.97","87.69","29.53","66.73","89.74"
"Stewart, Samantha","99.27","96.98","80.4","93.76","63.12","96.48","23.91","30.57"
"Gunaydin, Auburn","35.08","32.18","33.98","2.24","32.46","82.35","39.84","47.01"
"Hernandez, Joshua","78.92","30.68","78.37","12.34","64.2","75.77","98.07","86.49"
"Carter, Christopher","54.65","82.44","89.39","21.05","55.6","86.21","70.32","70.73"
"Rivera, Luz","71.22","64.65","70.44","60.15","95.91","37.14","71.22","79.9"
"Ghiya, Steven","61.71","78.13","9.93","37.7","43.63","98.43","83.63","69.99"
"Monsees, Eric","73.51","38.86","35.9","44.12","2.48","49.5","67.98","50.45"
"Martino, Glenn","45.77","99.08","59.51","45.99","57.55","48.16","8.4","44.29"
"Jimenez, Cesar","84.42","59.33","33.72","44.38","29.1","46.6","81.03","58.06"
"Cavitt, Philip","11.34","99.25","33.52","63.62","68.77","59.17","89.11","99.44"
