"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Cordova, Eliana","51.71","68.23","63.82","41.76","95.28","25.52","54.54","81.63"
"Kindell, Antonio","32.6","58.6","68.28","45.03","24.92","52.92","85.36","69.27"
"Thomas, Ashley","39.6","36.04","60.07","54.01","58.6","43.37","27.19","57.54"
"Guerra, Claudia","15.13","43.17","74.87","82.13","97.46","96.08","27.53","84.37"
"Suarez Luna, Karen","71.89","58.28","99.25","29.01","67.25","62.09","63.54","98.79"
"Kuroda, Jason","37.97","68","38.43","36.3","43.88","39.48","49.55","40.65"
"Jacobsen, Jamonika","2.18","63.74","41.2","84.83","76.78","96.29","24.93","23.48"
"Manning, Zemly","69.97","97.28","98.25","28.66","83.01","33.28","40.83","40.81"
"Yang, Cassa","37.06","62.44","59.01","39.98","54.28","86.84","44.37","37.14"
"Kolacz, Breanna","52.31","97.46","97.54","61.24","54.95","94.35","75.27","98.48"
"Medina, Celeste","86.96","40.83","84.67","78.64","83.07","36.93","43.18","19.39"
"Brooks, Robert","32.36","74.17","44.24","56.22","28.7","79.54","98.81","56.58"
"Redwine, Shelby","41.51","68.89","77.78","95.99","69.76","76.45","79.32","45.53"
"Adams, Elijah","74.88","86.12","73.81","47.3","80.16","74.38","14.55","88.85"
"Kaluza, Minhaz","77.92","72.1","79.04","59.49","30.55","56.66","83.42","36.36"
"Livesay, Manuel","63.17","62.8","35.83","56.41","93.32","33.81","54.93","78.51"
"Kim, Shane","88.77","60.01","75.68","86.2","48.49","67.75","37.76","18.63"
"Gabriel, Eric","57.64","64.14","54.21","7.45","95.65","58.8","84.66","79.58"
"Santos, Michael","97.15","61.13","62.97","47.86","50.71","38.33","46.7","88.6"
"Kalkur, Hannah","76.53","75.44","98.55","94.31","64.93","95.94","88.87","64.77"
"Ford, Amanda","57.1","95.46","55.26","27.63","76.94","62.51","52.95","62.27"
"Reyes, Thomas","77.84","25.36","91.91","36.44","47.31","27.42","48.32","52.33"
"White, Dezmond","53.2","50.12","43.53","1.9","85.7","82.72","34.84","36.26"
"Vargas, Leydi","52.79","77.74","38.59","30.1","79.43","78.91","69.7","22.89"
"Crane, Jacob","65.81","49.87","85.52","57.83","33.07","99.72","81.19","81.07"
"Swiney, Daria","51.21","35.67","65.24","76.37","87.75","8.72","47.8","52.59"
"Kim, Donald","37.22","88.39","75.98","80.26","47.48","76.99","52.76","83.63"
