"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Tanner, Matewos","71.46","61.89","26.87","99.35","60.02","62.74","55.64","20.58"
"Bocanegra Meza, Michelle","40.14","39.23","94.1","26.14","81.2","45.65","58.81","39.33"
"Bemski, Shianne","98.74","97.91","84.39","32.67","31.31","75.52","48.88","56.68"
"Silva, William","98.95","51.7","60.56","9.89","51.09","31.99","85.93","99.59"
"Yslas, Daniel","63.76","26.27","84.18","92.66","88.35","87.12","33.8","76.52"
"Huynh, Hyun-Ah","63.02","52.8","43.46","79.68","94.51","50.56","27.2","14.88"
"Guido, Evon","97.59","37.01","44","30.56","27.04","61.09","72.63","11.83"
"Reynolds, Raelina","88.73","97.86","15.99","45.34","48.27","38.68","36.07","67.36"
"Lindsay, Hezekaih","94.58","98.52","23.29","23.63","94.31","82.73","88.92","47.52"
"Nguyen, Lillian","91.41","76.77","74.48","46.75","60.53","95.9","44.77","13.23"
"Emmanuel-Ogier, Michael","69.03","62.36","33.72","57.25","40.35","49.97","19.73","36.32"
"Birdsong, Da'Quasha","30.1","58.58","37.95","42.41","0.25","46.76","40.79","53.45"
"Martinez, Austin","85.01","49.65","46.39","96.45","73.09","88.24","64.15","61.37"
"Johnson, Karen","56.76","75.12","48.47","61.39","56.29","80.58","24.05","49.68"
"Mcgrew, Theron","37.3","98.65","35.63","25.99","85.3","66.25","97.82","42.65"
"Hinh, Tyler","98.5","64.85","56.12","80.5","54.16","54.47","84.67","81.89"
"Kim, Rose","6.26","57.02","48.53","81.04","35.78","76.66","95.35","56.51"
"Grant, Jasmine","96.36","81.13","96.39","77.99","46.8","33.86","95.32","83.34"
"Hawkins, Khyre","87.97","77.09","14.41","89.07","81.79","79.43","50.92","96.28"
"Aguilera, Megan","72.33","47.89","36.75","59.39","81.04","70.7","57.31","56.61"
"Hallenbeck, Johnnie","61.1","99.88","49.3","99.84","18.15","91.54","32.96","77.56"
"Than, Kathleen","45.55","82.36","46.31","49.88","45.41","61.65","32.83","56.14"
"Fisher, Hassan","39.27","57.99","65.57","14.39","39.96","59.07","48.64","76.22"
"Vafeades, Nina","36.07","18.92","63.91","36.39","28.4","75.99","60.97","46.94"
"Sipanya, Karen","64.11","74.46","58.49","90.1","32.05","60.02","30.29","47.36"
"Berumen-Delacruz, Melissa","30.18","42.15","98.91","93.32","70.84","38.73","80.21","43.58"
