"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Vega, Autumn","76.63","51.73","96.78","87.56","73.34","99.44","55.44","64.53"
"Smith, Kailynda","78.87","85.87","84.82","75.31","98.45","65.74","95.49","61.54"
"Turner, Tre","60.72","62.37","67.22","50.57","73.96","54.35","79.51","62.86"
"Kearns, Nakita","28.39","64.23","95.83","57.74","78.06","51.75","36.86","59.51"
"Estrada, Alisya","51.56","84.23","36.75","65.47","53.39","32.95","96.53","81"
"Smith, Trevor","66.29","95.08","25.62","93.73","67.17","72.26","69.27","59.7"
"Tsinnijinnie, Tevin","73.57","15.39","0.45","75.09","76.01","98.59","84.6","35.27"
"Deherrera, Brooke","21.35","38.85","68.01","58.76","94.05","44.42","50.3","95.33"
"Chen, Nalani","57.54","48.21","21.53","58.63","80.61","62.95","23.47","97.09"
"Cooley, Brian","34.8","94.77","98.03","57.05","77.42","98.51","81.87","88.37"
"Bowles, Jeffrey","78.77","68.47","33.64","23.75","84.45","40.79","65.81","80.65"
"Donaldson, Kirsten","78.63","91.35","76.06","72.37","94.07","40.42","66.62","98.04"
"Brovsky, Joshua","98.77","42.94","86.05","68.48","63.5","84.8","49.4","77.61"
"Hernandez Molina, Stephen","50.41","50.88","68.1","78.47","36.4","80.23","30.86","31.98"
"Sandoval, Ray","69.99","60.81","29.47","55.88","68.5","71.74","84.46","77.19"
"Sheahan, Kalia","76.64","39.87","35.27","34.05","73.61","80.92","55.26","43.86"
"Nadiadi, Thomas","39.53","11.17","54.24","75.72","57.94","80.82","63.29","29.21"
"Galindo Delgado, Crystal","18.97","55.61","65.46","38.33","75.87","54.92","100","11.18"
"Berdahl, Daniel","35.91","51.18","80.96","98.64","78.95","98.3","15.25","43.1"
"Kassahun, Brianna","32.89","19.43","55.19","73.68","63.16","63.79","27.88","58.69"
"Zarco, Shenea","95.45","97.25","50.22","79.45","96.35","80.26","46.18","18.91"
"Seiwald, Maleah","70.45","81.01","84.34","59.45","63.42","20.42","79.99","99.59"
"Saito, Elaine","0.12","73.2","58.01","61.42","18.23","71.89","24.15","0.2"
"Young, John","79.28","74.78","54.12","78.05","93.86","57","30.4","69.47"
"Taylor, Essance","32.92","58.7","40.66","69.94","91.23","85.6","82.08","47.51"
"Phillips, De Jon","86.72","77.34","74.3","95.54","42.87","97.89","26.37","84.22"
"Carroll, Donavon","97.3","78.51","25.69","20.62","95.95","86.2","44.08","63.24"
"Wu, Nicholas","80.74","56.26","65.88","57.77","46.96","49.55","63.26","70.06"
"Smoote'-Caesar, Phong","41.19","28.95","4.24","36.23","43.18","40.87","76.86","58.52"
"Jimenez, Krystyne","81.57","80.19","28.62","93.3","61.54","73.03","16.79","57.71"
"Bessick, Anthony","84.47","61.38","88.35","84.46","75.87","57.73","88.21","34.62"
"Law, Alberto","95.05","62.67","15.05","71.85","52.65","37.61","43.27","41"
