"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Porter, Xavier","49.46","27.95","98.06","38.34","57.57","99.99","39.92","81.4"
"Christopher, Sienna","68.5","34.45","30.23","94.72","48.43","99.32","38.88","47.1"
"Leverette, Nicole","65.96","51.81","81.77","62.71","29.12","71.09","71.53","56.62"
"Alegria Villanueva, Erika","44.43","49.99","25.79","61.37","19.85","52.08","49.27","96.96"
"Reynolds, Jasmine","62.99","98.89","81.41","53.31","99.49","99.99","54.91","54.45"
"Petty, Trey","80.38","71.6","65.1","63.28","53.96","99.37","39.9","50.68"
"Schumer, Brendan","46.03","80.22","61.13","74.5","50.68","95.71","78.85","57.95"
"Torres, Cheyenne","98.53","60.63","60.88","98.99","40.69","34.63","37.32","36.88"
"Frizzell, Mylo","41.96","57.61","67.4","99.07","96.38","49.22","2.93","24.22"
"Hagerty, Niccolette","84.57","19.92","47.79","52.63","55.3","40.35","61.71","46.01"
"Guzman, Pierre","92.06","55.78","98.69","27.13","63.68","97.38","39.19","97.78"
"Lu, Kevin","60.54","71.88","38.03","85.83","36.46","67.56","97.73","97.77"
"Coggins, Mariah","38.13","95.65","82.52","51.26","57.49","50.33","57.77","92.11"
"Kim, Pao","81.63","62.45","89.22","28.33","96.86","42.5","97.71","63.37"
"Padilla, Eolyone","30.28","68.06","82.51","48.4","99.74","73.86","83.19","95.65"
"Benson, Patrick","81.34","48.88","74.74","62.06","52.7","63.72","47.81","83.82"
"Ponce De Leon, Antonio","24.68","70.87","83.29","79.17","60.8","63.8","53.89","18.57"
"Flores, Alycia","6.69","57.79","11.2","69.76","72.23","60.57","95.07","58.13"
"Nguyen, Matthew","36.49","78.86","34.46","31.88","95.16","44.61","48.57","62.39"
"Melvin, Deqwan","63","71.49","54.24","2.4","50.14","76.91","95.2","80.6"
"Paulson, Yi","82.58","34.99","59.31","33.93","76.14","62.03","76.94","71.84"
"Xiong, Kajtshiab","1.2","97.82","59.86","59.18","95.6","94.41","58.73","36.64"
"Lee Graham, Isabelle","42.9","94.74","42.66","32.69","62.33","20.18","52.37","34.81"
"Dulaney, Jermaine","71.88","96.3","85","20.41","50.78","93.4","39.03","17.54"
"Herrera, Arely","38.98","73.28","6.1","50.66","22.94","55.38","13.37","46.79"
"Silerio Orozco, Karina","78.1","39.85","98.39","99.73","89.45","7.5","87.78","68.47"
"Nieves, Jalyn","46.71","74.36","50.32","41.41","61.72","21.8","57.09","81.67"
