"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Carter, Bryan","54.64","54.88","77.09","99.04","95.89","51.35","68.92","85.47"
"Seals, Kyle","99.03","67.37","47.8","44.47","32.16","58.88","52.85","68.56"
"Brandt, Zachary","51.58","60.56","38.9","34.71","60.97","56.14","99.57","77.13"
"Young, Gabrielle","51.54","23.73","23.49","60.21","71.29","24.33","95.72","78.13"
"Quedenfeld, John","86.3","25.91","34.15","76.87","59.36","26.92","52.34","79.98"
"Fields, Cameron","84.17","51.25","47.29","31.84","39.16","82.43","48.06","46.97"
"Garcia, Nancy","53.62","61.81","79.94","75.64","60.65","61.04","82.53","54.89"
"Carreon, Martin","34.66","32.44","37.81","67.69","17.33","74.5","86.72","50.96"
"Cano-Higuero, Patricio","43.74","61.84","91.98","56.62","79.67","78.88","44.37","11.7"
"Holder, Shelley","66.11","79.92","77.14","75.55","79.18","96.57","65.54","73.27"
"Contos, Kristen","80.18","61","24.45","94.38","52.7","1.05","57.17","51.95"
"Fling-Salazar, Shawna","97.32","79.41","69.82","69.57","99.18","56.89","99.65","79.2"
"Rotar, Bryan","91.66","95.92","40.24","96.49","81.72","29.31","98.21","64.47"
"Koul, Emmitt","38.4","94.93","56.06","80.75","73.66","49.04","45.95","0.86"
"Lujan, Erika","86.06","26.15","65.28","98.78","62.04","33.46","34.44","78.41"
"Moye, Cortland","7.98","63.63","51.97","93.28","97.21","65.79","32.36","95.51"
"Huntsman, Oceanna","54.67","5.03","67.64","66.77","52.43","34.4","91.11","30.64"
"Manibusan, Anthony","22.96","83.05","31.83","76.85","85.98","90.82","24.79","99.06"
"Mccarthy, Eunji","53.78","44.11","55.71","83.22","95.09","96.33","38.42","39.09"
"Caddell, James","56.63","58.6","52.05","55.84","54.63","41.81","99.56","57.17"
"Adane, Jason","39.7","40.71","52.38","53.79","98.1","97.38","65.13","42.46"
"Alvarez, Michael","47.92","57.16","48.66","99.88","86.93","81.49","64.67","99.39"
"Pineda, Michael","65.77","58.82","79.73","84.29","76.31","79.99","99.25","61.94"
"Knight, Nikayla","24.04","1.95","55.77","98.58","55.11","94.08","44.25","7.16"
"Gilbert, Christopher","61.73","87.77","77.29","45.08","54.62","9.34","68.49","98.78"
"Beauprez, Alexandria","68.75","81.17","99.98","97.59","55.04","99.75","32.08","36.63"
"Kimber, Harrison","53.83","9.88","39.43","83.18","31.73","12.98","78.26","51.22"
"Hoffmann, Vijay","65.71","79.28","65.77","60.75","66.77","98.71","62.7","36.09"
"Chavez, Cristal","38.3","42.08","54.21","95.24","55.36","77.81","7.89","25.95"
"Sandoval, Jesus","79.28","51.37","59.85","79.81","40.42","31.76","37.88","41.38"
"Escobar, Joseph","21.59","76.4","37.86","61.61","32.59","88.54","98.4","69.01"
"Compean, Ashley","78.38","62.94","60.73","80.22","23.37","61.62","37.04","56.31"
"Connor, Janet","41.72","94.48","77.36","54.36","82.42","34","75.92","43.1"
"Persaud, Alysan","55.23","64.82","82.44","87.77","83.13","86.25","78.13","66.51"
"Currier, Trey","41.5","74.67","46.2","47.02","79.06","49.2","38.38","79.63"
