"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Zhang, Amaresh","57.32","73.86","70.31","54.41","42.1","23.95","78.47","49.36"
"Phillips, Jordyn","62.92","75.28","78","69.18","53.57","41.15","72.64","98.01"
"Levinsky Carter, Hadia","18.61","92.48","24.08","61.72","93.97","37.41","62.6","85.85"
"Levesque, Alexis","79.08","75.08","79.38","59.16","48.39","36.54","44.21","35.02"
"Plasencio, Anapaola","81.78","54.71","84.75","5.47","49.48","89.25","97.89","48.47"
"Washington-Sweed, Jessica","99.95","55.37","41.06","47.72","58.7","79.93","8.83","39.4"
"Leung, Mercy","51.45","83.97","76.21","83.42","19.25","77.59","74.4","79.44"
"Olson, Nile","86.65","40.64","78.93","83.31","52.27","54.79","41.9","30.36"
"I, Naushla","24.94","79.08","79.38","82.56","75.25","93.66","80.55","19.98"
"Chen, Alexandra","98.9","59.78","99.88","55.96","86.32","20.19","6.96","52.42"
"Goodell, Yingfei","82.68","40.72","81.73","65.34","97.52","55.1","49.24","22.95"
"Conrad, Hannah","96.9","96.14","82.16","54.39","81.65","67.43","62.82","75.04"
"Tarin, Shakchhi","74.31","7.8","58.32","25.88","53.79","8.21","80.75","75.93"
"Hill, Leilani","76.67","57.11","96.61","57.62","82.09","1.91","82.14","97.9"
"Morris, Joshua","62.21","43.01","24.39","82.46","37.08","14.32","78.7","70.64"
"Garimella, Bilguun","78.25","77.07","28.29","46.68","34.14","61.57","24.67","35.31"
"Jones, Demetrius","78.25","12.4","45.71","94.62","88.45","21.4","67.34","20.2"
"Jackson, Gerald","81.84","62.62","46.32","43.14","83.5","78.45","50.67","75.21"
"Dao, Allyson","91.96","68.73","55.13","59.27","42.16","45.5","29.49","60.37"
"Tran, Elena","40.28","28.14","59.29","34.24","45.23","64.74","56","66.57"
"Pargas-Vega, Julia","64.99","83.59","94.77","77.35","97.48","58.22","29.34","61.07"
"Charles, Imane","44.21","66.09","98.91","33.89","76.86","80.16","97.92","48.15"
"Salt, David","84.94","92.06","60.09","35.76","48.97","50.52","37.4","40.13"
"Gonzalez, Andy","67.6","16.51","25","62.48","65.98","62.96","61.62","25.47"
"Two  Crow, Joseph","38.87","78.16","98.89","43.4","79.94","36.07","66.67","50.75"
"Camps, Bailey","52.76","62.45","80.3","54.43","74.32","67.41","99.19","56.77"
"Horton, Celes","83.59","76.18","34.57","99.21","84.85","34.19","86.92","83.62"
"Rios, Jaqueline","80.42","43.26","36.13","63.35","78.98","98.73","86.96","33.02"
"Ahumada, Sun","52.35","68.23","74.99","46.36","22.97","41.09","61.63","53.98"
"Fleischman Jr, Duncan","54.91","44.79","54.92","98.41","60.51","72.42","15.41","83.68"
"Nguyen-Duran, Jennifer","72.19","49.74","99.28","56.93","40.38","97.51","80.37","55.81"
