"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"St Martin, Ryan","95.8","97.68","15.7","77.51","81.68","59.65","82.43","82.04"
"Siedell, Seth","68.38","67.31","43.98","31.58","70.97","56.81","72.27","34.1"
"Marquez, Caleb","14.54","84.2","44.89","42.1","59.77","34.5","61.19","96.34"
"Zapata-Alcantara, Tiffany","99.16","12.14","54.86","48.01","49.47","45.59","77.94","27.35"
"Medina, Alicia","12.1","90.91","49.03","87.26","54.58","4.21","79.47","42"
"Turbot, Marissa","57.44","81.84","57.88","56.36","82.82","60.38","41.02","89.13"
"Knowles, Oluwole","85.89","61.43","79.31","57.17","68.48","61.24","75.24","60.6"
"Corne, Alexandria","96.27","61.15","45.82","59.88","85.17","36.62","37.11","52.93"
"Williams, Ciera","86.54","55.14","62.06","43.45","61.09","96.02","81.06","46.81"
"Chirichigno, Kayla","41.55","61.22","97.15","22.66","40.08","97.55","88.07","44.06"
"Kim, Samantha","41.48","58.13","92.73","69.81","99.96","88.14","66.06","81.62"
"Xatkoun, Sanjay","25.02","58.27","67.08","78.56","45.29","86.36","64.16","57.91"
"Hernandez, Lonnie","61.51","40.86","58.86","36.81","69.02","2.78","99.15","55.36"
"Schumacher, Jenny","63","92.26","24.27","72.44","42.1","45.98","79.45","97.21"
"Liggett, Damian","98.41","55.46","78.09","99.88","86.7","99.17","38.06","74.52"
"Garcia Gallegos, Laura","54.86","47.14","60.18","31.61","75.72","56.5","72.08","29.26"
"Thompson, Olivia","78.33","48.76","18.08","35.06","47.63","78.17","22.35","39.08"
"Rodriguez, Giselle","77.26","60.46","94.91","35.6","75.18","77.56","77.07","35.75"
"Brown, Keyahna","86.04","52.16","74.36","34.86","55.56","15.58","34.29","84.98"
"Eng, Andrew","48.38","81.03","47.22","53.06","78.36","89.84","81.97","96.65"
"Lee, Thu","70.89","3.09","66.78","44.69","95.79","53.68","83.41","75.86"
"Mcbride, Keenan","22.69","64.78","80.17","45.14","78.82","59.63","23.17","44.3"
"Holub, Myra","85.74","29.89","66.78","98.31","46.39","82.81","80.68","8.95"
"Apodaca, Dyana","29.51","33.18","28.29","94.8","98.88","58.19","50.87","97.91"
"Ware, Rodrick","61.83","84.53","40.18","75.59","77.73","71.05","27.41","58.78"
"Deluna, Marissa","33.14","79.57","78.97","97.79","61.48","60.46","59.56","87.06"
"Baltazar, Janet","35.5","53.76","93.96","24.33","90.44","20.22","60.17","57.33"
"Walker, Emanuel","71.19","98.37","57.65","81.35","57.03","57.35","93.75","52.92"
"Smith, Min","87.81","42.3","50.25","63.33","32.46","88.97","92.06","93.05"
"Payne, Keandre","73.75","27.24","71.05","70.12","82.7","25.69","81.71","83.01"
"Rustemeyer, Christopher","56.2","31.23","63.93","35.71","38.88","52.7","96.91","34.12"
"Young, Haileigh","82.65","60.32","48.76","67.75","79.47","72.79","93.39","53.7"
"Ward, Kayli","52.46","8.89","27.07","60.04","80.5","61.17","57.6","93.93"
