"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Lagree, Dionte","76.29","65.61","84.51","79.89","82.88","14.41","96.09","82.4"
"Gallegos, Jonathan","55.19","55.7","86.72","61.19","86.86","76.56","57.91","76.14"
"Trujillo, Yareli","52.36","23.16","60.18","73.69","56.13","0.68","41.11","41.94"
"Hutchinson, Kenny","81.83","46.96","36.93","38.45","83.56","32.47","89.03","33.34"
"Gallegos, Jocelyn","54.4","47.26","43.89","85.61","75.38","46.96","93.06","96.37"
"Yu, Mary","38.2","77.93","45.02","11.01","79.81","21.66","54.38","42.99"
"Kavanagh, Gregory","36.19","93.71","99.65","85.68","67.48","95.8","16.63","40.51"
"Tran, Anh","58.06","1.78","29.48","75.26","42.49","56.04","45.93","95.22"
"Monroe, William","83.69","60.85","3.15","28.36","60.02","92.58","74.93","97.16"
"Rogers, Christian","22.53","83.75","75.96","73.74","99.54","52.35","38.5","62.97"
"Juarez Mejia, Alexsis","41.03","51.29","98.32","42.74","30.22","57.04","64.02","32.47"
"Dixon, Keng","96.82","83.1","55.6","64.75","54.8","77.64","26.31","50.52"
"Cordova, Savannah","81.8","62.99","86.18","60","54.92","76.08","93.64","93.39"
"Gettman, Nevin","9.92","80.1","98.07","80.84","30.62","85.29","42.39","59.69"
"Sekerak, Terra","64.02","99.57","57.07","64.24","42.63","75.12","83.92","77.76"
"Dolma, Troy","59.1","27.22","56.95","54.94","84.04","26.99","27.35","48.61"
"Pierce, Samuel","98.87","43.29","49.05","81.76","57.39","78.57","45.21","33.93"
"Jenkins, Kathryn","60.99","89.9","25.73","57.67","45.68","29.72","48.39","98.71"
"Quin, Hope","13.63","95.21","67.7","33.69","42.87","71.52","4.27","25.8"
"Nguyen, Joseph","97.99","39.58","50.72","78.68","52.91","32.15","39.33","83.5"
"Smith, Alexis","25.9","88.72","98.12","65.57","98.35","85.15","57.1","61.23"
"Stewart, Cameron","40.93","15.52","98","63.94","77.2","91","35.84","41.55"
"Lee, Roland","49.02","34.48","5.22","83.99","98.9","98.81","57.84","86.56"
"Jacques, Sandra","74.22","31.49","51.22","84.65","41.9","95.81","63.83","79"
"Smith, Gabrielle","52.86","87.67","62.43","82.85","23.94","2.96","84.11","50.63"
"Villalobos, Hector","69.89","36.54","32.97","47.12","66.84","58.15","21.7","41.63"
"Glenn-Bracey, Darius","97.88","74.57","60.89","29.08","38.14","95.15","49.05","97.36"
