"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Penny, Cheanna","40.34","49.98","64.24","26.94","51.61","82.65","60.07","24.88"
"Thompson, Stephanie","89.27","34.38","29.25","72.66","55.27","57.69","81.31","52.25"
"Shaw, Shaquoya","99.3","31.04","71.6","34.53","42.77","17.34","72.37","59.94"
"Hill, Brian","51.4","66.86","78.28","54.16","72.27","64","57.38","24.61"
"Hotchkiss, Bianca","22.94","34.37","23.31","61.98","58.2","71.61","54.98","74.96"
"Fernandez, Ariel","38.83","50.9","25.72","60.58","26.96","81.51","41.56","59.8"
"Palomo, Samantha","77.52","65.63","33.4","64.88","31.31","99.6","64.14","62.77"
"Suzuki, Ruth","79.36","17.76","41.82","50.37","41.51","53.74","77.68","54.31"
"Wyatt, Kenedrick","81.94","34.07","6.93","53.49","43.13","28.34","81.92","74.71"
"Sablan, Brandon","86.33","29.61","10.09","81.77","81.81","78.49","27.73","30.13"
"Landrum, Breanna","41.91","16.63","65.28","34.72","55.74","54.76","59.47","43.37"
"Jenkins, Naudia","17.8","42.33","69.69","11.26","84.13","82.77","21.09","26.61"
"Goode, Nathan","95.21","41.44","3.28","51.68","53.29","36.85","34.14","75.67"
"Butler Jr, Mana","83.18","64.6","96.38","83.32","2.83","39.2","83.12","35.35"
"Belen, Jason","63.63","43.39","30.83","40.97","28.48","65.1","79.25","72.97"
"Perez Cerda, Amber","38.27","52.31","96.87","49.14","41.95","77.53","35.78","53.52"
"Cather, Deja","27.17","46.78","92.49","59.59","83.3","68.41","34.66","54.4"
"Shazier, Marisa","55.98","23.18","10.85","52.63","57.87","51.93","50.61","17.28"
"Lodewyk, Torrie","84.92","77.45","77.75","54.96","78.03","27.32","45.51","28.58"
"Harris, Navya","27.38","91.38","27.01","27.92","96.91","34.63","78.12","85.52"
"Lamorie, Victor","81.65","95.16","65.37","72.21","67.84","72.61","78.14","39.55"
"Black, Logan","79.53","82.29","94.29","77.89","54.17","59.2","76.65","82.05"
"Russell, Jake","14.06","84.85","86.02","67.25","43.66","55.79","42.68","51.9"
"Love, Christopher","76.39","60.75","79.38","64.74","85.44","45.82","54.94","79.11"
"Conner, Iesha","64.7","97.94","74.6","67.72","77.85","37.71","61.19","4.49"
"Shaw, Angel","45.84","57.74","96.66","61.85","27.22","95.38","83.88","54.53"
"Flood, Aurelia","54.28","76.37","81.44","46.41","50.08","78.68","57.69","98.39"
