"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Williams, Nechelle","56.78","2.25","41.6","88.93","39.42","63.33","67.7","59.52"
"Mendoza, Dominique","62.35","29.37","62.39","56.6","73.4","66.95","36.51","35.5"
"Miller, Maxwell","86.06","73.68","41.03","54.25","63.61","57.81","31.74","88.02"
"Conover, Dwight","97.83","54.97","54.78","20.94","99.18","94.91","48.06","93.9"
"Graves, Joseph","76.34","50.1","85.74","65.48","23.22","63.35","64.43","99.7"
"Smith, Joshua","34.91","26.45","28.36","31.57","60","39.4","56.21","70.64"
"Rice, Samantha","36.05","44.4","55.15","99.42","36","55.76","38.79","50.48"
"Furness, Jade","61.58","71.26","80.29","61.87","60.26","95.33","62.32","40.04"
"Chacon, Bryan","28.67","56.54","2.48","27.43","82.92","46.33","52.75","84.84"
"Adame, Devany","62.15","49.96","99.44","53.55","98.34","40.32","41.64","85.24"
"Geraldo, Rick","61.34","49.75","93.08","97.18","22.04","61.2","22.23","76.11"
"Smith, Whispar","39.89","34.72","27.39","80.39","88.14","6.57","61.64","83.54"
"Marshall, Dorian","84.96","35.5","85.66","41.68","36.21","22.26","13.25","46.47"
"Richy, Rodney","95.57","98.66","83.81","35.5","43.44","51.31","54.61","45.52"
"Evans, Lauren","34.5","62.97","64.36","97.62","97.45","83.56","48.31","61.08"
"Webb, Tera","98.05","50.24","60.4","92.64","44.25","75.51","87.57","94.01"
"Nguyen, Jun","98.15","88.2","55.97","78.31","41.28","2.19","32.36","86.07"
"Beabout, Katie","72.42","80.46","31.76","93.57","43.99","67.09","43.6","26.86"
"Bell, Justin","71.91","35","50.76","99.8","63.99","83.73","94.46","73.71"
"Castro, Ariel","46.5","35.01","61.5","36.62","63.49","73.58","66.87","31.89"
"Loucks, Casey","81.18","27.23","26.13","77.72","2.73","4.29","61.43","52.49"
"Alvarado, Jordan","15.52","29.9","62.73","81.06","34.43","77.46","26.55","89.54"
"Bell, Anthony","22.32","42.69","78.85","99.9","23.02","88.01","72.18","50.62"
"Rupe, Sunnie","48.91","65.15","77.4","80.11","80.21","27.73","32.33","82.05"
"Chen, Benjamin","76.95","67.95","94.36","57.65","74.16","65.65","28.06","38.66"
"Olona, Michelle","63.36","59.92","52.12","24.81","11.5","76.61","36.04","30.02"
"Wilson, Jordan","28.82","42.14","81.81","45.38","60.22","31.13","88.91","65.51"
"Zimah, Waheed","74.22","68","77.31","74.44","48.66","29.03","63.67","52.76"
"Campa, Arthur","24.06","25.32","40.44","38.67","36.2","54.97","97.87","31.56"
"Choate, Marcos","38.68","69.84","55.7","73.5","82.11","50.54","46.49","36.96"
"Maravilla, Shylane","66.1","63.99","65.41","45.16","69.11","41.08","43.57","58.46"
"Valenzuela, Roberto","32.65","11.93","67.71","52.52","62.23","46.18","63.55","86.59"
"Gallegos, Acacia","59.62","55.8","99.96","50.11","31.66","46.35","57.74","58.5"
"Morales, Adam","28.51","83.36","39.9","47.12","58.29","66.97","83.06","38.24"
