"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Yang, Phoebe","69.87","41.76","36.2","45.65","57.2","61.24","34.88","83.14"
"Styers, Sou","64.62","99.13","68.78","43.77","31.03","63.74","56.09","78.99"
"Hernandez, Sunny","40.74","25.56","68.44","79.83","68.97","61.96","36.94","66.16"
"Carpenter, Zakia","84.65","15.09","61.47","52.09","86.35","75.11","77.74","85.15"
"Tuhkanen, Marcus","7.25","77.32","61.72","65.7","31.75","52.19","20.98","21.56"
"Adapa, Fransiscus","77.81","79.21","93.9","94.45","63.05","99.35","73.18","47.42"
"Chi, Alexia","96.58","2.07","33.99","89.43","82.01","60.23","35.41","49.46"
"Reindl, Rhamel","84.99","59.66","81.9","71.66","63.63","99.67","64.68","98.28"
"Rodriguez, Miguel","43.81","39.31","38.24","90.07","73.4","65.99","14.06","91.61"
"Hicks, Matthew","66.11","64.98","79.01","77.26","76.98","6.23","96.59","42.16"
"Williams, Najee","28.91","75.02","21.88","43.88","28.41","76.52","74.89","64.16"
"Holman, Celina","78.79","65.11","99.07","36.56","28.07","59.26","82.62","40.5"
"Treto, Mariah","43.94","54.39","99.63","51.72","60.72","52.23","72.86","82.38"
"Schwarz, Job","80.63","79.06","80.73","75.61","76.18","49.38","60.2","38.39"
"Gantulga, Erica","95.71","36.37","6.22","36.24","41.91","65.79","30.39","59.76"
"Sun, Cu Chulainn","83.68","73.67","70.13","60.39","98.15","25.59","79.35","55.01"
"Bosveld, Satya","68.63","88.22","72.02","60.62","77.12","61.35","78.18","32.82"
"Day, Aerie","51.98","67.73","99.22","46.91","25.1","36.21","38.78","1.88"
"Truesdale, Kyle","78.6","15.57","97.89","30.93","49.49","53.74","97.71","98.42"
"Townsend, Derek","55.68","40.89","60.77","83.94","48.74","61.63","53.73","57.33"
"Archuleta, Dennis","57.58","86.19","28.22","61.48","40.45","46.11","39.83","73.91"
"Lee, Nathan","59.04","52.77","57.74","81.3","98.3","79.89","69.56","97.13"
"Girmai, Neelish","69.62","76.72","99.35","14.91","45.07","34.9","89.53","94.6"
"Yeturi, Christopher","77.56","41.46","45.91","93.46","37.81","17.56","49.85","61.01"
"Sotam, Calvin","34.54","58.42","11.97","65.5","97.09","84.54","96.14","76.63"
"Sharp, Syanne","97.53","30","92.98","48.04","57.43","64.32","53.86","53"
"Crews, Heaven","32.23","39.77","56.42","24.26","26.3","35.79","44.69","42.49"
"Bautista Morales, Jobany","66.44","65.46","34.32","1.14","57.74","31.11","52.87","41.81"
