"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Moreno, Cristal","96.78","67.97","59.56","47.59","19.28","67.41","97.88","62.01"
"Rathbun, Claire","60.92","42.56","79.76","32.36","51.19","51.93","58.99","54.9"
"Listiadji, Schuyler","39.35","3.82","76.45","77.38","56.82","22.92","41.31","99.86"
"Mathiang, Leeasia","51.13","65.5","36.56","87.52","20.86","55.8","44.28","56.02"
"Paustian, Hailey","75.44","46.13","26.6","54.06","41.81","80.23","85.79","52.95"
"Padilla-Desantos, Isidro","87.15","80.39","54.52","47.28","50.44","85.51","59.71","37.49"
"Davis, Isaiah","32.31","72.74","98.36","45.22","84.47","36.15","1.6","93.29"
"Wilson, Justin","60.1","57.63","16.69","88.1","6.06","62.8","16.86","57.02"
"Sarracino, Jade","37.76","42.5","93.84","81.21","44.56","13.71","39.61","34.58"
"Miller, Larie","80.74","64.75","75.11","98.78","32.57","28.29","41.45","75.51"
"Olivas, Henry","57.8","83.99","56.64","48.44","56","41.75","77.14","75.36"
"Ortiz, Taylor","75.1","14.32","72.52","38.52","44.44","37.31","59.37","82.42"
"Rasmussen, Dazechnae","53.59","55.77","98.97","83.74","76.22","72.59","33.99","86.43"
"Dolson, Maeselle","56.71","89.21","99.87","34.91","60.98","74.14","62.48","25"
"Kashino, Rohit","50.81","72.77","96.97","31.97","80.08","45.16","71.86","92.85"
"Martin, Jose","84.77","56.09","76.82","97.67","63.49","61.75","94.42","38.03"
"Rodriguez, Tony","76.66","8.39","22.73","48.07","62.89","97.83","12.85","80.75"
"Trujillo, Jose","48.86","12.43","78.59","79.18","66.61","96.65","73.08","82.64"
"Antonio-Gomez, Angel","24.13","20.49","41.16","62.5","77.93","82.75","92.43","38.09"
"Williams, Ty","99.01","86.23","47.08","30.69","82.33","62.11","19.59","82.86"
"Hernandez, Luis","45.44","64.73","80.52","50.49","55.34","65.58","74.95","70.85"
"Cdebaca, Kelby","52.67","97.87","95.77","40.2","38.52","23.75","53.87","96.63"
"Wilson, Celina","96.08","15.68","45.91","31.04","98.25","98.11","25.09","71.69"
"Jackson Jr, Shanique","55.39","39.7","50.11","43.15","85.47","42.28","43.74","95.83"
"Pruitt, Justice","44.38","83.57","44.65","36.09","36.26","54.41","55.56","62.59"
"Vega, Tylor","30.93","81.34","95.98","75.82","45.27","77.25","32.33","87.3"
"Directo, Sione","44.61","37.09","53.49","68.27","66.68","80.37","39.61","38.01"
"Castanon, Destiny","85.51","81.58","79.32","97.65","98.61","46.76","95.45","54.17"
"Kaplan, Elizabeth","78.47","98.71","99.43","41.41","67.61","75.67","97.14","93.18"
"York, Kyle","98.28","30.52","94.29","36.59","46.21","68.54","83.43","57.05"
"Song, Benny","23.71","29.34","59.62","57.29","33.72","72.19","78.23","46.92"
"Vasquez, Antonio","41.23","85.78","31.74","8.77","57.54","83.05","49.94","52.59"
"Hood, Austin","93.89","42.57","59.57","36.24","66.59","67.88","4.15","13.26"
"Marsh, Daisy","86.58","83.02","33.97","82.28","99.68","57.96","6.03","83.22"
