"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Lor, Raphael","28.6","31.27","77.08","89.63","83.17","36.57","66.88","56.89"
"Germany, Dondre","77.05","92.52","78.94","60.32","18.62","57.49","33.43","10.85"
"Cheang, Juhi","37.62","60.23","36.42","61.55","51.03","79.61","89.55","58.37"
"Kaur, David","86.06","29.41","60.99","73.85","40.03","58.13","37.13","53.66"
"Garcia, Arcelia","9.67","73.6","44.78","59.88","53.03","51.92","64.97","52.75"
"Gonzalez, Jordan","81.52","59.99","62.67","75.28","11.14","27.21","83.99","39.46"
"Wilburn, Samone","49.19","99.57","27.04","47.26","98.39","9.57","60.67","83.79"
"Mizelle, Rashawn","48.32","32.81","43.78","14.65","33.83","97.04","50.27","74.73"
"Moua, Kirsten","43.07","45.13","65.43","33.91","55.61","73.87","16.82","88.43"
"Archuleta, Christopher","4.69","77.53","60.14","82.25","87.03","74.21","95.85","67.2"
"Zhu, Thuan","58.9","37.69","52.47","57.94","73.98","27.32","81.64","38.38"
"Kim, Carmen","67.6","65.05","32.92","48.09","87.06","75.25","29.36","45.21"
"Mattice, Wesley","34.51","2.79","34.13","86.59","23.41","76.12","78.61","62.67"
"Pinto, Jacob","57.17","42.98","30.84","96.85","97.38","3.56","25.72","79.56"
"Leung, Prithviraj","72.74","55.48","54.07","96.4","52.23","28.91","26.62","37.34"
"Ndiaye, Etienne","16.17","95.41","98.38","98.78","99.93","63.65","81.99","52.78"
"Sloan-Womack, Suwannee","76.28","62.74","74.59","81.48","46.65","95.11","90.21","72.42"
"Saenz Zapien, Jose","73.37","60.67","31.97","58.29","36.65","82.78","87.54","49.85"
"Hood, Andrew","97.92","77.45","40.24","76.06","56.92","9.53","99.31","81.49"
"Buford, Stephanie","84.87","95.45","59.83","45.98","31.21","79.38","73.76","76.18"
"Romero, Christopher","41.51","35.77","33.84","81.44","99.36","57.47","59.57","72.93"
"Hermann, Michael","78.89","44.09","78.68","31.35","33.77","33.53","29.58","78.56"
"Liu, Bishal","72.92","36.54","99.27","47.58","42.7","87.52","56.74","44.57"
"Jones, Kaylin","48.22","59.37","98.61","51.88","23.63","7.39","67.35","86.7"
"Jiang, Chuong","58.12","12","82.21","14.73","64.12","35.48","31.09","94.69"
