"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Kelly-Corichi, Laura","77.23","59.37","67.13","68.99","38.92","83.43","71.65","58.83"
"Mcglothin, Miranda","55.68","58.16","50.03","64.9","63.91","49.85","76.45","71.03"
"Estes, Nathaniel","67.08","59.49","97.57","92.79","79.73","37.84","35.2","6.23"
"Koul, Sarah","54.85","79.37","48.51","5.47","33.26","81.46","80.18","29.16"
"Ebersohl, Shelby","36.28","62.32","84.83","74.57","77.16","74.07","75.63","64.57"
"Mirmortazavi, Ashlee","14.56","36.66","16.36","35.74","94.37","95.85","92.26","99.05"
"Martinez Vivot, Johnny","70.89","29.81","61.34","58.06","29.02","35.6","81.27","74.97"
"Gomez, Alyssa","99.68","32.55","56.25","60.57","76.57","51.63","75.84","62.99"
"Blalock, Taylor","29.55","84.07","93.33","48.29","81.4","23.42","50.53","8.3"
"Dickson, Franchi","44.15","77.45","87.68","79.99","80.4","33.96","86.32","38.69"
"Chavez, Jacob","24.3","94.55","61.67","97.98","99.32","11.35","75.92","74.55"
"Le, Andreas","63","38.94","60.99","82.09","64.58","81.82","73.68","71.78"
"Doty, Samantha","56.25","1.08","99.28","66.97","22.39","80.54","66.98","95.23"
"Jones, Leioka","75.74","2.4","46.45","86.07","79.14","96.19","80.07","91.47"
"Powless, Sheldon","99.29","94.57","40.78","18.22","39.89","85.31","31.25","64.53"
"Gordon, Chelsea","51.79","62.34","98.72","56.38","22.24","50.08","5.52","82.63"
"Moulton Jr, Annabelle","79.71","80.59","36.93","71.76","51.76","53.44","70.85","83.99"
"Oden, Destiny","34.53","76.6","50.65","63.62","97.93","82.16","76.64","54.05"
"Brazee, Dakota","98.84","35.58","60.46","53.91","99.4","87.71","74.19","98.58"
"Benson, Thomas","45.19","37.17","40.21","53.56","97.5","42.87","50.7","71.6"
"Dueno, Nicholas","57.89","58.58","97.3","68.22","32.81","15.44","53.54","34.95"
"Chavarria, Calandra","15.85","99.3","83.74","38.63","47.36","0.08","42.16","50.65"
"Hoffman, Gage","82.61","54.41","17.81","61.46","95.87","37.77","80.71","87.46"
"Aslamy, Kevia","36.88","81.34","62.06","46.87","30.67","76.19","62.52","42.05"
"Adan, Krystal","25.68","66.9","60.18","60.56","71.06","51.34","98.66","85.91"
"Lonergan, Rylan","64.27","10.93","79.61","60.8","96.47","53.83","26.92","64.67"
"Joseph, Najee","33.06","35.02","90.81","86.01","28.28","47.18","43.01","41.46"
"Pineda, Marquez","20.51","80.7","78.8","82.31","76.1","5.51","46.29","43.04"
"Allen, Noah","21.9","15.6","82.26","90.48","63.51","97.63","55.77","88.09"
"Tesfai, Princess Imani","60.54","60.04","99.79","28.6","99.61","65.11","81.78","55.14"
"Ceballes, Horis","99.57","81.5","72.82","18.4","13.05","14.14","66.97","60.8"
"Randolph, Sarena","72.49","47.68","61.71","20.03","49.31","62.67","47.74","9.14"
"Kitch, Celine","57.94","52.56","69.09","74.33","63.32","60.14","95.3","41.55"
"Russell, Desmond","53.12","99.7","18.76","55","48.73","45.63","64.13","78.65"
