"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Goodman, Louis","36.1","31.75","94.67","44.32","45.26","41.68","72.97","14.16"
"Johnson, Briyana","95.97","71.12","32.77","77.56","99.95","43.44","37.3","59.96"
"Del Angel, Gustavo","37.33","58.89","90.9","23.96","54.63","99.86","37.34","66.64"
"Mousseau, Dillan","98.9","60.31","69.31","42.52","74.46","67.69","58.07","54.06"
"Phillips, Raymond","78.83","93.72","56.65","39.45","63.1","41.93","57.31","74.15"
"Nguyen, Caleb","57.32","93.8","9.73","38.94","97.62","39.65","78.07","56.25"
"Arvayo, Jose","47.16","39.37","24.21","76.63","55.82","93.94","75.36","51.24"
"Baumer, Katarina","40.12","98.58","31.36","70.44","80.16","62.75","45.18","62.06"
"Hernandez, Michelle","56.96","99.65","72.46","76.12","88.57","78.61","80.02","62.46"
"Yee, Shahzad","97.46","65.66","57.8","62.54","88.93","59.66","50.78","75.22"
"Martinez, Victor","96.17","57.99","56.6","94.95","35.6","99.04","31.01","95.48"
"Milligan, Shun","50.57","76.49","31.41","46.44","42.28","83.66","99.48","29.69"
"Pham, Carmen","31.34","80.25","44.6","70.1","51.17","61.56","46.41","62.09"
"Vu, Phillip","92.96","98.07","69.57","48.32","87.66","59.24","63.57","35.35"
"Ruggles, Veronica","46.65","62.3","34.96","67.12","72.15","65.34","35.28","96.48"
"Norris, Taylor","81.34","12.66","54.12","95.75","52.6","75.9","84.86","79.35"
"Danek, Damian","47.54","8.36","43.52","55.86","90.75","16.99","32.19","64.3"
"Weaver, Shawna","68.95","81.16","60.24","56.58","80.05","34.4","34.48","94"
"Squires, Ventoria","73.24","84.92","87.9","54.7","58.07","58.43","23.36","40.5"
"Jordan, Abdulai","61.1","85.76","23.63","61.75","72.31","16.51","16.95","96.42"
"Kearns, Ramon","46.38","25.3","76.9","41.48","37.7","78.16","85.47","29.92"
"Reese, Sade","33.66","92.98","36.87","57.69","91.21","20.44","33.47","96.33"
"Cullum, Joseph","50.25","86.93","95.54","53.52","40.24","74.46","39.39","54.46"
"Yim, Caleb","82.88","86.28","15.45","34.43","37.68","43.33","97.36","25.6"
"Gebremedhin, Darius","63.14","54.49","98.35","87.7","69.07","47.54","79.17","46.59"
"Song, Casie","31.59","34.35","60.26","50.34","64.51","45.52","6.52","49.68"
"Rosa, Peter","60.44","77.26","56.35","60.31","77.47","95.16","34.56","40.9"
"Wimer, Isaac","36.42","97.11","48.7","24.31","82.12","32.56","33.38","45.24"
"Le, Derek","99.68","98","59.64","76.62","75.02","66.57","98.45","76.4"
"Williams, Frederick","85.63","87.63","38.19","61.23","96.46","64.79","95.21","32.42"
"Fofana, Elizabeth","63.44","31.73","95.09","46.83","33.53","77.1","40.05","49.3"
"Lopez, Jessica","78.48","96.14","54.19","44.88","67.15","35.89","51.7","68.61"
"Talain, Steven","81.38","71.69","77.51","71.08","96.67","57.09","46.74","56.42"
