"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Saldana, Marlenye","73.49","91.38","84.47","35.84","30.46","57.65","55.95","41.72"
"Abu-Khdeir, Alex","33","97.52","76.69","26.48","68.49","80.09","79.47","77.14"
"Martinez, Gilda","73.15","62.42","66.32","75.78","79","80.59","96.53","85.28"
"Glass, Anne","75.88","64.43","76.98","83.71","64.62","40.29","80.11","44.94"
"Luna Martinez, Daniel","76.91","95.56","17.22","80.68","26.1","59.29","52.62","42.53"
"Garza, Avrion","33.13","35.47","28.47","93.49","76.36","28.66","77.67","59.72"
"Vanderveen, Dorian","67.5","76.46","61.91","99.73","82.96","99.6","55.2","43.24"
"Hernandez, Miranda","97.03","51.52","29.72","47.52","45.29","55.57","45.57","73.82"
"Vo, Gurjot","63.53","63.99","67.77","38.84","23.49","56.44","95.81","81.2"
"Palmer, A' Kia","78.51","14.6","41.12","58.77","78.45","29.78","57.02","32.25"
"Cross, Blake","83.11","96.59","69.06","76.77","93.18","80.82","99.16","40.68"
"Yellowboy, Jacob","81.46","15.13","85.93","45.13","31.61","76.79","62.23","99.49"
"Leyva Juarez, Shanti","69.28","36","81.15","59.33","25.28","32.56","70.39","92.97"
"Adams-Totten, Akhari","99.98","45.56","96.11","85.03","66.44","8.44","82.18","3.28"
"Varmall, Deandre","71.76","79.35","96.64","48.92","80.75","57.89","27.7","53.51"
"Long, Destiny","38.79","98.98","42.5","69.73","53.26","40.15","69.72","19.04"
"Wilson, Muhammad","96.95","22.25","73.26","51.43","81.12","5.93","60.58","87.39"
"Litt, Brianna","76.96","95.06","25.88","66.16","62.65","36.43","76.91","75.94"
"Fernandez, Victor","63.62","70.19","96.62","99.55","34.72","49.28","77.27","82.37"
"Roach, Dylan","97.39","79.62","51.68","37.68","71.67","97.75","80.21","62.55"
"Carrera, Mario","53.55","65","58.19","90.93","46.6","89.24","64.12","79.95"
"Zemede, Trey","82.3","76.87","98.71","80.52","57.56","85.16","54.08","5.1"
"Sisneros, Aaron","11.5","96.79","95.67","71.04","78.36","76.62","46.84","39.44"
"Busby, Mina","94.43","86.07","62.56","96.12","81.92","98.72","37","17.66"
"Vinson, Kiera","61.09","50.97","40.61","97.7","82.98","58.91","23.12","33.44"
"Bonsu, Dominick","99.45","8.08","52.39","34.9","43.2","48.35","20.89","94.95"
"Konrade, Joaquin","76.78","57.86","76.61","5.33","48.94","78.25","69.7","58.98"
"Huang, Khampeng","47.08","67.39","39.29","13.88","87.63","29.18","84.06","86.8"
"Kennedy, Tehah","57.48","51.01","42.81","61.61","62.01","62.33","99.25","37.77"
"Alfandi, Jason","39.09","79.66","68.78","26.39","72.7","85.78","48.88","98.76"
"Gurrola-Navarro, Maria","69.54","74.18","22.07","13.15","65.8","97.21","9.52","98.75"
"Santos, Alondra","12.2","57.12","28.62","25.31","76.75","62.87","2.35","28.56"
"Nguyen, Claire","59.16","27.78","78.03","93.35","77.86","68.36","70.35","87.61"
