"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Chopra, Benjamin","81.85","83.43","34.93","94.69","75.56","82.1","63.2","61.52"
"Peters-Maloy, Jabri","71.08","47.85","68.25","10.36","51.93","88.93","34.6","79.44"
"Scheie, Sameer","36.78","81.14","48.54","57.57","83.96","82.56","70.7","30.17"
"Schettler, Shelby","58.48","40.57","8.2","69.03","70.98","66.93","83.54","61.25"
"Calano, Jonah","46.15","29.96","50.69","58.69","99.17","81.46","35.44","34.57"
"Darby-Harris, Kiduse","29.06","98.9","87.42","82.06","95.05","33.58","83.22","68.03"
"Duncanson, Sean","98.67","79.58","81.22","27.4","63.1","80.94","62","76.22"
"Daniels, Jerriesh","72.33","78.08","41.29","34.52","61.4","80.85","60.45","97.97"
"Deignan, Hannah","63.19","94.41","78.82","30.59","27.93","60.38","95.64","38.27"
"Barber, Trey","42.01","60.59","57.52","92.97","55.71","49.57","35.76","60.11"
"Langridge, Katherine","41.78","75.5","74.8","86.93","58.32","36.72","13.82","88.66"
"Razo, Karen","79.02","97.11","11.08","75.37","50.42","60.5","40.16","56.47"
"Duro, Luke","36.17","54.66","48.22","60.21","45.88","99.69","70.91","34.29"
"James, Dailon","80.59","47.63","77.17","78.2","95.78","32.53","34.67","47.86"
"Benjamin, Cinthia","65.88","83.06","72.2","34.18","77.38","78.41","11.78","31.38"
"Medina, Desirae","37.32","60.82","97.41","28.96","47.81","54.88","43.97","78.58"
"Rodriguez, Javier","44.17","49.38","66.19","54.38","65.56","59.44","22.93","85.95"
"Phouminh, Dhruvi","79.42","55.51","78.52","63.26","68.32","14.83","64.48","94.81"
"Marshall, Brooklyn","70.45","59.04","88.87","92.27","6.65","55.48","55.92","55.72"
"Tripathi, Jie","49.59","50.19","19.24","97.84","24.81","42.87","56.87","51.77"
"Brents, Rebecca","46.99","69.93","81.67","98.49","99.86","61.1","55.28","80.46"
"Mcclain, Connor","19.53","66.74","27.66","58.71","95.72","55.84","58.79","43.74"
"Ramstetter, James","84.66","28.55","72.07","54.59","19.44","58.98","96.31","29.77"
"Baig, Valentine","82.7","91.71","93.25","64.11","94.76","43.26","97.85","40.96"
"Heimann, Daniela","55.61","43.53","86.36","87.63","81.73","78.63","59.63","78.16"
"Franklin, Isioma","43.71","32.39","59.5","78.52","96.6","21.51","88.79","47.53"
"Kamran, Changseok","65.79","41.52","67.9","57.12","9.98","66.43","79.72","84.31"
"Caldwell, Kehaulani","84.8","80.69","97.64","56.59","78.51","56.78","55.38","38.16"
"Martinez, Rocky","68.53","59.2","94.47","52.88","38.45","46.8","51.92","3.22"
