"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Seufer, John","80.31","44.23","6.45","98.12","73.95","41.24","46.93","75.28"
"Bradburn, Alysha","37.18","37.55","89.17","65.25","72.97","93.72","57.81","85.54"
"Allman, Holly","81.57","76.36","74.05","71.03","33.34","97.5","33.49","97.5"
"Miyasato, Sonia","47.06","22.24","94.14","30.21","56.68","51.6","77.08","80.44"
"Groves, Vaughn","66.72","59.77","5.82","77.8","82.34","84.01","98.36","5.67"
"Martinez, Monique","84.8","92.29","68.48","64.51","78.61","97.67","44.46","48.62"
"Stubits, Morgan","61.88","98.11","74.62","56.54","10.48","59.82","42.82","97.69"
"Palmier, Alexander","52.38","75.86","99.54","40.69","53.42","41.89","56.89","94.65"
"Robinson, Anthony","23.8","19.36","60.88","30.39","79.26","9.06","38.03","80.79"
"Martinez, Secret","24.46","51.62","43.93","53.15","69.78","59.83","98.66","99.04"
"Conley, Denis","76.22","50.89","57.19","68.12","81.59","45.83","80.64","6.2"
"Weaver, Amya","77.77","59.01","99.07","29.04","54.7","78.22","25.1","83.95"
"Golightly, Drue","78.23","32.41","90.55","24.47","77.39","94.26","65.39","47.47"
"Gama, Bryant","96.19","62.12","77.62","97.6","94.49","25.32","96.11","81.7"
"Leming, Shyanne","35.37","56.02","28.55","38.1","47.58","69.48","59.4","66.9"
"Nguyen, Stephanie","30.67","45.04","44.4","49.13","97.86","80.63","96.75","55.63"
"Pettis, Joseph","38.1","62.86","79.77","94.57","96.52","51.6","99.76","29.6"
"Sayer, Ceiara","56.87","74.22","71.77","61.45","55.83","47.84","48.46","39.9"
"Thompkins Jr, Rodney","82.28","76.44","65.93","94.35","79.03","41.21","38.14","99.02"
"Castaneda, Adilene","14.48","50.29","86.51","80.54","35.77","85.13","99.34","76.14"
"Wu, Tien","38.16","31.63","97.38","46.36","72.92","48.28","57.98","35.21"
"Vang, Tiffany","63.16","64.06","73.5","49.26","63.88","77.54","55.22","93.29"
"Cedeno, Austin","81.19","98.21","57.89","54.45","69.19","45.82","52.64","81.65"
"Wands, Brannon","30.16","90.35","92.87","4.81","54.15","82.12","98.15","29.07"
"Mcdonald, Shante","27.78","61.84","59.2","45.41","43.82","48.47","65.95","76.98"
"Flores-Ramirez, Sebastien","52.97","36.57","85.05","80.57","69.84","48.72","81.19","97.31"
"Mason, Jordan","51.99","98.63","32.93","81.07","55.01","50.98","55.95","86.98"
"Lousberg, Tyler","49.52","51.18","66.58","30.96","59.42","83.12","81.5","81.47"
"Good Wind, Thomas","72.15","82.42","80.24","82.53","60.09","97.4","28.26","12.11"
"Cortes, Marlene","28.74","79.48","79.69","81.75","71.83","83.31","98.47","79.98"
"Dhillon, Brianna","20.74","84.07","60.37","62.53","94.93","32.44","36.38","78.52"
"Reno, Dante","6.43","94.35","44.94","93.03","61.73","57.65","32.78","74.33"
