"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Bermudez, Michael","40.16","65.4","99.8","57.7","55.73","60.48","37.91","39.52"
"Ochoa, Courtney","79.97","22.22","56.51","94.29","83.4","82.18","41.86","21.48"
"Fuentes, Kayla","56.46","97.84","38.3","76.67","39.12","56.26","97.16","64.13"
"Koch, Mitchell","80.46","94.75","60.52","73.02","58.69","34.47","56.31","27.98"
"Van, Daniel","5.04","52.8","12.06","34.08","52.79","75.31","97.79","34.06"
"Jones, Devante","89.02","76","72.82","28.98","40.77","60.55","56.23","89.2"
"Brooks, Biancha","77.77","81.77","81.29","88.28","95.56","39.62","37.86","60.53"
"Fitzsimmons, Trevor","58.5","99.3","27.57","54.98","60.91","30.29","59.87","72.49"
"Sheafe, Brian","93.46","82.41","62.44","40.27","82.6","79.79","67.61","87.65"
"Lovato, Kelly","34.29","94","50.68","13.09","23.05","41.37","95.15","16.44"
"Her, Hope","51.54","40.21","68.35","0.52","78.7","76.16","36.78","83.53"
"Ahn, Eric","75.22","36.65","81.77","54.55","91.15","94.21","53.87","71.77"
"Qi, Lisa","54.17","60.45","98.88","55.7","19.17","78.34","58.84","87.86"
"Tafoya, Jamie","79.32","44.24","52.17","84","75.82","48.47","76.28","65.34"
"Harada Kuloloia, Shengh","58.2","95.24","54.78","30.57","99.86","99.2","20.15","58.01"
"Shaffer, Ohdomm","57.56","17.15","15.75","99.98","62.01","81.36","36.98","55.3"
"Beals, Carlos","64.25","49.81","48.8","38.35","55.47","95.05","32.97","73.44"
"Carreras, Nancy","98.42","86","55.12","56.54","85.74","73.77","39.7","46.02"
"Chavez, Emma","41.12","1.83","53.61","96.93","48.19","46.9","59.8","39.21"
"Marler, Kevin","96.11","54.65","92.41","76.3","79.48","42.28","69.05","78.67"
"Jackson, London","73.52","46.6","79.97","67.47","99.63","39.2","98.3","79.83"
"Rubio, Meghan","85.79","41.84","64.09","80.97","40.55","36.76","76.28","74.81"
"Clark, Morgan","78.98","73.73","61.76","20.86","45.31","12.93","54.08","25.55"
"Herrera, Gianna","21.16","44.75","67.96","82.11","57.53","75.12","98.95","99.07"
"Byers, Karina","73.6","33.52","47.72","90.09","44.72","56.95","49.31","47.01"
"Nguyen Mien, Brandon","56.79","30.97","97.44","23.25","73.45","11.83","38.91","99.68"
"Blackford, Andrew","85.7","46.17","43.63","44.05","76.12","58.75","80.82","24.7"
"Okada, Kelly","72.32","93.8","81.64","97.24","92.07","29.62","83.59","50.92"
"Padilla, Isaiah","71.24","32.83","29.77","35.36","67.49","73.78","25.68","96.96"
"Mcclendon, Kaylee","58.57","48.36","76.69","97.9","84.86","49.69","96.13","99.34"
