"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Richards III, Chalcey","98.3","61.45","78.94","25.59","33.53","10.75","59.69","63.43"
"Richard-Versey, Richard","83.75","97.52","69.02","32.12","22.35","98.46","85.17","79.91"
"Boyd, Rio","98.63","96.48","99.5","93.58","37.33","78.35","63.97","35.51"
"Lopez, Bich Sa","42.22","96.91","43.33","29.59","55.36","46.54","75.45","84.71"
"Fernandez, Olivya","35.41","56.93","88.04","20.34","89.85","80.01","51.91","79.15"
"Gallegos, Jorge","28.8","83.89","80.13","81.18","98.37","97.48","68.78","98.69"
"Merlan, Tia","76.7","57.98","74.67","55.63","65.44","78.18","76.51","32.26"
"Diep, Blake","52.06","42.33","87.32","80.37","86.05","71.84","17.33","75.51"
"Rodriguez, Cristina","14.58","70.82","64.42","99.27","95.13","29.02","79.62","93.8"
"Quinonez, Ronald","97.4","94.98","72.96","24.67","98.44","45.81","86.5","63.28"
"Wells, John","47.1","85.13","95.67","82.86","83.85","54.97","84.99","79.02"
"Johnson, Tiana","98.36","69.97","67.99","70.8","38.74","46.76","50.36","94.86"
"Lacsina, Chris","23.98","32.41","94.55","47.57","30.93","31.35","86.05","48.17"
"Oliva, Angelique","45.84","58.24","37.78","94.67","98.27","89.28","78.24","60.84"
"Damtew, E'Phraim","59.75","3.02","26.52","48.24","54.63","48.94","28.71","68.7"
"Nunez, Carina","14.3","75.08","18.55","98.78","41.01","61.58","22.15","53.48"
"Varghese, Seong","99.12","79.02","66.39","68.6","77.8","76.74","64.42","44.56"
"Colombo-Davis, Elana","97.82","34.43","59.12","28.28","88.78","78.93","60.57","23.77"
"Tse, Mai","82.75","16.95","98.75","72.09","59.61","30.8","58.58","83.4"
"Sandoval, Alexander","35.67","25.69","49.02","57.29","50.7","79.68","84.77","26.23"
"Culkin, Christina","41.9","62.76","28.27","98.44","99.4","39.86","36.28","83.7"
"Phommakhoth, Seh Kai","49.24","28.43","79.69","63.26","57.95","52.55","24.38","27.07"
"Muller, Ryan","80.87","68.17","65.62","57.41","77.34","55.69","67.7","90.45"
"Nguyen, Je Young","78.44","55.09","65.57","74.18","21.11","8.57","72.83","47.43"
"Perez, Kursh","78.61","28.35","54.83","95.89","60.85","88.65","46.13","81.95"
"Zhang, Mohammad Amir","97.03","56.02","14.35","42.79","30.14","49.9","94","72.2"
"Charles, Kaliesia","24.1","72.89","96.59","67.58","2.83","76.26","53.72","75.28"
"Najjar, Kianna","81.74","97.17","77.37","72.55","97.62","77.41","95.27","59.93"
"Holmes, Ashley","44.62","85.77","60.16","83.03","45.56","60.99","55.27","99.87"
"Campbell, Jennifer","96.55","30.11","84.51","82.23","82.76","65.59","44.44","83.46"
"Schlose, Fatima","29.94","21.76","80.26","78.61","33.66","37.67","53.71","26.46"
