"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Yang, Brandon","44.73","92.96","76.53","52.6","19.45","81.9","59.3","78.57"
"Secord, Emily","47.44","42.56","11.2","77.5","56.34","12.05","52.41","37.21"
"Chain, Umeed","76.06","38.78","43.98","78.1","93.75","32.2","86.96","2.87"
"Gonzalez-Othon, Osvaldo","76.92","73.33","66.55","39.69","95.01","79.37","60.14","87.03"
"Cruz, Ryan","90.43","51.39","55.2","47.27","76.88","80.33","99.83","40.69"
"James, Katelynn","32.45","98.89","87.25","51.59","98.71","76.93","36.16","23.41"
"Clark, Jacob","18.81","76.29","83.28","99.49","67.81","99.5","84.54","73.77"
"Stuart, Devante","98.62","64.42","35.79","73.88","35.83","53.75","82.38","50.88"
"Kim, Brandon","30.11","49.07","46.2","55.18","33.09","84.48","83.38","98.25"
"Guy, Dominic","71.23","41.7","28.57","79.07","89.27","64.78","60.14","77.28"
"Palmer, Joseph","35","56.24","95.9","13.54","75.92","51.17","39.93","79.12"
"Corona, Randy","60.79","75.77","28.23","29.82","34.8","56.19","41.72","54.33"
"Mazotti, Brandon","58.79","38.08","51.23","81.9","54.95","81.63","80.44","77.26"
"Alvarado Jr, Kimberlee","34.09","75.56","67.03","91.84","96.3","40.64","87.11","58.83"
"Nguyen, Yuvorn","35.51","84.67","74.18","33.61","60.5","22.5","57.6","99.75"
"Loya, Aaron","99.55","63.2","70.66","66.89","37.19","65.02","98.82","81.72"
"Davis, Evan","87.51","26.84","53.47","39.55","53.77","51.96","55.74","30.31"
"Terry, James","44.57","53.11","53.27","78.99","39.9","2.78","32.12","76.67"
"Ba, Ventoria","83.65","62.31","86.64","77.47","63.31","4.7","9.22","75.26"
"Wu, Kazong","96.78","75.68","58.15","64.05","46.98","41.73","65.34","60.2"
"O'Hara, Yasa","99.4","36.62","70.46","44.93","34.23","48.52","93.9","96.44"
"Cameron, Gerardo","80.84","78.88","97.38","49.19","84.79","78.11","87.66","44.59"
"Cho, Amy","40.69","47.43","55.26","36.6","29.04","37.14","14.7","65.37"
"Newberry, Logan","0.08","30.44","82.98","62.6","8.75","78.47","61.87","41.45"
"Hayat, Akane","35.17","49.12","34.66","27.79","45.97","66.43","81.99","54.29"
"Diaz, Edwin","51.84","14.66","46.45","63.63","57.78","31.16","62.7","29.66"
"Arreola-Luna, Derrick","24.81","31.24","72.87","76.74","77.52","37.33","54.88","77.82"
"Retana Castaneda, Brandon","32.41","80.43","74.17","25.4","66.01","78.27","16.99","80.19"
"Estrada, Moniqua","26.6","5.59","95.64","81.12","81.23","68.93","70.26","81.83"
"Patterson, Malynda","87.03","74.96","48.84","15.53","37.16","57.5","51.6","12.71"
"Hart, Nolan","93.67","44.82","83.65","49.39","45.93","95.43","60.25","32.47"
"Caudillo, Rachel","64.85","82.6","61.41","98.22","54.89","83.12","66.49","29.38"
