"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Mangum, Rachel","24.68","36.11","76.41","7.03","63.53","76.45","30.02","83.04"
"Tharpe, Kevin","64.97","60.62","33.43","56.82","78.08","8.12","28.56","94.41"
"Teasley, La-Deige","83.35","61.61","44.56","82.65","35.78","50.86","36.83","57.76"
"Poitra, Jordan","39.13","81.72","49.72","80.35","31.9","82.63","94.14","85.08"
"Hernandez, Alani","98.92","26.89","14.85","59.02","11.87","75.6","99.68","39.75"
"Johnson, Kheylen","84.44","97.91","66.7","69.74","99.27","95.52","36.61","61.78"
"Marstrand, Jeana","65.96","65.18","28.99","67.96","82.71","65.95","18.57","83.79"
"Eagle Horse, Jordan","80.52","76.68","77.26","82.6","52.76","69.39","57.83","79.14"
"Kahle, Sarah","24.35","47.68","24.62","27.99","94.36","13.79","63.14","60.28"
"Torain, Walter","96.98","63.8","99.5","77.63","72.57","8.13","33.21","39.51"
"Williams, Alex","84.19","39.13","66.77","80.85","62.46","58.38","59.56","35.86"
"Whitebull-Delgado, Samantha","86.95","78.38","51.98","66.6","55.36","63.36","54","43.98"
"Ruiz, Anthony","46.75","32.99","34.72","62.05","94.66","43.14","94.66","47.56"
"Black, Alexis","61.81","52.93","75.81","71.25","66.52","99.59","80.61","80.34"
"Flesch, Megan","19.25","53.03","75.89","6.39","52.46","99.48","97.38","28.38"
"Perez, Jessica","13.13","4.67","27.55","84.2","14.61","60.01","62.19","96.68"
"Arredondo, Jordan","64.23","79.07","59.08","96.39","26.41","61.52","56.53","80.7"
"Swanson, Laquan","61.4","52.43","20.47","75.31","31.95","32.4","88.51","63.93"
"Chambers, Paul","46.3","77.88","14.26","59.59","95.61","21.92","74.68","98.01"
"Ruiz-Escobedo, Melanie","76.11","56.94","78.14","47.78","61.97","74.51","35.87","54.72"
"Clayton, Amber","8.59","75.57","51.64","99.22","96.89","68.65","51.53","86.56"
"Said, Samorra","65.13","31.96","78.22","37.4","36.13","59.19","99.18","93.02"
"Van, Nathaniel","78.06","80.19","50.09","12.04","28.96","73.84","78.97","86.56"
"Anderson, Vu","74.26","37.94","97.08","15.79","59.72","54.67","67.65","55.95"
"Tran, Anthony","70.07","71.64","91.79","38.82","99.62","21.14","31.96","30.73"
