"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Adams, Taylor","50.74","77.51","56.37","4.39","81.49","85.73","48.82","61.77"
"Stephens, Rion","83.77","62.36","29.32","45.52","79.11","20.95","52.46","75.22"
"Ortiz, Joel","77.71","62.66","50.83","90.78","43.05","67.83","74.14","59.88"
"Mondragon, Alexis","65.73","69.59","58.15","98.04","78.92","44.86","31.85","72.14"
"Bertsch, Auston","48.68","61.64","39.87","76.04","82.16","55.24","37.63","25.19"
"Garcia, Michael","52.69","54.96","24.59","79.26","33.14","33.46","96.93","79.48"
"Maes, Gillian","96.91","64.37","77.96","32.89","33.62","3.62","8.16","59.17"
"Yacano, Zackaria","75.4","65.14","54.61","67.74","62.02","78.62","48.89","93.4"
"Huntley, Rebecca","68.44","65.84","17.57","98.55","36.04","23.97","98.21","72.74"
"Kindt, Gabriella","52.09","60.49","75.84","99.33","55.91","82.6","49.22","73.89"
"Summerlin, Jordan","99.41","51.93","39.29","65.01","26.9","80.85","44.32","51.81"
"Saenz, Michael","71.7","59.86","59.06","74.93","42.73","83.24","6.06","70.25"
"Basurto, Javier","49.36","58.08","51.56","80.16","52.31","75.2","29.95","30.37"
"Padilla, Jesus","96.32","99.04","36.66","43.39","59.56","50.81","38.24","78.75"
"Martinez, Arnoldo","49.05","58.01","82.71","21.02","15.03","43.57","77.07","49.78"
"Stauffer, Ngoc","46.54","97.7","96.47","67.37","99.55","96.61","16.95","22.81"
"Garman, Myhanh","79.34","80.14","84.96","86.95","40.92","55.7","61.28","65.71"
"Rubio, Arturo","67.19","59.65","81.3","97.29","59.86","44.76","6.41","13.06"
"Steadham, Drew","96.35","68.48","24.29","69.55","45.18","54.04","51.9","61.94"
"Chavez, David","55.5","15.51","80.52","85.31","62.19","13.04","29.64","63.91"
"Mcclendon, Lemlem","34.68","79.78","2.01","31.78","28.92","71.94","99.16","57.04"
"Johnson, Loagyn","61.43","77.83","40.69","51.85","94.75","78.71","99.84","80.9"
"Sanborn, Nicole","81.85","23.55","28.18","74.96","79.44","60.8","48.04","71.58"
"Martinez, Jesus","70.35","49.19","45.32","75.65","98.66","96.95","56.04","0.48"
"Garcia Madera, Shentell","80.12","63.34","55.95","87.73","98.34","44.37","42.2","41.78"
"Aguilar, Edward","43.78","56.27","44.98","36.13","44.53","24.49","64.6","99.05"
"Nguyen, Andrew","53.83","91.17","41.02","56.04","41.99","29.36","27.74","82.13"
"Rippeth, Jeremiah","70.53","97.94","81.29","61.82","53.48","80.24","93.76","71.52"
"Martinez, Drake","64.85","54.22","47.51","94.72","55.54","52.11","51.41","45.69"
"Woo, Andy","82.46","39.7","41.75","98.74","59.36","98.3","44.13","81.06"
"Gonzales, Xavier","60.44","33.89","19.43","35.44","52.09","98.34","98.61","78.02"
"Green, Gericka","65.33","31.57","40.19","81.3","33.29","51.18","77.22","11.4"
