"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Quan, Emily","25.97","85.98","35.61","83.44","57.15","63.98","71.25","59.96"
"Herrera, Farida","55.15","42.44","13.47","43.34","49.26","54.91","72.11","78.86"
"Chau, Pratik","18.08","99.71","98.76","97.68","97.12","78.33","20.39","99.26"
"Droegemeier, Christopher","71.81","88.08","71.06","64.13","81.52","88.95","28.49","43.69"
"Larson, Pelin","22.07","1.99","99.21","49.86","24.26","49.04","86.23","51.38"
"Sardina-Terrazas, Daniel","54.38","80.32","64.51","54.28","73.09","77.92","44.28","50.9"
"Powell, Cheresa","40.58","40.78","35","63.07","52","42.52","28.88","36.1"
"Vasquez, Marissa","13.52","98.39","30.51","61.06","95.02","42.43","84.62","70.09"
"Forman, Stephen","78.08","86.36","41.13","86.74","31.98","43.23","39.66","42.15"
"Roberts, Lacey","80.94","99.73","62.91","88.11","73.79","53.92","69.22","56.78"
"Goering, Averi","6.57","78.07","97.59","63.17","23.72","39.76","82.11","49.31"
"Vanderwoude, Elijah","7.15","64.28","60.72","31.94","24.2","30.44","9.25","74.55"
"Myers, Jasmine","47.49","29.96","60.72","64.65","95.34","92.93","82.49","32.28"
"Montoya, Vanessa","68.55","79.39","90.96","96.18","15.13","99.59","53","62.45"
"Suen, Amy","47.31","44.76","87.5","96.56","19.9","36.84","57.79","39.06"
"Golston, Meikko","35.98","96.14","76.84","79.91","49.17","64.17","58.55","33.7"
"Valdez, Anjwalae","61.8","4.92","81.29","52.87","55.43","64.12","78.89","79.16"
"Archuleta, Sergio","64.15","43.97","53.93","94.04","50.06","40.03","69.34","71.89"
"Hoang, Christopher","52.56","40.35","38.9","43.21","65.9","45.99","77.6","72.11"
"Tuguldur, Casie","42.57","24.39","33.99","32.29","49.34","31.69","82.5","24.13"
"Hernandez, Michael","19.61","67.14","97.89","43.55","21.73","58.52","46.85","71.6"
"Xiong, Jonathan","48.54","84.08","36.66","34.08","98.98","57.62","48.59","3.22"
"Bezgunova, Stephanie","39.69","49.11","61.76","46.7","78.49","57.26","78.51","83.33"
"Lee, Rebecca","41.78","54.64","84.69","98.24","63.47","17.07","47.52","12.74"
"Dillon, Morgan","98.73","18.53","63.97","59.36","43.26","98.47","58.83","94.2"
"Millard, Serena","46.58","46.42","20.66","59.88","57.15","82.11","42.78","90.46"
"Salazar, Pelle","55.18","48.15","60.42","27.37","59.64","50.94","62.37","70.91"
"Toraya-Sosa, David","31.16","44.32","44.78","80.44","88.48","4.91","52.68","75.25"
