"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Ellgen, Kathleen","38.95","80.68","29.76","58.45","26.01","60.81","67.17","72.83"
"Chandler, Kiara","77.95","82.31","35.44","9.95","52.97","79.43","98.76","35.34"
"Naimi, Coral","81.65","46.26","81.58","27.34","74.54","35.49","62.56","43.39"
"Wu, Jenny","64.58","87.02","67.52","85.22","60.89","84.77","80","34.92"
"Reed, Samantha","30.34","99.46","74.68","56.5","87.81","30.83","85.04","41.27"
"Windom, Kendall","65.95","70.85","54.98","66.24","99","42.64","42.84","72.07"
"Holland, Brittney","95.76","78.6","77.19","13.93","73.35","79.18","82.35","74.67"
"Steiner, Yosua","50.88","31.52","57.21","78.34","34.63","82.51","55.73","80.63"
"Archuleta, Joshua","80.22","46.31","55.32","65.36","45.07","41.71","21.07","31.81"
"Kim, Daniel","62.87","57.19","55.36","26.65","85.19","31.58","43.12","37.33"
"Fitts, Sammi","55.67","35.27","99.75","34.75","22.34","63.85","66.87","95.43"
"Lee, Steve","49.49","99.21","48.84","23.57","71.91","55.35","28.52","77.97"
"Graves, Breana","63.2","50.58","50.24","63.53","53.02","95.53","68.45","92.58"
"Jordan, Christian","73.08","53.59","99.69","54.21","95.14","84.65","88.26","37.66"
"Wing, Sara","59.83","2.54","31.27","56.58","9.87","38.68","63.74","77.5"
"Kresge, Andrew","79.01","48.87","40.38","46.67","40.37","65.86","99","83.2"
"Gardner, Jayden","39.45","81.88","0.93","76.03","90.01","82.05","49.66","65.26"
"Sinner, Austin","48.86","88.49","81.54","62.29","76.79","37.28","75.49","72.22"
"Jones, Jordan","95.56","76.81","59.09","34.06","73.13","76.38","59.75","52.89"
"Gonzales, Maritza","77.11","41.5","99.44","52.22","30.52","58.54","31.48","54.54"
"Casillas, Jose","32.51","65.34","47.5","58.27","47.89","33.38","46.36","11.46"
"Johnson, Terrelle","88.12","59.74","38.26","23.68","52.38","29.75","77.85","86.13"
"Gip, Timothy","82.91","86.03","43.89","89.54","42.07","45.18","18.44","33"
"Dorrance, Melana","56.95","80.98","21.75","30.91","64.1","46.81","85.06","59.66"
"Marks, Chandler","99.54","56.11","82.73","78.49","25.11","36.8","78.94","46.44"
"Mandujano, Theodore","16.3","60.21","61.23","3.35","62.53","80.99","33.48","54.32"
