"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Shead, Adedotun","15.1","32.66","29.17","79.55","86.02","42.69","45.28","43.35"
"Trujillo, John","84.75","59.4","55.4","77.16","44.06","51.79","35.63","60.62"
"Gomez, Christian","45.01","77.16","47.59","49.53","65.78","99.8","91.68","39.21"
"Mceachern, Brandon","74.12","84.8","41.24","65.58","37.11","74.99","32.54","73.7"
"Cha, Anthony","75.43","58.17","65.99","57.21","58.39","51.26","56.78","49.19"
"White, Brice","51.59","38.08","62.73","79.3","16.07","54.18","22.74","83.12"
"Collins, Emaan","77.37","50.69","7.66","98.56","84.3","32.87","46.25","82.03"
"Farr, Brandon","82.78","35.97","49.04","66.63","53.84","97.31","83.7","96.12"
"Davis, Lucero","67.37","75.05","54.64","40.71","36.14","37.78","82.01","38.1"
"Xue, Jason","71.9","14.77","46.93","54.4","88.08","61.23","98.91","79.17"
"Moenning, Erin","52.83","64.36","31.61","89.16","45.89","75.51","82.82","94.96"
"Parson, Kia","35.71","85.02","76.78","74.72","65.23","39.61","75.54","76"
"Montgomery, Andres","98.8","59.1","62.44","31.45","37.26","40.2","49.15","72.49"
"Smith, Donovan","72.23","66.38","13.57","21.04","54.68","98.47","39.51","71.09"
"Ostrom, Antonio","41.65","63.24","97.21","41.61","21.78","79.44","98.09","54.68"
"Gutierrez, Erin","44.3","73.95","37.18","86.04","81.9","55.23","1.63","29.13"
"Perez, Extassy","85.42","47.4","58.75","39.16","50.04","99.66","84.83","63.5"
"Hannon, Jacob","69.48","90.35","60.48","53.21","79.64","28.4","81.97","79.38"
"Jenkins, Hysendra","48.19","97.49","56.96","49.34","55.38","46.67","27.84","98.53"
"Xiong, Lindsey","76.18","97.71","57.03","51.87","75.05","68.83","75.66","66.45"
"Moua, Michael","70.1","48.09","55.59","23.3","44.49","44.26","24","64.77"
"Warkentin, Mohib","25.95","72.33","28.29","82.61","39.06","85.15","59.89","74.69"
"Ramirez, Kierian","53.13","71.97","54.99","48.24","74.59","32.76","56.17","54.46"
"Lane, Natasha","74.76","51.19","13.17","75.45","96.33","77.5","0.7","79.58"
"Womack, Adrianna","40.77","66.11","76.73","78.89","98.48","98.78","81.99","85.16"
"Henderson, Isaiah","1.4","20.32","60.4","60.06","68.19","72.36","70.21","78.35"
"Tampubolon, Benjamin","39.08","23.29","8.65","34.96","55.08","44.87","64.59","34.13"
