"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Fajardo, Jenny","41.33","36.02","64.58","21.3","31.65","34.51","72.81","40.25"
"Almanza, Angelo","42.16","94.92","96.08","57.91","88.44","95.28","95.69","87.16"
"Mercado, Cody","41.36","99.94","97.84","41.19","81.4","57.99","82.66","75.7"
"Sims, Zachary","27.08","58.57","42.95","81.1","88.47","49.27","54.25","48.6"
"Doering, Tia","36.27","44.65","23.14","73.51","53.02","92.42","52.8","49.56"
"O'Blia, Jamilex","53.01","39.51","42.05","83.99","41.72","99.22","57.23","18.06"
"De Guzman, Frank","61.08","62.52","85.61","34.31","95.66","33.65","99.88","25.02"
"Wheeler, Harmony","83.45","93.93","36.94","14.77","52.89","59.7","49.18","75.4"
"Nguyen, Son","73.33","95.83","40.38","24.74","42.27","56.96","96.34","45.59"
"Creech, Joshua","36.34","97.7","61.7","83.5","96.49","41.93","48.32","32.55"
"Ah Fat, Maria","26.71","80.74","56.73","59.72","50.61","96.72","50.57","34.78"
"Munson, James","28.67","73.29","42.53","54.5","83.87","39.54","43.19","42.31"
"Fryer, Tristin","51.93","64.42","61.46","58.26","48.93","33.28","75.72","80.67"
"Penfield, George","8.4","36.4","63","44.63","71.93","84.92","86.34","40.44"
"Blanford, Liana","84.68","47.51","78.45","93.78","0.46","99.28","85.28","52.29"
"Wiens, Katherine","23.52","53.69","76.14","26.88","34.95","89.51","82.1","73.77"
"Popoca Alcala, Clorinda","63.6","88.93","46.27","99.45","37.68","43.59","32.83","94.2"
"Hunkar, Colton","33.14","53.1","82.44","51.95","39.27","97.71","51.09","66.19"
"Donaldson, Jarell","54.86","80.98","78.97","36.7","95.34","49.67","82.41","83.54"
"Jones, Lyndon","78.37","63.95","95.74","57.49","93.15","78.72","57.25","29.65"
"Smith, Shebra","35.05","39.96","45.92","45.23","70.22","64.73","99.21","61.3"
"Fitzjames, Andrew","52.34","84.45","40.3","90.82","49.36","48.63","40.82","60.27"
"Lee, David","74.39","59.51","70.95","76.82","82.25","93.59","38.54","85"
"Lewis, Jamillah","34.79","50.42","59.22","37.07","81.68","84.17","97.75","61.21"
"Purcelley, Patrick","98.57","59.45","58.51","79.69","85.71","92.06","89.91","38.2"
"Withers, Zachary","49.57","42.67","65.96","7.3","54.77","85.32","42.05","77.8"
"Barry, Emmerson","30.72","78.74","36.77","53.98","84.43","41.74","78.76","98.42"
"Bean, Sheniqua","63.53","46.58","71.01","64.1","66.51","12.98","58.11","96.83"
"Nguyen, Samantha","9.48","78.04","62.65","25.26","59.14","78.94","72.37","72.53"
"Vail, Juan Macario","43.77","99.61","61.77","49.41","76.21","34.94","80.9","81.63"
