"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Pang, William","60.94","76.71","46.87","99.28","57.15","39.4","62.57","30.4"
"Riley, Tanner","77.6","96.12","70.95","41.97","62.45","53.35","37.9","30.99"
"Aviado II, Leo","37.41","79.91","92.21","80.02","99.01","79.76","77.53","80.87"
"Ortegon, Leo","76.28","17.62","55.83","53.69","95.97","82.63","69.12","62.25"
"Martinez, Darian","69.24","30.19","39.66","77.09","53.04","94.26","78.21","42.84"
"Barcenas Martinez, Kelsey","79.48","58.87","49.25","99.91","85.89","47.33","66.13","97.44"
"Saenz-Escobar, Juancarlos","68.13","41.11","81.63","55.34","44.2","79.44","84.63","47.57"
"Dinsmore, Grayson","30.42","75.96","30.34","76.31","97.98","37.05","73.78","50.38"
"Lee, Binh","46.31","41.33","28.88","62.4","79.38","83.96","79.23","75.63"
"East, Derek","95.1","52","2.6","70.43","25.61","4.1","30.02","96.71"
"Mengist, Romello","16.71","27.51","78.06","73.22","44.57","10.5","62.98","12.86"
"Tree, Bryan","46.38","33","18.81","58.72","99.86","65.36","29.82","35.47"
"Berthrong-Halliday, Natasha","29.87","97.85","86.12","97.46","76.14","42.93","37.22","89.51"
"King, Ninna","76.58","21.96","26.33","4.72","76.49","38.53","54.73","97.91"
"Rivero, Page","98.75","80.87","87.11","78.99","59.33","42.24","42.9","95.87"
"Smith, Kyle","35.99","43.16","36.16","33.58","42.03","80.03","68.39","25.75"
"Perry, Yaire","30.92","56.92","70.32","80.96","58.54","73.58","74.67","49.87"
"Kobayashi, Jonathan","68.68","61.56","77.48","58.96","46.95","60.49","63.03","47.7"
"Douglas, Nadiyah","71.91","40.58","53.27","98.96","80.75","65.76","62.56","69.45"
"Flores, Diego","44.06","36.93","52.37","33.26","53.1","73.28","80.15","32.05"
"Wahlgren, Hallie","62.16","28.18","58.76","62.24","37.56","89.03","63.59","86.88"
"Velasco, Zachary","40.29","77.95","33.72","94.61","53.96","81.8","17.17","71.39"
"Sherrod, Marcellus","88.97","34.92","98.3","50.57","95","87.74","13.38","43.14"
"Spencer, Kalib","76.96","37.39","19.52","76.65","26.06","14.55","43.86","52.09"
"Lang, Dillon","80.59","64.98","28.81","73.32","64.19","84.07","0.59","45.95"
"Walker, Darius","80.64","46.08","50.48","45.94","38.28","86.42","63.1","85.8"
"Morse, Kodiak","91.1","59.71","71.21","95.38","46.89","52.44","16.79","7.65"
"Pearson, Isabel","43.88","72.26","47.94","83.09","60.08","94.83","78.14","21.61"
"Silva-Velasquez, Alejandra","62.61","98.17","2","93.56","77.89","66.66","97.81","93.64"
"Goodfellow, Joseph Louis","99.36","60.84","61.57","62.29","56.64","16.69","58.58","42.65"
"Hemsouvanh, Nahoa Olelo","56.16","62.86","16.89","27.53","63.09","31.8","43.71","99.63"
"Melero, Karina","39.65","73.81","42.51","37.91","86.4","58.11","23.26","42.04"
"Tutt, Anna","96.27","55.09","71.93","15.09","81.57","60.03","84.98","97.18"
"Holmes, Tyler","90.83","77.11","97.76","83.37","81.39","99.17","60.14","23.26"
"Lemos, Sabrina","19.52","41.68","57.37","82.07","82.88","40.51","63.44","41.95"
