"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Bowers, Bailey","83.61","97.48","63.32","92.39","62.38","58.27","54.74","50.8"
"Platero, Alysia","62.85","45.1","73.04","38.04","99.19","27.3","95.48","50.26"
"Chase, Kayla","30.21","51.05","55.75","82.73","44.51","73.82","85.03","83.46"
"Garcia, Alejandro","57.04","43.49","78.86","80.65","51.38","61.57","78.57","38.85"
"Rodriguez-Diaz, Tyler","50.52","99.35","91.63","57.18","66.53","20.54","41.04","57.54"
"Lakhani, Danya","99.79","64.01","76.1","99.93","50.16","84.5","46.85","30.81"
"Fulla, Sharamae","83.95","80.7","16.67","46.12","84.25","79.83","31","56.81"
"Neal, J'Quan","13.64","70.89","3.86","53.24","92.7","27.37","40.43","49.72"
"Aaron, Trevor","44.73","80.8","55.87","96.39","99.97","47.97","87.1","35.47"
"Mizokami, Leng Mi","58.88","34.1","73.82","41.29","30.54","65.8","65.88","86.72"
"Toliver, Tytus","77.5","64.08","47.82","75.55","81.14","66.53","49.51","98.55"
"Saavedra, Kevin","95.8","31.93","63.98","99.19","84.95","26.16","30.61","28.81"
"Martin, Paul","51.14","97.03","98.35","98.01","58.84","97.77","66.8","56.52"
"Moore, Sunnique","53.08","55.1","87.29","28.64","97.08","84.7","71.42","55.6"
"Uribe, Jordan","21.71","83.64","94.96","83.06","55.36","56.95","76.6","80.27"
"Palomarez, Josie","76.34","87.11","63.72","79","84.52","33.95","79.82","92.74"
"Rapp, Byung Hoon","64.69","99.91","75.39","78.39","59.92","21.23","8.54","80.43"
"Prum, Josephine","40.74","51.67","98.47","65.65","97.23","30.98","41.18","86.53"
"Garcia, Hector","72.43","90.51","58.53","78.56","56.35","79.1","94.08","84.75"
"Bills, Kevin","78.41","40.37","50.14","43.02","38.2","36.57","17.66","49.44"
"Fluetsch, Myles","36.34","28.85","96.94","97.73","50.89","82.85","28.36","31.25"
"Quick, Sheneice","35.41","6.06","38.47","56.35","45.78","74.33","94.9","19.35"
"Gallegos, Javier","97.18","88.32","50.49","57.14","68.77","55.6","34.42","83.12"
"Ballard, Froylan","55.37","54.45","97.3","72.82","71.57","82.02","48.86","63.98"
"Damm, Ke Avae","19.39","59.76","81.41","50.34","39.22","71.09","83.52","28.78"
"Vang, Miranda","49.61","42.8","89.3","96.88","14.89","70.37","52.31","75.25"
"Dewitt, Marie","55.04","17.45","55.49","14.56","52.58","64.07","97.17","77.85"
