"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Harris, Tyler","7.31","35.57","34.04","75.86","97.38","35.49","58.85","60.84"
"Espinoza, Cindy","36.16","97.5","39.37","97.63","75.73","6.2","63.41","75.39"
"Mcdonald Landers, Susan","67.02","44.93","74.55","48.14","39.63","49.4","83.92","34.89"
"West, Ater","37.57","50.53","82.83","63.15","82.18","76.07","76.31","99.23"
"Vang, Brenda","94.31","56.74","89.79","23.07","43.84","44.67","82.85","61.15"
"Tran, Arissa","35.87","54.08","63.02","64.08","79.74","81.12","94.23","35.5"
"Wasson, Jennifer","44.23","59.71","71.88","53.51","32.57","85.21","99.06","17.28"
"Lopez, Katherine","29.84","75.86","36.8","24.38","40.98","52.34","22.69","38.92"
"Elliot, Jonathan","27.82","70.47","8.26","99.02","85.53","30.53","80.77","25.99"
"Gallegos, Roberto","43.87","60.13","56.49","73.14","36.19","84.24","10.54","70.27"
"Guzman, Haydee","95.68","10.06","79.38","56.06","22.23","78.86","59.15","56.79"
"Maumau, Jennifer","59.46","77.7","75.57","79.89","59.58","38.74","63.77","35.69"
"Senthilvel, Juwand","79.98","42.52","78.26","39.87","66","31.12","82.04","64.04"
"Bacon, Jerry","79.26","23.42","90.37","71.12","64.85","78.87","80.12","53.49"
"Uyeda, Bum Jin","89.06","95.46","29.91","50.32","28.98","35.76","21.62","50.42"
"Velasquez, Mitchell","61.73","78.22","79.08","77.67","39.58","55.86","44.18","97.08"
"Rivas, Abraham","24.55","59.44","45.01","56.93","59.54","55.01","30.36","87.92"
"Hurt, Royce","78.23","42.81","82.57","73.83","34.31","28.47","78.61","96.29"
"Espinoza, James","47.84","97.19","46.62","5.3","64.71","57.61","80.84","43.24"
"Rupp, Dylan","38.53","87.32","82.66","86.13","99.37","26.56","60.08","83.45"
"Her, Brian","47.65","63.36","50.27","56.4","56.59","62.37","83.22","64.33"
"Widaa, Desiree","41.84","49.7","67.74","64.37","61.9","79.02","46.36","36.9"
"Ortiz, Anna","93.77","4.58","36.79","77.55","36.28","82.18","20.87","98.26"
"Gardella, Mercelia","54.96","58.53","30.88","73.87","57.84","5.69","62.52","83.56"
"Antillon, Walter","98.85","23.93","60.59","66.69","28.67","60.4","87.82","56.79"
"Yuan, Sophie","99.64","78.01","52.82","13.86","93.77","99.44","87.12","46.39"
"Amundson, Aaron","53.74","97.9","8.05","58.37","93.83","33.58","56.66","58.74"
"Murray, Ebany","34.92","98.25","35.96","95.32","39.21","67.27","74.85","77.8"
"Mark, Haley","39.48","79.61","13.48","82.68","63.7","57.78","14.92","79.84"
"Carbajal, Gabriel","57.05","59.84","59.64","27.46","98.55","34.78","55.39","73.16"
