"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Mogliolo, Jemar","66.08","83.62","57.23","39.46","17.88","16.7","79.96","73.39"
"Tanoue, Samantha","78.22","37.8","46.29","53.97","79.2","88.1","78.44","81.27"
"Robinson, Khyrie","63.42","56.38","46.02","48.44","64.21","0.28","21.36","52.82"
"Vela, Kristiena","73.32","96.36","86.52","43.31","98.43","87.51","83.05","98.94"
"Stewart, Malik","87.98","86.78","15.61","45.83","76.5","76.53","58.87","75.27"
"Austin, Samara","57.09","45.72","95.89","81.23","44.21","74.46","61.76","60.36"
"Egan Jr, Keith","94.04","67.04","95.76","26.77","59.8","66.11","74.58","51.89"
"Scott, Gabriale","54.2","84.31","42.51","84.76","95.11","77.91","98.93","99.86"
"Perry, Gary","38.76","79.19","97.86","31.68","36.28","47.72","64.26","25.99"
"Klecker, Cody","42.04","1.89","59.06","70.89","40.48","82.56","85.71","38.92"
"Banks, Jade","94.48","65.05","56.33","97.8","99.25","62.54","98.89","52.8"
"Gadson, Toreelyn","80.47","64.02","51.3","55.99","36.7","78.71","33.13","33.38"
"Alarid, Jesse","84.27","90.66","61.58","26.76","60.09","99.51","90.05","64.8"
"Melesse, Natasha","78.84","45.65","74.64","29.11","80.38","53.34","97.04","64.32"
"Russak, Riley","37.46","54.8","53.81","97.12","43.17","12.38","61.87","74.43"
"Garcia, Luis","72.67","77.53","76.99","68.92","87.13","99.11","40.03","52.46"
"Liu, Nicholas","62.56","83.85","97.21","54.52","31.16","94.55","47.39","18.19"
"Mcclaskey, Leonard","19.54","78.48","50.95","74.77","57.13","33.4","38.78","96.94"
"Kent, Chase","39.39","98.4","76.59","81.48","52.41","99.33","80.64","93.43"
"Kresek, Qin Qin","89.56","83.32","56.02","20.87","66.43","65.27","37.22","41.05"
"Casillas, Asia","45.54","97.72","81.51","62.15","22.13","30.35","39.13","72.19"
"Downs, Mariah","26.97","71.09","23.61","53.09","97.07","83.9","76.88","53.36"
"Kim, Henry","56.38","65.71","47.67","60","97.56","95.19","43.45","63.12"
"Nguyen, Mina","96.91","20.57","78.37","71.99","98.92","83.73","75.43","83.09"
"Hunn Smith, Ajanee","53.52","26.21","35.34","68.02","34.1","21.66","60.21","8.77"
"Washington, Quireace","64.19","51.19","49.13","56.71","76.46","39.42","62.15","80.61"
"Pinkett, Sabria","67.99","41.21","26","16.12","45.41","72.7","26.34","48.51"
"Morrison, Raijaun","57.03","82.78","45.46","43.12","39.59","84.64","48.08","66.82"
"Couch, Justine","77.24","14.65","56.17","98.68","82.52","82.05","86.45","30.64"
"Hoang, Tina","88.48","70.89","68.88","67.42","60.5","84.75","66.13","23.15"
"Ishikawa, Jeffrey","76.17","66.03","83.31","82.88","4.89","37.43","83.02","84.35"
"Cisneros, Veronica","48.09","57.75","81.9","13.65","25.36","74.86","44.78","48.55"
"Hobbs, Tiffany","85.44","55.82","79.44","83.73","50.84","49.82","65.22","80.24"
