"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Kinnaman, Joshua","61.22","43.6","46.81","97.75","58.84","50.84","57.93","42.43"
"Llano, Betsaida","62.21","48.17","42.81","81.45","57.35","27.82","44.17","97.59"
"Tsinnijinnie, Chaz","80.04","98.89","74.35","49.54","76.47","75.8","27.89","95.4"
"Ung, Aphined","29.24","38.04","28.13","34.06","50.2","20.39","55.3","61.84"
"Enhbold, Hannah","55.3","50.29","80.41","66.65","60.45","66.37","98.22","79.06"
"Smith, Amary","83.18","78.25","61.32","86.53","58.73","53.45","52","33.84"
"Whitt, Langston","38.92","38.87","75.1","98.5","58.37","76.96","60.56","26.55"
"Kirby, Riley","55.58","47.65","31.42","9.67","92.45","36.18","59.23","66.65"
"Vue, Rafiullah","94.78","99.64","87.45","39.3","96.65","5.75","72.1","53.42"
"Richardson, Ethan","55.05","51.34","64.98","82.89","65.88","76.3","54.06","87.5"
"Madden, Lucas","36.48","37.36","33.79","57.29","23.11","59.92","81.93","60.09"
"Hoffman, Benjamin","45.85","26.5","30.49","99.13","42.35","29.88","45.39","61.68"
"Canaday, Kayshaun","48.71","72.52","50.02","79.43","41.38","42.36","86.29","77.65"
"Bayarsaikhan, Deborah","60.8","32.21","33.34","79.24","85.49","42.63","39.57","60.45"
"Troncoso, Gabriela","44.3","24.39","49.5","64.54","75.79","26.57","98.72","57.98"
"Brown, Amari","79.16","82.95","33.86","32.36","68.74","77.72","52.42","34.63"
"Prark, Forest","98.1","51.16","36.48","30.21","98.15","29.32","19.36","11.56"
"Dorado, Kenneth","54.39","60.07","22.84","99.24","61.13","77.42","48.4","60.76"
"Payan, Andrew","64.78","60.15","34.52","48.57","75.36","36.59","64.74","71.74"
"Singleton, Timothy","74.71","24.86","46.36","79.03","87.23","52.19","78.82","67.29"
"Logan, Karla","83.54","71.27","78.95","99.99","85.76","99.55","24.85","62.53"
"Calloway, Taryn","33.11","41.02","76.28","85.43","29.56","77.83","20.67","53.57"
"Zhao, Yuko","94.72","45.17","15.92","47.16","49.86","57.88","56.56","98.81"
"Kulkarni, Hai","30.89","34.49","85.8","65.13","99.69","92.47","58.75","44.88"
"Harris-Williams, Natalie","43.85","98.69","62.37","63.5","34.11","94.95","54.34","37.82"
"Estrella, Omni","31.28","62.06","62.21","99.22","95.95","84.89","73.63","21.92"
"Ruiz Deleon, Rogelio","68.79","75.86","64.65","24.88","74.37","27.87","71.01","80.22"
"Flowers, Brandon","99.14","29.81","71.63","76.61","28.51","34","60.93","99.04"
"Vigil, Harley","29.05","74.71","74.99","42.69","56.86","84.02","72.93","60.21"
"Howard, Christopher","53.03","37.96","74.73","52.73","38.89","53.2","67.37","99.34"
