"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Ledesma, Nancy","56.24","59.85","40.31","49.95","24.42","55.12","72.07","38.3"
"Zilm, Judy","96.54","31.83","86.05","95.21","94.27","44.49","76.74","61.96"
"Williams, Ivaysha","83.35","82.5","98.3","97.54","98.07","80.3","7.74","31.12"
"Casillas, Jese","62.39","99.29","67.93","80.21","57.78","96.57","84.45","45.4"
"Pritchett, Ariana","82.76","49.1","53","48.31","70.77","75.07","74.76","58.09"
"Arroyo, Andre","40.2","71.67","99.21","98.29","74.18","53.28","28.45","56.44"
"Landreneaux, Dustin","79.2","99.34","86.08","99.45","46.88","32.79","66.37","35.85"
"Lor, Tiffany","95.51","62.15","42.5","39.39","5.09","20.07","77.27","62.24"
"Le, Yuqiong","66.7","50.28","32.61","60.8","82.66","55.29","30.7","75.47"
"Ha, Aaron","46.67","62.94","41.36","79.04","93.87","95.72","17.27","48.67"
"Davis, Monghuyen","30.62","99.49","25.21","98.71","37.67","74.92","29.69","85.42"
"Bennett, Wesley","97.55","65.81","54.43","68.07","28.73","65.1","79.44","98.81"
"Martin, Thomas","98.46","37.27","27.34","56.03","31.87","54.07","50.03","49.97"
"Contreras, Karalyssa","28.88","80.14","78.59","66.1","50.79","44.57","21.51","78.36"
"Gregory, Mariah","45.82","36.97","56.92","56.53","99.25","48.92","61.34","31.46"
"Vigil, Stephanie","66.8","59.5","98.3","27.95","34.94","63.27","32.24","32.07"
"Adame, Pablo","77.32","68.11","63.17","46.74","12.12","96.93","63.25","82.8"
"Pacheco, Erika","56.57","41.6","64.95","16.55","55.14","78.8","52.4","42.78"
"Villa-Gonzalez, Karina","57.74","58.62","58.05","84.03","46.4","96.02","77.01","69.37"
"Gardner, Mitchell","73.43","33.58","7.61","38.05","61.78","79.22","32.46","85.85"
"Hailemicael, Essiance","81.31","91.88","64.63","76.81","93.28","96.3","72.49","73.62"
"Rubner Lansing, Jennifer","67.76","38.62","8.46","97.54","24.72","72.19","4.95","43.47"
"Hester, Armound","83.36","58","30.42","58.01","62.25","78.64","18.6","60.65"
"Byrd, Christopher","49.71","62.3","53.2","91.57","25.65","32.82","82.45","77.35"
"Halaseh, Christian","92.3","36.82","44.33","82.95","58.24","99.8","68.59","94.84"
"Faulkner, Paul","92.53","36.77","33.35","32.14","49.02","33.34","73.63","79.65"
"Begger, Tyler","75.03","35.17","54.78","79.93","99.59","50.38","28.05","52.27"
"Flores, Celeste","80.38","54.6","20.6","66.07","50.61","19.83","62.47","79.67"
"Coia, Ariel","46.9","35.06","84.41","71.17","94.66","39.89","46.89","52.53"
"Kitazono, Jordan","98.87","17.54","83.95","80.07","51.53","70.42","48.22","31.05"
"Rivera, Dometrius","87","80.06","48.74","1.72","53.03","85.36","82.52","65.52"
"Martinez, Daniel","85.09","79.56","89.06","48.36","47.57","97.49","49.87","50.13"
