"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Aldaco, Tevin","98.72","89.73","57.42","34.93","68.84","47.08","58.77","83.64"
"Hermosillo Bencomo, Gerardo","46.79","95.65","75.82","64.45","56.19","97.44","43.16","34.73"
"Monahan, Dakota","21.5","56.34","71.36","94.34","31.83","96.63","35.92","77.34"
"Cole, Karl","95.98","87.47","76.91","98.3","97.8","95.26","60.31","72"
"Dias, Erica","66.89","73.36","76.8","60.51","78.76","36.55","80.25","38.96"
"Fernandez, Diego","82.11","82.26","34.28","97.72","52.81","43.72","58.02","49.08"
"Foster, Zachary","57.85","99.75","59.88","84.51","29.27","68.3","60.14","44.72"
"Flores, Jessica","93.07","40.45","30.16","43.81","40.87","61.18","61.69","61.27"
"Summerlin, Mackenzie","25.97","55.59","54.94","16.35","42.15","46.27","48.8","53.74"
"Lee, Charles","69.55","37.81","79.61","90.4","76.28","74.74","66.94","96.06"
"Hadley, Angelina","76.3","81.85","98.9","97.59","28.02","82.54","65.62","58.48"
"Keys, Dolma","14.59","51.85","82.74","87.1","61.69","51.27","75.7","60.98"
"Fernandez, Dean","98.31","87.06","82.06","59.04","44.31","79.85","62.26","79.35"
"Corral, David","43.53","88.52","44.12","47.5","45.89","3.23","16.76","41.86"
"Perez, Cheyenna","29.53","81.82","76","0.93","79.48","79.72","13.41","42.44"
"Sandoval, Octavio","29.39","89.35","59.03","55.41","35.15","84.97","4.1","81.24"
"Davies, Erik","43.7","96.21","46.31","82.11","48.02","81","74.12","19.95"
"Hairston, Xavier","66.68","84.73","70.68","48.53","60.6","66.14","20.7","52.85"
"Gonzalez, Malissa","20.79","66.94","65.48","48.27","49.65","50.61","22.95","14.39"
"Chee, Ryan","84.71","24.98","79.58","35.02","35.67","69.93","57.9","97.23"
"Floyd-Mcdowell, Chigozie","82.29","99.38","44.56","78.87","76.43","63.31","37.65","36.71"
"Loya, Julian","74.55","55.11","80.18","58.69","11.89","97.54","40.2","45.01"
"Song, Saarang","93.89","82.37","64.56","86.25","59.25","99.98","30.44","42.15"
"Session, Kove","60.71","50.71","70.28","35.99","45.58","62.64","41.3","99.82"
"Huynh, Seth","81.98","38.19","57.39","38.26","57.88","67.64","44.78","29.26"
"Tsosie, Celsa","44.4","45.94","8.45","27.81","19.88","68.59","53.97","51.76"
"Warren, Cameron","26.68","62.45","79.84","4.83","44.96","58.93","98.16","75.95"
"Mccomas, Destiny","57.44","80.99","2.1","38.08","2.01","24.55","14.91","58.45"
"Cuevas, Tinno","58.21","42.64","55.72","57.05","81.76","98.61","25.01","68.18"
"Begay, Randy","82.13","52.62","44.4","64.02","18.08","84.6","79.62","98.64"
"Turner, Joseph","63.06","95.72","76.22","34.41","8.25","84.67","30.54","79.39"
"Dunn, Danaya","77.47","85.82","33.26","60.67","80.07","15.3","38.02","53.4"
"Vang, Jun","79.49","64.48","39.58","65.46","27.41","99.76","35.84","45.5"
"Tatum, Jasmine","91.97","94.34","77.95","70.43","46.75","82.56","72.46","94.05"
"Miller, Sarena","37.04","72.6","50.16","33.84","65.57","38.25","77.17","81.64"
