"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Rivera, Erik","76.84","49.61","53.91","80.79","67.64","47.23","82.04","68.07"
"Allen, Mystic","99.53","85.97","35.84","60.44","77.85","62.43","63.74","37.63"
"Smith, Tyler","27.77","94.56","73.02","65.18","81.47","94.86","74.56","63.27"
"Lewis, Avion","11.65","42.77","6.99","71.49","83.9","45.02","58.33","83.75"
"Gallegos, Daniel","54.5","50.55","46.24","99.57","71.38","46.87","77.43","63.38"
"Vu, Marika","46.72","48.83","44.16","52.3","66.9","29.28","97.65","25.74"
"Garbani, Jonathan","87.02","45.17","42.97","53.23","17.22","56.79","79.31","59.99"
"Doan, Dong","99.51","61.83","83.57","84.72","53.62","90.23","75.1","85.35"
"Makooi, Avery","71.69","79.7","45.4","95.91","55.92","5.92","66.61","64.47"
"Abdullahi, Jabari","47.36","8.7","40.93","99.38","40.61","42.54","93.97","50.3"
"Brinkmann, Rick","86.46","58.64","80.21","93.38","96.05","44.17","64.9","37.23"
"Kramer, Thu","37.5","32.44","68.41","80.64","83.88","93.49","81.24","57.49"
"Nelson, Erin","62.13","98.41","98.31","99.73","97.96","78.05","98.3","58.62"
"Benson, Danzig","55.65","43.8","66.09","55.86","63.08","66.8","53.61","75.7"
"Carter, Isaia","17.45","2.62","74.76","87.66","62.87","80.3","78.71","41.17"
"Moreno, Kiana","8.1","35.21","60.79","55.16","21.32","43.42","96.06","79.11"
"Mattson, Iris","70.84","80.52","55.17","77.58","56.62","60.03","41.5","81.81"
"Galaviz, Trey","75.36","59.74","80.74","82.06","73.54","64.17","37.79","60.65"
"Lanier, Justice","75.07","84.2","83.25","83.99","33.34","59.32","53.08","96.46"
"Martinez, Jose","35.58","46.29","36.99","79.22","77.53","74.56","40.61","50.81"
"Lewis, Talea","41.54","97.58","84.29","84.07","6.55","46.05","29.01","56.94"
"Lawton, Mckenzy","80.93","28.89","31.7","56.15","63.47","99.91","56.54","99.15"
"Miller, Joseph","97.39","82.52","96.78","87.31","63.27","8.14","75.36","61.69"
"Nguyen, Jeannie","61.69","78.87","96.02","24.51","81.89","57.76","95.86","37.36"
"Mandujano-Borjas, Monica","63.8","75.83","39.61","58.66","99.42","32.17","44.34","47.97"
"Taase, Anthony","1.18","76.21","44.68","61.27","96.7","81.56","23.56","29.8"
"Holley, Aleya","64.54","81.04","96.17","63.06","94.26","44.61","99.01","85.58"
"Hernandez, Luna","0.74","35.4","11.24","76.35","98.04","34.85","57.39","39.97"
"Holloway, Sarah","89.55","62.52","60.15","52.59","58.54","72.4","61.22","85.37"
"Moreno, Israel","69.88","70.9","77.8","75.55","85.12","56.27","78.45","29.66"
