"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"White, Jonee","73.23","80.32","47.89","57.5","34.41","77.32","19.6","66.81"
"Lee, Hunter","14.24","82.54","79.11","98.58","67.45","3.3","40.76","49.42"
"Happner, Pete","55.34","74.91","84.61","37.77","98.7","43.23","75.47","96.45"
"Bird, Becky","63.66","80.52","51.41","35.02","61.5","96.75","46.74","18.96"
"Snyder, Karleigh","78.52","30.75","60.49","94.47","54.52","95.05","80.17","57.64"
"Reshard, Jasleen","68.76","76.91","59.66","59.79","92.38","20.04","36.44","97.62"
"Mirabal, Jacob","94.38","77.68","98.84","78.57","91.51","35.64","71.88","77.15"
"Rico, Sylvia","45.82","45.05","57.52","58.91","90.96","30.96","43.95","74.46"
"Blendu, Marysol","50.81","23.61","56.24","94.86","51.27","70.1","96.26","74.04"
"Findley, Jesus","80.43","55.53","75.94","76.03","56.73","58.05","39.95","85.16"
"Merino Regalado, Jesus","20.08","57.27","86.85","98.99","92.98","49.63","35.34","78.25"
"Daughtry, Austin","97.68","96.67","80.91","81.93","50.59","50.38","48.39","99.11"
"Pham, Jamie","38.92","66.14","80.9","82.66","67.32","23.16","46.16","97.65"
"Perez, Adriana","81.19","66.44","74.56","63.27","78.53","85.18","37.36","40.34"
"Salazar, Francisco","76.09","51.92","43.93","94.14","83.01","87.66","73.89","69.09"
"Johnson, Soren","52.95","40.66","59.66","93.06","98.95","20.08","38.61","57.23"
"Maxwell, Tyler","77.42","33.13","61.83","74.18","98.65","62.97","91.32","58.91"
"Smith, Marcel","47.25","57.62","67.82","46","56.17","38.35","13.11","35.73"
"Morgan, Calvin","53.54","32.01","0.74","84.06","81.35","56.61","64.09","62.51"
"Bowles-Jacks, Adam","57.29","58.51","52.49","80.82","83.47","6.84","74.24","38.47"
"Lee, Steven","33.41","50.4","46.88","70.05","43.33","91.73","52.29","62.28"
"Vue, Tyler","87.15","37.05","36.1","24.25","56.51","49.03","60.95","81.41"
"Baggett, Gregory","66.66","35.4","25.52","76.13","38.63","36.99","63.47","79.06"
"Bernal-Esquivel, Isaiah","73.77","20.43","27.52","37.05","92.63","62.67","53.22","24.4"
"Vang, Erkhes","96.2","76.34","76.46","76.11","60.96","66.15","25.83","35.62"
"Le, Eric","28.39","99.02","80.39","70.08","78.27","88.23","40.52","29.46"
"Chavez, Andreas","48.53","25.67","62.51","24.44","73.57","31.81","31.11","34.55"
"Gaytan-Munoz, Erica","35.57","40.04","67.02","86.48","62.03","44.28","96.29","56"
"Marquez-Rodriguez, Breana","63.09","81.15","68.68","92.29","67.73","33.84","33.64","67.25"
