"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Gutierrez, Christian","82.08","77.31","80.8","98.19","18.7","41.41","83.73","80.21"
"Fuentes, Mariah","41.99","74.05","14.14","47.94","80.46","99.59","50.58","33.38"
"Buison-Mendaro, Dylan","38.18","63.83","27.5","84.54","49.43","71.41","28.15","83.82"
"Watkines, Lina","60.14","50.93","77.89","60.91","88.86","38.24","58.62","95.43"
"Zeiner, Rachel","23.53","2.8","76.88","32.83","79.48","71.86","81.19","97.47"
"Cervantes, Alysh","37.1","67.36","99.42","81.57","35","20.42","63.93","36.09"
"Fernandez, Julia","96.43","34.8","60.08","67.35","95.6","3.31","52.14","38.17"
"Mahieu, Vanna","99.07","54.59","77.68","48.7","22.39","34.13","22.69","55.67"
"Tran-Harrell, Eva","27.53","42.35","57.89","71.43","66.63","59.63","32.39","47.46"
"Copus, Ryan","69.81","53.42","40.44","59.54","73.75","75.78","97.9","55.92"
"Martinez-Perez, Ruben","63.78","84.21","61.07","54.15","69.37","31","24.38","95.59"
"Clough, Ivee","20.78","5.35","44.08","57.53","61.54","29.04","75.61","83.09"
"Lopez, Ariana","40.63","85.73","54.07","39.68","70.22","27.47","92.26","40.19"
"Odalen, Tyler","56.83","39.25","29.95","19.32","48.11","32.68","64.2","64.77"
"Swiney, Lemlem","57.44","29.54","9.67","36.29","31.93","39.75","76.23","64.99"
"Ji, Colleen","98.21","80.24","61.19","55.39","70.33","39.26","57.13","77.65"
"Manriquez, Mariah","80.6","32.21","48.13","78.46","68.78","80.84","29.63","50.58"
"Wilhite, Evander","65.42","70.56","40.08","37.47","62.79","67.03","79.35","53.16"
"Barodi, Ariel","47.39","65.38","76.18","25","92.9","34.47","92.34","42.36"
"Arguello, Alicia","36.46","22.81","86.83","30.68","24.29","45.87","44.23","41.47"
"Baca, Yanet","47.97","38.3","59","25.85","48.28","21","84.62","94.48"
"Romero, Melissa","67.84","46.71","96.32","82.73","61.34","97.62","59.09","69.28"
"Ibarra Hernandez, Ilysia","85.8","28.63","95.13","20.28","60.09","42.76","45.2","97.16"
"Enriquez, Jose Luis","54.13","12.78","66.32","97.39","57.77","66.23","65.66","48.53"
"Wiersma, Enkhjin","93.86","83.15","60.02","96.26","50.69","33.32","29.01","97.96"
"Roberts, Quincy","41.54","79.62","53.22","80.24","82.99","67.31","46.72","80.43"
"Milburn, Alicia","85.14","64.37","80.99","81.58","74.06","78.85","80.6","22.8"
"Yoshida, Jedidiah","96.37","24.64","11.55","40.84","45.86","33.46","37.06","62.77"
"Gauthier, Sarah","43.11","20.02","81.05","95.6","22.83","65.44","98.39","98.7"
"Begaye, Kayla","80.68","58.54","85.49","68.24","59.86","99.55","94.27","76.27"
"Tipoti, Alexander","60.27","97","26.69","47.83","50.96","46.37","41.16","98.73"
