"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Lee, Sina","62.08","17.27","42.58","80.62","57.34","39.03","42.31","95.05"
"Roberts, Raymond","28.93","47.05","40.06","97.34","50.1","78.58","34.13","63.31"
"Nguyen, Lea","96.46","36.47","52.62","59.57","75.7","53.33","78.52","82.26"
"Trujillo-Garcia, Isaah","49.7","52.65","81.64","95.7","32.93","46.94","33.18","75.67"
"Ayala, Fabian","97.03","63.22","99.57","57.71","71.24","28.77","60.39","51.76"
"Jones Jr, Suki","64.44","62.34","97.41","79.29","62.95","81.58","44.97","80.55"
"Smith-Trent, Monique","55.02","39.24","84.87","59.98","94.33","23.58","99.18","60.63"
"Pope, Ashleigh","97.65","54.73","28.19","84.77","30.27","15.57","20.33","76"
"Chham, Faith","58.35","79.2","82.65","76.49","96.02","75.26","82.91","52.09"
"Varney, Christyn","67.16","99.22","62.49","84.01","29.81","95.29","58.61","33.87"
"Cortez-Ortega, Yulissa","35.9","32.22","29.73","41.33","81.37","53.51","89.22","80.36"
"Lamorie, Jose Bruno","83.61","67.71","91.1","39.2","48.6","74.56","93.05","71.5"
"Pefanis, Samantha","36.08","44.35","98.06","56.96","58.06","50.32","35.85","31.59"
"Schalhamer, Morgan","40.91","41.88","44.14","45.29","80.63","79.2","62.06","44.78"
"Valdez, Symon","97.88","50.73","51.3","33.39","95.29","80.4","65.52","79.01"
"Truong, Nadia","64.64","82.96","60.6","65.96","53.98","97","33.85","40.75"
"Persinger, Kaitlyn","64.54","45.82","36.66","79.93","7.13","26.11","80.2","98.3"
"Hernandez, Freddie","80.89","15.91","82.28","6.69","64.67","31.47","50.01","40.06"
"Washburn, Gabriel","66","82.11","78.93","61.02","68.36","81.41","31.36","55.82"
"Billings, Chadwick","51.86","32.69","79.84","28.92","85.32","57.02","58.91","78.81"
"Hurtado, Erick","57.96","77.64","81.04","58.36","32.79","99.76","54.21","98.97"
"Gallarzo, Caitlyn","68.79","44.91","66.16","36.76","63.83","5.35","59.15","62.18"
"Maka Jr, Harleigh","83.67","59.67","95.73","35.44","35.34","34.74","38.24","71.14"
"Vargo, Ryan","79.84","47.21","57.91","5.76","80.95","96.35","57.4","78.48"
"Bundrant, Hari","99.5","32.16","98.5","62.37","22.82","17.3","70.51","71.98"
"Aziz, Yusuf","74.98","48.71","27.71","28.01","29.06","85.22","49.42","36.95"
"Valdez, Lakota","52.64","97.29","51.9","29.42","62.26","86.45","99.86","49.09"
"Bible, Akosua","97.83","87.79","37","78.73","57.82","73.81","57.54","52.26"
"Rodriguez-Luna, Breanna","85.56","89.8","81.48","85.94","52.22","45.28","68.36","79.38"
"Garcia, Alvaro","82.52","96.6","81.58","45.07","99.52","44.78","30.04","82.98"
"Lepus, Alec","51.4","17.27","92.7","57.35","27.3","77.33","42.49","83.66"
"Escobar, Salvador","44.66","26.64","46.78","78.6","13.21","81.7","79.98","41.03"
