"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Hernandez, Jasmine","24.89","15.46","56.36","42.22","80.41","37.85","98.67","36.59"
"Andrade, Kayla","81.66","25.1","56.87","61.39","59.9","84.3","70.19","81.45"
"Vafeades, Joycelyn","55.37","26.51","65.13","78.37","75.91","53.26","57.54","37.28"
"Richards, Shane","66.61","59.17","38","72.37","25.1","96.76","40.52","4.28"
"Willard, Daniel","95.8","23.26","78.83","84.16","84.73","41.69","82.46","35.04"
"Spiller, Christine","59.04","50.29","62.46","97.14","99.63","73.6","61.25","17.01"
"Whitehorse, Christian","34.2","83.64","61.72","48.4","99.06","98.36","3.33","94.12"
"Trowell, Lia","54.87","41.34","52.15","31.81","40.62","49.99","41.41","51.27"
"Smith, Jeremy","37.35","43.22","61.56","49.62","39.52","6.72","99.95","28.17"
"Waring, Dillon","69.75","80.57","84.6","38.92","93.43","99.92","83.51","39.23"
"Vasquez, Otoniel","69.14","41.59","4.04","53.54","99.57","59.1","81.66","71.42"
"Pittman, Chante","78.09","64.84","45.31","80.4","30.93","77.57","7.75","62.98"
"Arellano, Jasmine","99.05","64.55","34.73","76.72","30.31","61.95","83.3","95.5"
"Gipson, Roslynn","97.9","42.34","47.19","56.96","80.89","73.99","50.17","37.32"
"Hunt, Megan","39.57","32.42","50.57","75.34","48.7","19.46","37.53","42.13"
"Wingo, Nathaniel","80.39","99.8","56.85","65.51","58.81","98.55","13.07","34.81"
"Mendoza, Jaime","66.86","34.78","33.12","81.15","86.38","57","39.8","81.25"
"Montelongo-Declay, Cody","98.26","30.61","72.92","97.82","85.81","89.91","80.85","97.58"
"Jones, Aaron","83.65","76.47","96.41","75.06","85.38","53.43","82.12","82.83"
"Magee, Spencer","84.06","54.73","34.46","64.09","53.92","74.91","79.21","90.92"
"Mestas, Alyssa","41.85","78.2","55.26","52.38","66.51","82.91","76.89","77.89"
"Liddell, Taurean","54.66","33.21","11.96","95.1","47.71","98.91","70.84","36.77"
"Ramirez, Nico","41.05","23.26","63.93","51.17","76.84","31.8","25.36","99.84"
"Ramos, Perla","68.76","77.5","13.39","56.74","77.73","80.38","47.22","85.49"
"Garcia, Alvaro","83.85","60.23","75.13","45.53","53.6","37.66","24.03","53.54"
"Ginn, Jason","59.38","96.91","61.12","82.05","21.4","78.9","34.03","98.9"
"Pham, Hannah","76.7","96.29","73.51","51.99","34.07","96.83","93.64","39.82"
"Archuleta, Michael","31.59","65.71","57.27","98.74","38.12","60","31.07","44.29"
