"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Salas, Teasia","99.05","52.68","39.69","79.97","38.21","77.57","34.49","43.09"
"Colbert, Jade","94.78","54.03","84.9","81.39","76.28","38.65","42.05","97.73"
"Cisneros, Pavani","60.31","45.13","43.27","39.28","49.34","58.77","59.46","31.86"
"Tran, Jacob","99.99","45.41","81.84","60.24","39.81","80.77","60.92","74.22"
"Truong-Nguyen, Anthony","33.19","49.65","64.74","17.25","58.2","51","99.6","72.65"
"Diaz, Matiana","66.39","75.39","37.76","59.22","53.56","99.38","45.76","41.27"
"Ajibade, Tanarae","75.24","30.38","75.19","29.29","47.04","96.67","38.85","74.04"
"Hunter, Shakir","93.87","37.22","65.02","95.13","47.93","83.09","43.25","94.63"
"Waits, Maitaya","77.88","27.4","80.31","37.43","45.47","79.65","80.52","84.29"
"Maxey, Brianna","28.28","92.96","57.06","39.96","62.98","98.21","35.91","60.03"
"Robinson, Malik","11.81","96.52","86.7","12.24","94.58","79.76","40.86","94.96"
"Dacuma, Hitomi","62.63","72.7","25.76","37.15","96.67","42.21","48.89","27.35"
"Hill, Alfred","62.79","55.74","81.08","58.46","83.17","99.76","43.12","81.52"
"Singh, Vincent","34.71","42.95","54.68","78.68","100","73.2","96.65","43.81"
"Owens, Kimani","37.51","59.48","40.05","43.22","55.76","96.4","65.31","84.63"
"Acosta, Joel","53.39","28.47","48.66","94.37","35.4","85.14","37.03","42.43"
"Cortez, Bridgette","33.24","56.52","85.01","84.12","42.21","65.68","16.11","77.43"
"Jensen, Lacey","76.92","78.41","83.16","79.65","83.18","77.75","59.99","70.35"
"Schenally, Brandi","80.65","71.17","88.02","29.74","13.56","24.42","54.74","40.21"
"Bailey, Tevin","82.82","65.18","85.77","98.16","42.41","63.89","40.24","81.42"
"Phillips, Rhyonha","72.86","39.94","58.43","73.93","63.8","58.72","64.1","29.95"
"Henderson, Aaliyah","52.77","70.23","82.58","46.11","51.68","34.82","79.12","47.06"
"Fincher, Daliyah","80.5","40.87","70.52","27.55","64.15","75.04","30.9","17.44"
"Georgoulias, Andrew","50.06","73.58","54.31","58.28","18.48","19.57","78.2","10.44"
"Bennett, Paul James","38.59","42.59","24.15","83.2","91.61","76.15","58.44","25.06"
