"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Kim, Luke","42.84","52.09","36.9","46.63","83.69","52.08","96.82","33.87"
"Garfio, Robert","35.74","54.17","24.02","48.6","75.19","56.48","31.12","79.39"
"Rodriguez, Ashley","95.84","57.62","7.23","86.15","44.1","37.68","54.92","84.12"
"Anglo, Eleanor","57.29","42.95","47.12","6.03","44.17","41.99","67.28","17.45"
"Witherspoon, Jared","60.61","58.73","39.64","33.61","83.92","99.53","17.06","24.27"
"Dejean, Tyrell","37.68","42.89","96.56","7.42","51.19","55.92","66.74","57.99"
"Piccolo-Laabs, Kasey","48.57","69.51","61.21","57.48","72.76","57.43","63.8","53.54"
"Katalin, Mariah","87.2","67.75","87.52","63.34","62.57","64.37","98.34","84.25"
"Brown, Shari","79.19","63.4","47.07","99.62","72.6","92.13","84.46","37.24"
"Cooey, Malia","7.17","48.08","73.29","39.68","40.28","45.26","48.81","89.46"
"Lor, Brian","46.5","32.2","64.15","37.3","79.17","52.35","82.81","51.81"
"Smith, Briaunna","45.07","51.02","16.4","96.76","73.92","82.37","64.7","65.14"
"Carter, Joshua","83.6","83.91","62.36","26.86","99.7","62.9","56.59","78.82"
"Thomas, Rocky","83.89","85.95","28.99","56.13","97.03","52.59","39.5","48.27"
"Sepeda, Whitney","47.49","96.37","67.86","44.91","58.59","82.9","70.3","62.42"
"Cante, Alexis","78.07","57.37","45.9","81.14","71.48","21.12","82.21","81.7"
"Younger, Tyreese","88.28","47","64.76","52.72","76.79","38.54","40.41","99.86"
"Kanamu-Santos, Victoria","71.49","53.24","34.22","79.31","49.86","38.9","69.17","61.63"
"Montes-Resendiz, Brianda","20.32","24.63","64.27","82.52","46.75","63.34","81.34","27.04"
"Knox, Autumn","25.81","33.64","98.03","35.46","24.15","97.18","35.53","79.76"
"Compton, Zebulin","33.99","66.24","49.74","53.68","61.12","36.54","33.24","58.19"
"Ten, Laura","41.53","63.97","45.33","49.42","72.88","79.4","96.21","70.1"
"Scott, Shantrel","58.49","44.81","51.08","49.29","11.48","96.46","43.92","49.74"
"Caletena, Chelsea","92.92","33.89","95.12","60.62","56.12","62.19","10.96","75.86"
"Quirk, Nicholas","47.93","28.47","39.3","41.38","52.69","98.75","69.5","16.28"
"Windom, Alexzandria","73.53","33.22","60.4","58.26","70.41","88.61","46.85","66.28"
"Parra, Jairo","36.67","44.9","36.96","99.5","43.63","21.3","96.96","9.38"
"Holiday, Tevin","59.4","59.58","24.27","76.13","66.84","51.79","63.71","97.74"
"Dao, Modassar","50.41","81.41","45.43","41.31","81.52","60.56","43.84","36.28"
"Christopoulos, Nolan","18.44","82.83","71.09","96.22","60.66","78.18","78.3","33.03"
"Land, Derrik","10.11","82.63","95.62","51.51","81.23","99.53","71.56","98.13"
"Wong, Vu","80.36","43.97","16.89","0.27","35.27","50.12","54.97","62.58"
