"name","Astronomy","Charms","Defence Against the Dark Arts","Flying","Herbology","History of Magic","Potions","Transfiguration"
"Kembel, Evan","93.49","72.35","61.11","86.7","98.78","9.45","53.51","34.96"
"Sanchez, Luis","80.94","64.39","83.95","98.42","62.12","39.45","40.8","79.68"
"Lopez, Dylan","47.41","83.21","59.01","25.21","85.29","56.07","75.9","63.5"
"Anderson, Jordan","74.46","2.74","58.43","39.38","59.53","36.62","87.72","69.7"
"Bluitt, Jaslyn","52.94","73.48","86.21","28.84","77.17","14.98","47.99","77.35"
"Mussell, Cori","49.3","42.57","52.12","37.91","63.78","24.2","6.66","68.98"
"Banchongchith, Brandon","77.51","32.71","60.73","47.4","57.52","80.25","96.66","63.84"
"Bradford, Aliaha","55.12","46.25","51.95","36.3","57.54","40.36","49.33","68.17"
"Lee, Jenny","68.58","70.15","59.25","72.93","63.06","82.76","33","23.22"
"Otsuki, Aaron","73.63","97.91","60.8","28.42","36.44","52","75.27","33.19"
"Beasley-Rose, Jacob","27.73","68.76","57.56","64","75.43","50.01","60.02","37.44"
"Jones, Dante","52.48","88.35","97.9","81.14","91.22","80.99","15.54","56.22"
"Garnes, Nyel","48.15","58.1","67.32","83.73","77.1","26.52","34.36","46.64"
"Cooley, Kirk","23.35","29.67","82.92","77.51","65.74","82.32","20.57","83.96"
"Park, Natalie","83.4","95.43","97.11","70.75","30.09","29.13","93.48","98.23"
"Chavez, Bowen","81.66","19.11","19.56","12.23","44.96","50.75","39.09","36.62"
"Crawford, Joshua","99.82","22.05","97.54","50.35","81.66","76.9","80.65","41.03"
"Cruz, Marcus","99.3","45.42","58.94","69.96","63.4","52.68","67.3","77.2"
"Delgadillo, Rafael","70.24","79.03","64.81","63.62","74.78","70.83","73.9","67.42"
"Lor, Elfadly","80.3","74.51","96.18","99.52","77.7","39.27","78.53","38.94"
"Luebbers, Warren","57.97","40.51","67.13","23.19","59.63","67.47","36.94","63.63"
"Merchant, Shawn","88.37","76.75","98.05","59.33","99.12","75.92","84.58","97.23"
"Martinez, Sarah","24.11","56.31","46.44","42.68","76.52","91.4","38.57","42.06"
"Gomez, Maria","64.11","30.23","98.99","56.08","14.88","53.46","65.4","58.07"
"Halaseh, Olivia","62.97","71.51","52.31","90.21","79.1","98.22","80","42.72"
"Levinsky Carter, Wina","66.8","40.56","36.83","73.46","84.71","4.75","95.66","57.15"
"Watson, Brittney","64.94","7.45","56.43","94.43","57.96","48.8","80.61","11.68"
"Ikener, Chanel","93.47","84.12","33.37","99.04","50.96","24.25","54.04","77.43"
"Smith, Nam","77.48","61.89","71.25","98.89","17.42","59.05","60.56","43.35"
"Samoy, Ebany","75.7","55.37","16.85","59.29","80.86","27.81","64.35","32.08"
"Keo, Bich Sa","84.47","23.62","30.41","78.74","36.76","41.99","61.96","73.68"
"Lopez, Jesus","51.67","99.11","56.85","96.45","52.88","73.96","31.95","36.48"
"Teske, Brianna","43.18","82.23","45.73","76.03","39","50.38","16.28","28.64"
"Slabaugh, Megan","6.46","31.17","38.99","35.43","99.51","77.04","72.93","26.43"
"Kwon, Joshua","45.05","82.86","53.19","52.65","57.04","42.46","61.45","81.92"
